Sprungtyp,SprungID,ACC_N,ACC_N_ROT_filtered,Acc_x_Fil,Acc_y_Fil,Acc_z_Fil,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
Barani C,0609-4-01-582,17.59,17.57,-0.954,-0.179,5.317,-9.321,-24.555,122.585,-17.247,-48.785,221.201,47.477,309.611,238.288
Barani C,0609-4-01-584,18.557,18.687,-2.198,-0.073,5.522,1.681,-56.089,131.293,2.923,-106.068,234.731,34.075,318.27,248.429
Barani C,0609-4-01-586,17.889,17.967,-1.746,-0.08,5.279,-2.745,-44.181,130.759,-4.822,-84.206,233.035,43.921,319.395,237.722
Barani C,0609-4-01-588,18.536,18.599,-2.376,-0.368,5.686,14.643,-42.155,127.139,26.479,-79.886,225.17,41.488,332.097,238.439
Barani C,0609-4-01-590,17.603,17.604,-2.008,-0.471,5.607,6.48,-35.661,129.841,11.721,-68.503,231.042,32.209,321.72,234.713
Barani C,0609-4-01-592,18.098,18.123,-2.013,-0.256,5.554,1.131,-43.55,124.167,1.893,-83.004,220.829,39.501,312.367,228.992
Barani C,0609-4-01-594,17.821,17.872,-1.732,-0.051,5.108,-12.478,-35.635,132.128,-22.421,-67.765,233.03,48.763,300.311,236.35
Barani C,0609-4-01-596,17.63,17.668,-1.695,-0.341,5.413,5.867,-49.181,124.339,10.634,-93.469,221.298,32.848,321.852,239.777
Barani C,0609-4-01-598,17.312,17.427,-1.489,-0.081,4.97,-8.064,-12.48,122.017,-14.483,-26.334,215.417,37.468,314.623,228.107
Barani C,0609-4-01-600,17.657,17.857,-2.767,-0.16,4.955,-7.855,-37.237,130.018,-13.808,-71.418,229.805,49.434,315.849,242.231
Barani C,0609-4-01-602,17.936,18.041,-2.138,-0.222,5.342,2.558,-52.032,128.685,4.881,-97.192,226.013,39.359,310.3,236.251
Barani C,0609-4-01-604,18.492,18.474,-2.787,0.048,6.216,15.549,-72.92,132.149,27.673,-132.603,228.851,47.231,336.138,235.831
Barani C,0609-4-01-606,18.374,18.469,-2.367,-0.347,5.135,-2.658,-49.572,126.044,-5.0,-92.19,219.191,54.968,310.45,236.053
Barani C,0609-4-01-608,18.921,18.959,-2.779,-0.052,5.642,3.84,-62.457,128.975,6.584,-112.902,220.945,35.584,327.448,225.924
Barani C,0609-4-01-610,17.839,17.947,-2.681,0.09,5.433,6.732,-53.435,129.032,11.493,-97.595,221.474,34.574,330.674,226.605
Barani C,0609-4-01-612,18.719,19.139,-2.921,0.036,4.988,-4.415,-46.2,138.382,-7.87,-84.287,235.718,45.96,312.544,241.433
Barani C,0609-4-01-616,18.378,18.1,-1.005,-0.151,4.368,-34.677,-27.864,120.953,-61.598,-52.712,210.46,85.151,288.307,215.237
Barani C,0609-4-01-618,18.106,18.035,0.854,-0.897,4.109,-49.663,-36.452,105.548,-92.667,-71.146,189.624,121.695,261.303,227.797
Salto C,0609-1-01-5,16.809,16.499,-0.217,-0.046,4.562,23.064,183.597,-10.47,44.143,348.12,-20.238,57.153,371.926,41.386
Salto C,0609-1-01-14,16.838,16.599,-1.618,0.094,4.64,22.805,188.727,-8.126,43.949,358.762,-15.279,50.383,386.226,39.369
Fliffis C,0609-1-01-15,33.365,33.546,-14.452,2.162,-3.958,7.858,-200.251,-109.253,13.486,-365.323,-199.714,218.197,589.69,227.638
Salto C,0609-1-01-21,17.51,17.225,-0.837,0.119,4.538,23.535,183.824,-12.499,45.55,354.595,-24.08,56.181,390.177,43.361
Fliffis C,0609-1-01-22,33.328,33.303,-13.426,2.276,-3.763,17.909,-211.864,-99.389,32.744,-392.166,-184.009,212.239,588.003,213.269
Salto C,0609-1-01-41,17.582,17.307,-0.833,0.065,4.83,10.745,184.906,-2.491,21.299,357.008,-4.634,45.485,377.077,39.362
Fliffis C,0609-1-01-42,32.317,32.354,-11.47,1.166,-5.24,45.873,-169.394,-95.083,85.892,-318.929,-179.108,234.704,551.485,224.457
Salto C,0609-1-01-50,17.464,17.257,-0.97,-0.003,4.719,19.116,180.95,-7.0,37.306,351.81,-13.939,48.558,389.501,40.511
Salto C,0609-1-01-59,17.652,17.463,-1.632,-0.391,5.178,4.186,183.99,-11.788,8.514,355.667,-23.143,38.708,391.88,42.418
Fliffis C,0609-1-01-60,34.342,34.135,-14.087,1.746,-3.856,19.851,-185.745,-93.503,36.73,-346.264,-174.223,238.83,568.646,226.046
Salto C,0609-1-01-67,17.797,17.47,-0.935,-0.407,5.133,12.611,183.878,-10.864,24.727,356.493,-20.705,43.542,385.479,48.647
Salto C,0609-1-01-77,17.315,17.029,-0.717,-0.21,4.834,15.778,183.254,-10.483,30.978,353.769,-20.338,45.324,380.896,43.943
Fliffis C,0609-1-01-78,34.295,34.359,-14.263,1.995,-5.497,29.245,-193.507,-108.238,53.038,-355.848,-200.047,223.307,568.157,225.039
Salto C,0609-1-01-88,17.734,17.492,-1.79,-0.012,5.43,11.192,184.643,-2.151,21.429,354.512,-3.852,39.598,378.982,38.704
Fliffis C,0609-1-01-89,33.165,33.106,-13.728,1.671,-4.204,33.576,-202.537,-105.019,61.953,-375.429,-195.424,223.399,569.278,216.836
Bauchsprung,0609-1-01-96,11.715,11.123,4.953,-0.445,6.756,-2.236,-24.632,-3.614,-4.146,-45.652,-6.822,15.758,125.872,23.704
Von Bauch in Stand,0609-1-01-97,12.368,12.708,6.525,-0.29,6.241,4.52,26.288,1.728,8.051,45.989,2.767,23.614,85.698,32.349
Doppelsalto C,0609-1-01-98,30.64,30.395,-12.514,0.216,-4.705,17.999,383.261,-12.093,31.805,683.011,-21.554,41.175,686.185,48.881
Bauchsprung,0609-1-01-105,11.306,10.69,4.644,-0.533,6.879,-4.261,-24.552,-1.894,-8.402,-45.674,-3.378,18.746,107.723,34.432
Von Bauch in Stand,0609-1-01-106,13.024,13.487,6.501,-0.741,6.515,1.084,24.921,1.936,2.617,43.4,3.327,22.31,73.534,46.275
Doppelsalto C,0609-1-01-107,31.187,30.874,-13.026,0.22,-4.048,28.419,386.613,-2.726,50.165,689.027,-5.136,58.696,694.198,49.379
Bauchsprung,0609-1-01-114,11.85,11.33,4.674,-0.43,7.073,-2.548,-21.98,-2.376,-4.84,-39.874,-4.26,22.371,121.389,30.819
Von Bauch in Stand,0609-1-01-115,12.609,13.04,6.348,-0.608,6.63,1.492,22.656,4.108,2.62,38.289,7.16,30.54,68.234,36.16
Doppelsalto C,0609-1-01-116,31.931,31.644,-14.559,0.526,-4.047,29.275,394.963,-8.304,51.693,695.755,-14.651,58.702,706.734,51.891
Bauchsprung,0609-1-01-124,12.008,11.477,4.713,-0.365,7.245,-1.127,-20.978,-4.181,-2.688,-39.129,-8.403,26.426,123.406,40.76
Von Bauch in Stand,0609-1-01-125,12.957,13.446,6.778,0.053,6.278,1.98,17.735,3.423,3.835,29.99,6.569,24.809,74.927,47.185
Doppelsalto C,0609-1-01-126,31.386,31.035,-13.441,0.501,-3.507,20.069,391.894,-11.97,36.317,708.978,-21.447,49.128,714.611,62.291
Bauchsprung,0609-1-01-131,12.089,11.554,4.383,-0.334,7.184,0.951,-24.087,-3.454,1.635,-44.398,-6.697,16.98,133.013,34.649
Von Bauch in Stand,0609-1-01-132,12.675,13.007,6.246,-0.196,6.712,-0.294,23.208,1.624,-0.203,40.235,2.927,21.39,74.057,34.821
Doppelsalto C,0609-1-01-133,32.311,31.956,-14.827,-0.431,-3.94,10.406,393.559,-15.286,18.579,705.487,-27.575,42.691,710.673,63.251
Bauchsprung,0609-1-01-141,12.272,11.722,5.051,-0.19,7.035,-0.102,-22.947,-2.856,-0.632,-42.295,-5.639,34.356,127.158,41.779
Von Bauch in Stand,0609-1-01-142,13.071,13.565,6.724,-0.097,5.947,3.701,23.892,4.82,6.695,41.026,9.061,24.127,74.655,57.875
Doppelsalto C,0609-1-01-143,32.303,32.144,-14.626,0.665,-3.956,21.737,398.449,-8.141,38.427,701.202,-14.659,50.025,704.06,45.836
Bauchsprung,0609-1-01-151,11.581,10.835,4.959,-0.584,6.923,-0.05,-23.789,-1.166,-0.063,-43.85,-2.878,19.506,112.63,33.426
Von Bauch in Stand,0609-1-01-152,12.099,12.668,6.718,-0.353,5.771,-0.014,23.863,0.046,0.027,40.398,0.471,24.575,66.746,31.512
Doppelsalto C,0609-1-01-153,31.943,31.614,-14.726,0.182,-3.511,16.201,395.727,-15.113,28.787,703.997,-26.594,50.163,708.908,55.247
Bauchsprung,0609-1-01-159,11.367,10.72,4.589,-0.406,7.149,-3.582,-20.01,-4.634,-6.819,-36.702,-9.679,17.31,119.57,37.174
Von Bauch in Stand,0609-1-01-160,12.577,13.032,6.558,-0.049,6.58,4.594,20.052,5.82,8.144,34.265,11.074,22.911,64.523,30.474
Doppelsalto C,0609-1-01-161,31.753,31.363,-14.012,0.831,-2.657,37.144,385.644,-5.774,66.958,695.126,-10.232,68.182,696.051,51.592
Bauchsprung,0609-1-01-166,11.861,11.289,4.437,-0.505,7.489,0.634,-21.078,-3.386,1.302,-39.003,-7.196,19.22,120.725,47.372
Von Bauch in Stand,0609-1-01-167,12.652,13.169,6.577,-0.301,6.554,4.26,21.49,4.273,7.437,37.292,8.631,24.997,66.109,33.847
Doppelsalto C,0609-1-01-168,31.348,31.054,-14.588,1.245,-2.402,27.687,388.821,0.385,50.041,700.804,0.281,61.596,706.559,50.801
Bauchsprung,0609-1-01-176,11.918,11.275,4.537,-0.208,7.325,0.429,-20.69,-6.203,0.451,-38.05,-11.658,26.67,117.286,38.685
Von Bauch in Stand,0609-1-01-177,12.854,13.255,6.572,0.021,6.561,3.987,21.294,6.303,7.128,36.617,11.391,28.629,77.024,35.667
Doppelsalto C,0609-1-01-178,33.971,33.492,-15.591,-0.183,-4.071,18.343,399.105,-12.606,32.709,710.184,-23.224,55.374,714.565,66.127
Bauchsprung,0609-1-01-183,11.61,10.993,4.905,-0.466,6.869,-3.791,-22.847,-5.533,-7.48,-43.177,-11.673,27.489,119.393,46.87
Von Bauch in Stand,0609-1-01-184,12.28,12.683,6.614,-0.158,6.273,1.35,22.735,4.502,2.525,40.281,9.138,24.897,77.612,40.618
Doppelsalto C,0609-1-01-185,31.787,31.481,-14.49,0.949,-3.284,32.419,390.08,-7.331,58.59,703.968,-13.489,63.873,707.668,53.414
Bauchsprung,0609-1-01-191,12.392,11.901,4.748,-0.496,7.305,-1.458,-20.626,-3.89,-2.949,-38.716,-6.86,23.672,141.856,47.035
Von Bauch in Stand,0609-1-01-192,12.309,12.607,6.096,-0.263,6.827,3.818,22.806,-0.059,7.026,40.215,-0.904,25.785,86.708,35.861
Doppelsalto C,0609-1-01-193,31.481,31.171,-14.924,-0.326,-2.966,-1.869,391.266,-9.927,-3.404,704.035,-17.529,50.157,706.919,57.756
Bauchsprung,0609-1-01-200,12.05,11.492,4.759,-0.118,6.802,-2.429,-24.451,-5.801,-4.665,-45.069,-10.757,21.205,127.355,35.523
Von Bauch in Stand,0609-1-01-201,13.299,13.719,6.401,0.105,6.254,4.896,26.323,7.218,8.66,45.621,12.816,30.889,81.126,43.466
Doppelsalto B,0609-1-01-202,30.458,30.212,-13.182,0.487,-2.134,24.98,391.646,-10.806,44.199,691.169,-19.252,65.961,712.625,62.312
Bauchsprung,0609-1-01-207,12.089,11.474,4.764,-0.246,7.569,-3.183,-19.589,-3.962,-6.417,-37.126,-7.268,20.526,115.966,36.537
Von Bauch in Stand,0609-1-01-208,12.343,12.947,6.57,-0.17,6.239,1.774,17.248,1.013,3.461,29.851,1.173,25.991,61.941,37.297
Doppelsalto B,0609-1-01-209,28.864,28.568,-13.358,-0.424,0.574,0.901,394.485,-1.812,1.802,709.492,-2.879,54.298,744.003,76.7
Bauchsprung,0609-1-01-215,12.137,11.467,4.572,-0.342,7.776,-2.078,-17.9,-3.605,-3.849,-33.53,-7.041,22.896,111.457,36.237
Von Bauch in Stand,0609-1-01-216,12.324,12.826,6.222,0.045,6.576,3.325,19.382,2.39,5.992,34.02,4.499,17.678,74.3,31.713
Doppelsalto B,0609-1-01-217,30.154,30.029,-13.507,0.45,-2.138,19.933,392.539,-6.364,35.535,702.736,-11.545,58.92,720.571,61.577
Bauchsprung,0609-1-01-225,11.708,11.034,4.669,-0.262,7.006,-2.359,-22.332,-2.917,-4.606,-42.042,-5.326,19.193,126.13,36.84
Von Bauch in Stand,0609-1-01-226,13.494,14.167,5.829,-0.232,6.427,3.755,24.133,1.9,7.211,42.23,3.195,27.785,113.717,44.628
Doppelsalto B,0609-1-01-227,29.665,29.442,-13.217,0.101,-1.842,9.07,390.828,-12.233,15.883,693.228,-21.564,61.168,725.997,71.575
Bauchsprung,0609-1-01-236,11.911,11.197,5.047,-0.429,7.164,-1.711,-20.779,-3.839,-3.405,-38.625,-7.634,19.219,125.635,31.304
Von Bauch in Stand,0609-1-01-237,13.056,13.644,6.359,0.017,6.24,2.095,24.334,2.87,3.774,42.137,5.308,18.865,120.478,33.671
Doppelsalto B,0609-1-01-238,30.187,30.017,-14.091,1.093,-0.842,32.876,398.867,1.876,57.388,696.535,3.252,73.383,720.544,60.693
Bauchsprung,0609-1-01-244,12.319,11.701,4.367,-0.04,7.736,-2.382,-18.593,-4.0,-4.332,-34.672,-8.677,28.857,136.465,35.18
Von Bauch in Stand,0609-1-01-245,12.654,13.138,6.312,0.142,6.555,0.949,20.874,4.66,1.603,36.056,9.203,18.852,72.621,35.786
Doppelsalto B,0609-1-01-246,29.713,29.508,-12.781,0.065,-2.93,17.856,392.074,-10.992,31.566,696.425,-19.286,53.189,723.935,66.397
Bauchsprung,0609-1-01-254,12.495,11.879,4.95,-0.037,7.631,-0.766,-19.143,-6.594,-1.679,-36.572,-12.741,29.958,108.518,50.157
Von Bauch in Stand,0609-1-01-255,12.812,13.246,6.322,0.409,6.485,1.394,20.807,5.441,2.603,36.898,10.17,23.12,81.758,33.361
Doppelsalto B,0609-1-01-256,28.922,28.628,-11.927,0.079,-1.338,6.855,378.728,-8.234,12.618,697.512,-15.186,41.659,724.444,57.628
Bauchsprung,0609-1-01-261,12.328,11.72,4.694,-0.094,7.505,-4.172,-21.797,-5.431,-8.512,-41.907,-10.433,27.093,127.489,36.564
Von Bauch in Stand,0609-1-01-262,12.28,12.789,6.545,0.347,6.147,5.335,21.446,4.301,10.028,37.995,7.436,24.934,68.638,50.28
Doppelsalto B,0609-1-01-263,29.647,29.391,-13.609,0.28,-0.211,11.15,391.692,-4.289,19.995,712.071,-7.774,63.229,738.926,75.839
Bauchsprung,0609-1-01-271,12.033,11.442,4.588,-0.335,7.065,-5.608,-23.49,-4.918,-10.617,-44.896,-10.26,22.358,131.112,29.762
Von Bauch in Stand,0609-1-01-272,13.287,13.83,6.187,-0.042,6.525,4.999,21.989,2.132,9.128,38.904,4.591,36.593,119.957,61.849
Doppelsalto B,0609-1-01-273,30.98,30.694,-13.913,-0.174,-1.87,13.339,397.044,-14.294,23.211,696.168,-25.088,69.148,715.957,61.692
Bauchsprung,0609-1-01-281,11.589,11.038,5.013,-0.377,6.846,-2.354,-21.911,-5.778,-5.06,-41.499,-10.648,19.543,113.955,35.017
Von Bauch in Stand,0609-1-01-282,12.951,13.367,6.405,0.202,6.518,2.003,22.919,1.462,3.87,40.039,2.17,30.602,78.784,52.8
Doppelsalto B,0609-1-01-283,31.24,30.889,-14.286,-1.069,-1.792,-4.943,397.723,-14.895,-8.406,704.185,-25.931,77.897,730.968,81.794
Bauchsprung,0609-1-01-290,11.634,11.056,4.767,-0.313,7.287,-2.54,-19.438,-3.553,-5.355,-37.701,-7.12,16.18,114.569,31.32
Von Bauch in Stand,0609-1-01-291,12.538,13.049,6.164,-0.243,6.765,2.542,20.864,3.876,4.967,37.7,7.488,25.983,99.745,34.661
Doppelsalto B,0609-1-01-292,30.459,30.196,-13.652,-0.087,-0.793,12.21,392.54,-10.354,22.14,702.685,-18.865,44.236,723.79,55.515
Salto C,0609-1-01-294,16.286,16.457,-0.705,0.222,2.593,16.115,230.827,-7.727,24.573,352.311,-11.999,26.22,352.311,24.34
Bauchsprung,0609-1-01-303,12.298,11.85,4.472,-0.16,7.295,-2.596,-19.861,-4.031,-5.371,-37.264,-8.318,31.345,126.932,39.42
Von Bauch in Stand,0609-1-01-304,12.615,13.106,6.041,0.037,6.994,1.275,23.302,2.543,2.799,41.022,5.3,18.249,94.126,33.534
Doppelsalto B,0609-1-01-305,30.696,30.491,-13.638,0.022,-3.412,21.061,396.34,-12.227,36.6,691.813,-21.26,70.962,713.225,60.72
Salto C,0609-1-01-310,16.991,17.004,-1.829,0.176,3.862,17.712,197.47,-2.5,32.778,366.257,-4.418,42.664,382.144,38.246
Doppelsalto B,0609-1-01-311,29.356,29.557,-14.113,-0.165,0.366,14.641,390.349,-9.511,26.1,693.559,-16.854,66.842,731.097,64.13
Salto C,0609-1-01-317,16.74,16.588,-1.512,0.1,4.189,20.808,195.318,-5.12,39.037,365.839,-9.464,44.158,388.784,38.329
Doppelsalto B,0609-1-01-318,30.83,30.751,-13.698,-0.177,-0.532,7.057,379.716,-10.983,12.923,704.953,-20.455,77.341,729.755,87.063
Salto C,0609-1-01-326,17.554,17.364,-2.044,-0.211,4.646,10.426,197.739,-7.852,19.127,366.427,-14.572,38.486,382.39,38.155
Doppelsalto B,0609-1-01-327,28.814,28.607,-11.959,-0.436,-0.525,1.969,368.67,-9.014,3.338,689.874,-16.746,68.023,723.249,68.513
Salto C,0609-1-01-334,17.179,17.09,-1.679,-0.255,4.157,13.956,195.318,-8.052,26.053,365.292,-14.79,35.916,377.1,33.979
Doppelsalto B,0609-1-01-335,30.107,29.86,-14.154,-0.104,0.132,8.546,380.139,-1.217,15.527,706.297,-2.464,79.269,738.781,78.12
Salto C,0609-1-01-343,17.935,17.662,-1.514,-0.388,4.536,4.444,194.177,-8.278,8.253,363.853,-15.365,28.13,397.678,35.023
Doppelsalto B,0609-1-01-344,29.595,29.42,-12.464,-0.142,-0.644,12.002,376.239,-5.076,22.304,706.865,-9.932,61.579,730.352,61.124
Salto C,0609-1-01-354,17.17,17.052,-1.477,0.05,4.189,7.131,197.107,-5.721,13.11,362.972,-10.564,27.404,374.235,33.883
Doppelsalto B,0609-1-01-355,30.684,30.42,-14.137,-0.181,-0.662,2.893,384.92,-4.427,5.396,708.344,-8.264,46.261,738.2,45.565
Salto C,0609-1-01-363,17.006,16.991,-1.51,-0.308,4.138,11.185,191.857,-8.89,21.071,359.34,-16.799,43.75,377.413,36.756
Doppelsalto B,0609-1-01-364,30.478,30.093,-13.436,-0.287,-0.279,10.928,381.349,-13.658,20.105,713.957,-25.612,59.508,741.127,61.054
Salto C,0609-1-01-369,17.598,17.333,-1.595,-0.063,4.884,8.52,193.423,-10.279,16.284,364.463,-19.218,35.427,391.342,38.501
Doppelsalto B,0609-1-01-370,28.551,28.303,-12.676,0.069,-0.158,12.842,374.79,-8.637,24.147,707.888,-17.21,64.349,736.308,58.253
Salto C,0609-1-01-374,17.168,16.947,-1.249,-0.154,4.694,6.53,193.275,-11.147,12.387,363.151,-21.178,34.092,388.148,45.01
Doppelsalto B,0609-1-01-375,29.297,29.24,-14.075,0.155,-0.569,23.199,382.655,-8.263,43.699,712.121,-15.521,68.747,756.284,59.334
Salto C,0609-1-01-379,17.202,17.027,-1.833,-0.041,4.334,17.356,194.74,-12.953,32.701,362.754,-24.379,46.463,390.019,39.05
Doppelsalto B,0609-1-01-380,30.181,29.936,-13.339,-0.373,-1.035,19.952,377.382,-20.532,36.637,696.108,-38.299,78.456,726.358,69.036
Salto C,0609-1-01-389,17.258,17.044,-1.36,-0.249,4.787,11.507,189.784,-8.206,22.115,363.436,-15.701,38.292,387.271,43.577
Doppelsalto B,0609-1-01-390,29.558,29.34,-12.835,-0.294,0.112,9.179,371.893,-6.853,17.159,706.989,-13.016,60.81,735.478,62.114
Salto C,0609-1-01-394,17.661,17.416,-1.647,-0.16,4.906,11.855,192.256,-11.442,22.454,360.919,-21.724,40.801,390.256,53.26
Doppelsalto B,0609-1-01-395,28.824,28.438,-12.265,-0.631,1.152,-3.001,372.963,-10.053,-5.94,708.235,-19.092,68.812,727.027,63.643
Salto C,0609-1-01-402,17.008,16.764,-1.077,-0.017,4.384,16.426,193.412,-14.324,30.891,362.77,-26.616,42.333,377.887,41.431
Doppelsalto B,0609-1-01-403,27.747,27.645,-12.126,-0.611,0.378,0.19,370.091,-12.758,0.642,699.53,-24.287,70.903,731.345,68.212
Salto C,0609-1-01-407,17.328,17.202,-1.975,0.129,5.2,15.8,191.925,-10.661,29.678,362.256,-19.857,42.148,380.534,44.766
Doppelsalto B,0609-1-01-408,28.013,27.928,-11.254,-0.502,-1.149,-2.613,368.72,-17.827,-4.887,693.284,-33.359,51.932,723.419,53.998
Salto C,0609-1-01-416,16.85,16.731,-1.814,-0.067,4.638,21.634,192.396,-9.308,40.584,357.682,-17.994,48.129,384.368,40.181
Doppelsalto B,0609-1-01-417,30.586,30.384,-14.63,-0.352,-0.085,14.704,386.588,-12.567,26.9,717.353,-22.937,71.159,750.298,66.291
Salto C,0609-1-01-422,17.105,16.925,-1.103,-0.285,4.092,16.977,193.075,-19.189,32.074,360.429,-35.9,53.553,383.964,51.789
Doppelsalto B,0609-1-01-423,29.95,29.569,-13.129,-0.448,0.824,3.324,377.261,-11.178,6.271,705.922,-20.698,59.967,733.628,72.177
Salto C,0609-1-01-427,16.772,16.501,-0.694,0.282,4.591,15.837,192.374,-5.281,30.052,363.092,-9.513,42.904,386.272,42.493
Doppelsalto B,0609-1-01-428,29.13,28.862,-11.865,-0.29,-1.256,11.88,374.982,-14.378,22.151,707.737,-27.477,67.038,734.811,54.331
Salto C,0609-1-01-432,16.772,16.653,-1.691,-0.359,4.94,4.383,192.303,-11.353,8.49,361.64,-21.803,23.462,391.272,46.073
Doppelsalto B,0609-1-01-433,28.683,28.408,-11.689,-0.351,-1.55,5.896,373.623,-2.869,11.045,699.112,-4.911,47.307,733.985,54.828
Salto C,0609-1-01-440,17.449,17.283,-1.364,0.131,4.87,15.142,191.336,-6.254,28.342,362.467,-11.64,38.226,387.052,34.427
Doppelsalto B,0609-1-01-441,29.553,29.305,-12.66,-0.462,0.175,10.379,372.212,-18.238,19.8,710.288,-35.235,59.191,734.351,73.162
Salto C,0609-1-01-444,17.015,16.825,-1.032,0.069,4.508,10.741,189.911,-8.808,20.263,359.704,-16.378,35.899,380.441,37.568
Doppelsalto B,0609-1-01-445,28.901,28.731,-11.881,-0.239,0.185,7.143,371.302,-12.587,13.374,699.213,-23.737,55.611,724.525,63.846
Salto C,0609-1-01-449,17.384,17.261,-1.41,-0.059,4.592,10.727,190.389,-10.682,20.427,361.442,-20.281,35.308,387.064,41.322
Doppelsalto B,0609-1-01-450,29.389,29.134,-13.009,-0.342,0.955,9.72,375.007,-8.862,18.416,712.69,-17.246,60.749,750.841,61.113
Salto C,0609-1-01-455,17.603,17.44,-1.848,-0.06,4.808,10.797,193.044,-13.485,20.24,361.261,-25.306,33.446,378.66,46.298
Doppelsalto B,0609-1-01-456,28.112,28.019,-11.779,-0.489,-0.613,1.612,370.706,-13.836,3.213,697.227,-26.103,59.36,725.996,65.054
Salto C,0609-1-01-463,17.176,17.118,-1.752,-0.23,4.422,11.56,190.319,-11.546,21.911,359.941,-22.101,34.251,389.402,36.459
Doppelsalto B,0609-1-01-464,28.637,28.351,-11.725,-0.373,-0.493,3.039,371.405,-14.663,5.158,702.831,-28.053,66.956,726.82,62.222
Salto C,0609-1-01-468,17.332,17.047,-0.964,-0.496,4.667,6.337,191.663,-14.205,12.198,365.083,-26.785,52.823,387.12,43.437
Doppelsalto B,0609-1-01-469,29.72,29.448,-11.618,-0.003,-1.919,18.168,372.476,-10.835,34.27,704.723,-20.913,65.4,735.351,75.931
Salto C,0609-1-01-473,17.044,16.833,-0.778,0.075,4.521,17.157,190.665,-8.999,32.696,363.492,-17.235,47.592,382.26,42.73
Doppelsalto B,0609-1-01-474,28.534,28.37,-11.889,-0.961,-0.408,-3.1,369.414,-19.618,-5.852,704.451,-37.638,72.29,736.51,72.997
Salto C,0609-1-01-478,16.986,16.854,-1.015,0.381,4.104,15.647,190.059,-6.53,29.488,358.087,-12.563,41.173,386.873,46.99
Doppelsalto B,0609-1-01-479,28.463,28.615,-12.974,-0.312,0.575,0.176,377.88,-9.867,0.004,704.782,-18.826,59.71,735.111,61.357
Salto C,0609-1-01-484,16.979,16.792,-1.28,-0.046,4.558,14.641,192.367,-10.73,27.889,363.133,-20.325,46.388,384.42,43.623
Doppelsalto B,0609-1-01-485,29.744,29.571,-13.253,0.123,-0.424,14.73,376.102,-5.939,27.595,709.168,-11.257,68.7,737.821,69.272
Salto C,0609-1-01-489,17.039,16.898,-1.127,0.039,4.574,19.155,187.226,-6.692,36.618,360.11,-12.529,44.458,385.165,32.95
Doppelsalto B,0609-1-01-490,28.007,27.823,-10.486,-0.594,-0.816,-2.272,361.418,-11.023,-4.608,700.176,-21.568,45.396,728.97,48.196
Salto C,0609-1-01-494,17.38,17.21,-0.95,0.02,4.712,18.363,185.383,-3.645,35.469,360.493,-6.905,45.486,384.954,38.526
Doppelsalto B,0609-1-01-495,27.198,27.125,-10.553,-0.539,-0.153,4.462,358.606,-7.437,8.934,700.161,-14.743,79.528,730.212,66.633
Salto C,0609-1-01-504,16.892,16.763,-0.504,-0.2,4.258,13.697,187.625,-10.62,25.93,358.358,-20.087,41.102,383.333,46.361
Doppelsalto B,0609-1-01-505,28.251,28.171,-10.621,-0.578,-2.101,-3.052,369.538,-13.116,-5.762,697.16,-25.041,59.806,725.297,63.875
Salto C,0609-1-01-515,17.71,17.466,-1.341,-0.079,4.902,13.678,188.663,-8.728,26.028,359.13,-16.64,41.893,385.624,46.902
Doppelsalto B,0609-1-01-516,28.653,28.305,-11.277,-0.636,-0.949,10.873,365.729,-14.181,20.76,703.267,-27.682,75.437,741.082,78.419
Salto C,0609-1-01-521,17.017,16.772,-0.658,0.015,4.741,20.565,187.637,-9.128,39.939,364.702,-17.85,50.543,381.811,44.62
Doppelsalto B,0609-1-01-522,28.195,28.091,-11.882,-0.058,0.073,7.88,368.555,-10.904,14.74,696.913,-19.678,64.031,730.386,65.11
Salto C,0609-1-01-526,17.101,16.941,-1.13,-0.17,4.755,10.72,189.368,-9.865,20.604,363.428,-18.807,37.028,378.412,44.472
Doppelsalto B,0609-1-01-527,30.006,29.884,-12.623,-0.105,-2.642,20.92,376.98,-14.261,38.343,700.887,-26.67,79.766,727.279,71.949
Salto C,0609-1-01-532,17.0,16.742,-1.051,0.035,4.631,10.142,190.82,-11.752,19.475,362.425,-23.01,40.55,391.567,41.18
Doppelsalto B,0609-1-01-533,27.75,27.72,-10.329,0.37,-1.73,14.938,365.175,-7.455,28.201,693.832,-13.693,60.299,719.086,60.1
Salto C,0609-1-01-541,16.952,16.718,-1.325,0.006,4.886,17.112,190.085,-7.317,32.548,363.139,-14.041,42.979,379.566,40.378
Doppelsalto B,0609-1-01-542,29.444,29.173,-13.036,-0.963,0.228,3.264,373.294,-20.981,6.237,708.416,-40.012,81.746,739.619,66.509
Salto C,0609-1-01-545,17.078,16.868,-1.164,0.147,5.048,10.803,188.559,-5.829,20.984,366.503,-11.132,33.05,379.581,37.475
Doppelsalto B,0609-1-01-546,28.19,27.969,-11.808,-1.442,0.853,-20.468,366.9,-3.842,-39.678,705.833,-7.622,82.636,728.524,60.021
Salto C,0609-1-01-549,16.532,16.339,-0.432,0.026,4.686,13.067,188.466,-15.272,25.094,361.579,-29.65,35.41,379.098,39.924
