SprungID,Sprungtyp,avg_Acc_N_Fil,std_Acc_N_Fil,avg_Gyro_x_R,std_Gyro_x_R,avg_Gyro_y_R,std_Gyro_y_R,avg_Gyro_z_R,std_Gyro_z_R,avg_Gyro_x_Fil,std_Gyro_x_Fil,avg_Gyro_y_Fil,std_Gyro_y_Fil,avg_Gyro_z_Fil,std_Gyro_z_Fil,avg_DJump_SIG_I_x LapEnd,avg_DJump_SIG_I_y LapEnd,avg_DJump_SIG_I_z LapEnd,avg_DJump_I_ABS_x LapEnd,avg_DJump_I_ABS_y LapEnd,avg_DJump_I_ABS_z LapEnd,avg_DJump_ABS_I_x LapEnd,avg_DJump_ABS_I_y LapEnd,avg_DJump_ABS_I_z LapEnd,avg_DJump_SIG_I_S1_x LapEnd,avg_DJump_SIG_I_S1_y LapEnd,avg_DJump_SIG_I_S1_z LapEnd,avg_DJump_SIG_I_S2_x LapEnd,avg_DJump_SIG_I_S2_y LapEnd,avg_DJump_SIG_I_S2_z LapEnd,avg_DJump_SIG_I_S3_x LapEnd,avg_DJump_SIG_I_S3_y LapEnd,avg_DJump_SIG_I_S3_z LapEnd,avg_DJump_SIG_I_S4_x LapEnd,avg_DJump_SIG_I_S4_y LapEnd,avg_DJump_SIG_I_S4_z LapEnd,avg_DJump_I_ABS_S1_x LapEnd,avg_DJump_I_ABS_S1_y LapEnd,avg_DJump_I_ABS_S1_z LapEnd,avg_DJump_I_ABS_S2_x LapEnd,avg_DJump_I_ABS_S2_y LapEnd,avg_DJump_I_ABS_S2_z LapEnd,avg_DJump_I_ABS_S3_x LapEnd,avg_DJump_I_ABS_S3_y LapEnd,avg_DJump_I_ABS_S3_z LapEnd,avg_DJump_I_ABS_S4_x LapEnd,avg_DJump_I_ABS_S4_y LapEnd,avg_DJump_I_ABS_S4_z LapEnd,avg_DJump_ABS_I_S1_x LapEnd,avg_DJump_ABS_I_S1_y LapEnd,avg_DJump_ABS_I_S1_z LapEnd,avg_DJump_ABS_I_S2_x LapEnd,avg_DJump_ABS_I_S2_y LapEnd,avg_DJump_ABS_I_S2_z LapEnd,avg_DJump_ABS_I_S3_x LapEnd,avg_DJump_ABS_I_S3_y LapEnd,avg_DJump_ABS_I_S3_z LapEnd,avg_DJump_ABS_I_S4_x LapEnd,avg_DJump_ABS_I_S4_y LapEnd,avg_DJump_ABS_I_S4_z LapEnd
20191003-1152-FRANKFURT_1-01-103,Salto A,15.27,19.45,-9.787,16.903,216.411,101.015,0.769,24.825,-9.715,12.252,216.508,96.126,0.961,16.342,-15.155,354.988,-3.731,15.155,354.988,3.731,22.863,354.988,30.181,-0.454,60.435,2.63,-2.205,120.884,1.41,-2.239,73.111,-4.417,-10.256,100.558,-3.354,0.454,60.435,2.63,2.205,120.884,1.41,2.239,73.111,-3.662,10.256,100.558,3.354,5.335,60.435,9.588,3.547,120.884,3.162,2.886,73.111,4.868,11.095,100.558,12.563
20191003-1152-FRANKFURT_1-01-104,Schraubensalto A,17.614,19.926,-26.834,115.428,120.13,141.003,-209.845,179.819,-26.804,112.092,119.592,137.333,-209.449,177.547,-44.157,202.531,-356.894,44.157,202.531,356.894,162.482,282.147,368.089,-42.003,83.619,-61.145,-36.402,-36.248,-180.654,38.707,59.772,-109.519,-4.46,95.388,-5.575,42.003,83.619,61.145,36.402,-36.248,180.654,-38.707,59.772,109.519,4.46,95.388,5.575,42.003,83.619,61.148,66.142,40.92,180.654,38.707,62.21,109.519,15.629,95.399,16.769
20191003-1152-FRANKFURT_1-01-105,Barani C,16.935,19.883,69.085,66.201,-24.2,210.593,-110.086,77.617,69.003,63.487,-23.822,207.501,-110.581,72.644,112.872,-38.331,-183.446,112.872,38.331,183.446,126.58,279.915,194.002,16.413,-117.646,-26.976,44.48,-35.455,-64.861,47.746,27.0,-73.118,4.233,87.769,-18.49,16.413,117.646,26.976,44.48,35.455,64.861,47.746,-27.0,73.118,4.233,-87.769,18.49,25.048,117.646,35.801,44.48,47.5,64.861,47.746,27.0,73.118,9.306,87.769,20.221
20191003-1152-FRANKFURT_1-01-106,Salto C,17.114,20.008,-7.672,19.374,199.17,195.137,-4.862,24.965,-7.711,15.72,198.806,189.752,-4.632,12.972,-11.772,329.878,-13.108,11.772,329.878,13.108,23.227,355.845,30.813,1.773,17.112,-6.799,-9.916,195.748,-0.178,-2.052,64.807,-3.622,-1.577,52.211,-2.509,1.773,17.112,6.799,6.37,195.748,0.178,2.052,64.807,3.622,1.577,52.211,2.509,7.667,43.079,14.742,10.173,195.748,7.306,2.552,64.807,4.188,2.835,52.211,4.577
20191003-1152-FRANKFURT_1-01-107,Strecksprung,10.741,21.838,2.866,18.694,1.549,44.478,8.854,28.1,2.864,16.744,2.11,41.301,8.657,21.584,5.518,3.718,9.64,5.518,3.718,9.64,22.844,58.088,35.499,1.201,6.925,2.899,2.256,-9.284,3.664,-3.426,18.657,0.384,5.487,-12.579,2.693,1.201,6.925,2.899,2.256,-4.566,3.664,-3.426,13.939,0.384,5.487,-12.579,2.693,4.93,10.998,5.634,3.11,11.845,6.902,5.374,18.657,9.822,9.431,16.59,13.142
20191003-1152-FRANKFURT_1-01-114,Strecksprung,11.055,23.071,-3.586,13.716,-1.087,65.487,2.296,18.956,-3.536,11.493,-1.087,63.396,2.208,16.916,-5.24,0.315,-1.048,5.24,0.315,1.048,18.241,104.729,27.807,-4.442,33.319,1.316,0.77,-6.264,3.013,1.618,-29.387,1.839,-3.186,2.647,-7.215,4.442,33.319,1.316,-0.77,-6.264,3.013,-1.618,-24.724,1.839,3.186,-2.016,-5.12,7.406,33.319,9.913,2.235,14.831,6.535,2.874,29.387,3.842,5.726,27.191,7.517
20191003-1152-FRANKFURT_1-01-118,Fliffis C,35.773,21.153,67.36,84.652,-248.823,398.792,-114.546,116.499,67.387,80.721,-249.347,393.811,-114.428,112.913,111.108,-404.38,-191.818,111.108,404.38,191.818,123.82,633.082,203.059,2.457,-232.152,1.452,44.924,-262.591,-32.809,55.203,-0.711,-113.352,8.523,91.074,-47.109,2.457,232.152,1.452,44.924,262.591,29.905,55.203,0.711,113.352,8.523,-91.074,47.109,4.935,232.152,7.155,45.163,262.591,35.435,55.203,47.265,113.352,18.518,91.074,47.117
20191003-1152-FRANKFURT_1-01-121,Strecksprung,10.886,21.829,-0.115,15.451,0.571,65.637,1.825,15.984,-0.147,12.91,0.535,62.75,1.599,12.801,0.891,3.033,-1.795,0.891,3.033,1.795,17.99,87.85,22.012,-1.425,23.221,-1.179,2.041,-2.639,0.835,0.707,-24.356,1.86,-0.433,6.807,-3.312,1.425,23.221,1.179,-0.809,-2.639,-0.835,0.707,-16.809,1.173,-0.433,-0.74,0.278,5.371,28.206,7.035,3.267,6.834,4.783,1.95,24.356,3.596,7.402,28.454,6.599
20191003-1152-FRANKFURT_1-01-123,Strecksprung,10.778,22.458,1.855,20.009,0.533,55.064,4.112,23.334,1.813,17.908,0.502,53.086,3.936,21.432,4.387,3.122,2.156,4.387,3.122,2.156,27.901,75.599,33.914,-2.685,18.279,-1.543,6.766,-11.348,-9.726,3.494,-15.454,10.372,-3.187,11.645,3.054,2.685,18.279,1.543,1.396,-11.348,9.726,3.494,1.593,-10.372,-3.187,-5.401,1.259,5.417,21.189,5.846,6.766,11.348,10.195,6.255,15.799,10.869,9.463,27.263,7.004
20191003-1152-FRANKFURT_1-01-129,Fliffis C,36.231,21.716,75.175,91.248,-225.582,397.068,-102.88,109.37,75.049,87.226,-225.688,392.8,-103.313,104.935,127.22,-376.299,-177.672,127.22,376.299,177.672,138.5,624.873,198.749,-1.736,-225.833,5.909,53.03,-259.885,-36.078,60.608,3.458,-106.576,15.318,105.961,-40.926,1.736,225.833,5.909,49.558,259.885,24.26,60.608,-3.458,106.576,15.318,-105.961,40.926,4.39,225.833,11.18,54.303,259.885,37.915,60.608,33.194,106.576,19.199,105.961,43.077
20191003-1152-FRANKFURT_1-01-132,Strecksprung,10.923,21.254,-0.37,18.878,-1.56,69.31,4.404,16.244,-0.415,16.604,-1.562,66.763,4.379,11.305,2.416,-1.202,3.154,2.416,1.202,3.154,24.596,93.074,22.412,0.204,20.5,1.397,1.089,-14.311,-0.685,6.066,-23.28,0.026,-4.943,15.889,2.416,0.204,20.5,1.397,1.089,-14.311,-0.685,6.066,10.901,0.026,-4.943,-15.889,2.416,6.4,27.997,8.124,3.412,14.311,5.682,6.066,23.28,3.502,8.718,27.487,5.105
20191003-1152-FRANKFURT_1-01-138,Strecksprung,10.526,23.018,-2.314,13.953,1.247,65.019,4.06,13.437,-2.208,12.481,1.303,62.599,4.131,9.332,-1.042,4.081,2.822,1.042,4.081,2.822,18.038,100.84,17.181,-2.956,31.837,1.58,2.762,3.136,1.108,0.647,-24.923,1.048,-1.495,-5.969,-0.914,2.956,31.837,1.58,-2.762,3.136,1.108,0.259,-24.923,1.048,0.589,-5.969,-0.914,9.34,31.837,6.408,2.766,9.767,3.01,1.782,24.923,1.471,4.149,34.313,6.293
20191003-1152-FRANKFURT_1-01-146,Fliffis C,35.65,22.17,83.297,99.942,-242.652,391.406,-104.552,102.536,83.479,95.495,-242.489,386.958,-104.997,96.659,141.933,-403.068,-178.655,141.933,403.068,178.655,157.807,620.817,198.62,-1.586,-222.654,1.101,61.458,-269.274,-31.952,64.874,0.596,-97.344,17.187,88.264,-50.46,1.586,222.654,1.101,58.286,269.274,29.751,64.874,-0.596,97.344,17.187,-88.264,50.46,6.824,222.654,13.076,61.458,269.274,35.033,64.874,40.625,97.344,24.651,88.264,53.166
20191003-1152-FRANKFURT_1-01-159,Salto C,17.303,20.914,-6.588,14.472,198.02,186.28,2.413,26.385,-6.742,9.973,197.196,180.721,2.659,17.637,-8.324,344.937,-0.235,8.324,344.937,0.235,19.108,367.504,32.038,1.445,13.39,7.012,-3.488,201.815,-4.075,-2.658,51.522,-4.445,-3.623,78.21,1.274,1.445,13.39,7.012,0.598,201.815,-4.075,2.658,51.522,-1.428,3.623,78.21,-1.274,3.878,35.958,7.194,6.305,201.815,11.011,3.061,51.522,4.778,5.865,78.21,9.055
20191003-1152-FRANKFURT_1-01-160,Fliffis C,36.126,22.16,89.487,97.096,-228.443,400.479,-107.093,98.722,89.788,91.527,-228.406,395.747,-107.701,91.898,150.918,-376.056,-181.37,150.918,376.056,181.37,172.151,614.616,194.135,5.634,-219.603,-9.553,65.213,-261.003,-25.576,66.902,5.975,-98.207,13.168,98.575,-48.033,5.634,219.603,9.553,65.213,261.003,25.576,66.902,-5.975,98.207,13.168,-98.575,48.033,14.434,219.641,14.694,65.213,261.003,28.344,68.115,35.398,98.207,24.389,98.575,52.889
20191007-1150-FRANKFURT_2-01-36,Strecksprung,9.635,18.466,1.949,17.866,1.149,65.815,-2.11,21.179,1.941,15.619,1.061,61.406,-1.948,16.921,2.841,0.004,-8.003,2.841,0.004,8.003,20.255,83.075,27.379,-4.861,29.324,-6.28,-0.299,-15.03,-6.231,0.938,-17.57,0.066,7.063,3.28,4.442,4.861,29.324,6.28,0.299,-15.03,6.231,-0.938,-11.018,-0.066,-1.38,-3.272,-4.442,6.876,34.073,8.327,2.895,15.03,6.231,2.276,17.57,3.201,8.208,16.402,9.62
20191007-1150-FRANKFURT_2-01-37,Strecksprung,10.664,20.829,1.732,15.51,0.676,72.179,0.057,22.374,1.686,12.647,0.71,69.499,0.07,16.209,2.611,-0.898,-4.824,2.611,0.898,4.824,18.602,107.711,26.92,-1.552,38.373,1.955,-0.749,-4.303,-5.173,0.236,-27.084,0.716,4.676,-7.883,-2.323,1.552,38.373,1.955,0.749,-4.303,1.262,-0.236,-27.084,-0.716,0.546,-6.088,2.323,8.328,38.373,10.643,2.445,17.953,9.491,1.273,27.084,1.927,6.558,24.301,4.859
20191007-1150-FRANKFURT_2-01-42,3/4 Salto rw A,12.976,20.626,1.582,18.511,172.173,62.617,-16.637,30.405,1.67,14.383,171.378,58.477,-16.554,20.261,2.461,305.557,-34.635,2.461,305.557,34.635,25.678,306.711,44.369,-1.278,50.332,-5.726,5.089,81.415,-3.188,4.395,92.339,-10.878,-5.745,81.472,-14.843,1.278,50.332,5.726,2.534,81.415,3.188,4.395,92.339,10.878,-5.745,81.472,14.843,5.083,50.332,9.505,5.839,81.415,5.482,4.903,92.339,11.065,9.852,82.625,18.317
20191007-1150-FRANKFURT_2-01-43,Cody C,22.566,22.064,-3.307,27.037,242.349,230.372,-8.029,55.107,-3.181,20.658,242.51,216.85,-8.322,39.016,-5.535,392.106,-17.762,5.535,392.106,17.762,34.834,442.199,70.07,3.314,7.346,10.47,2.95,222.417,-12.839,-1.349,76.782,-7.18,-10.45,85.562,-8.213,3.314,7.346,10.47,2.95,222.417,-8.101,-1.349,76.782,7.18,0.62,85.562,8.213,8.579,57.439,18.725,9.178,222.417,15.868,5.805,76.782,13.244,11.273,85.562,22.232
20191007-1150-FRANKFURT_2-01-44,Grätschwinkel,14.358,20.146,5.392,33.49,12.029,119.548,17.784,47.893,5.056,29.295,13.06,115.084,17.328,31.938,8.397,17.51,24.205,8.397,17.51,24.205,43.167,159.356,62.804,7.49,-13.464,5.404,-12.371,-18.393,7.188,10.374,28.067,14.336,2.904,21.3,-2.723,7.49,13.464,5.404,-2.609,18.393,7.188,0.611,-28.067,14.336,2.904,13.72,-2.723,13.163,44.294,22.529,12.61,63.517,11.823,10.513,29.18,14.373,6.882,22.365,14.079
20191007-1150-FRANKFURT_2-01-45,Salto B,18.965,18.443,18.988,28.049,214.111,194.505,-15.164,36.402,19.015,23.264,213.247,185.282,-14.434,27.718,30.425,344.686,-29.267,30.425,344.686,29.267,43.225,393.006,53.049,-1.535,17.449,-1.658,18.847,157.185,-19.911,6.862,103.211,-6.147,6.251,66.841,-1.551,1.535,17.449,1.658,15.777,157.185,19.911,6.862,103.211,6.147,6.251,66.841,1.551,10.04,63.183,15.507,18.847,157.769,20.016,6.862,103.211,8.05,7.476,68.843,9.475
20191007-1150-FRANKFURT_2-01-46,Barani A,16.897,18.895,-73.901,89.22,24.159,184.126,111.236,84.057,-73.959,87.577,23.654,179.039,111.18,80.636,-118.259,35.907,172.94,118.259,35.907,172.94,141.295,250.108,184.214,-8.255,-67.219,20.552,-63.355,-38.796,63.941,-52.041,36.659,73.931,5.392,105.263,14.517,8.255,67.219,20.552,63.355,38.796,63.941,52.041,-36.659,73.931,-5.392,-33.449,14.517,11.353,67.537,24.06,63.355,39.912,63.941,52.041,37.397,73.931,14.546,105.263,22.282
20191007-1150-FRANKFURT_2-01-47,Strecksprung,10.577,21.999,-1.418,8.552,-8.647,49.011,-0.089,17.337,-1.002,7.371,-7.856,48.526,-0.013,11.837,-2.607,-16.291,-5.032,2.607,16.291,5.032,11.456,71.921,17.953,0.567,19.586,-6.152,0.352,4.672,-0.872,-3.341,-23.077,3.525,-0.185,-17.471,-1.533,0.567,19.586,6.152,0.352,4.672,0.872,1.502,-23.077,-3.525,0.185,15.111,1.533,3.7,21.635,7.691,1.643,9.428,2.712,3.341,23.077,3.557,2.771,17.781,3.993
20191007-1150-FRANKFURT_2-01-56,3/4 Salto rw A,12.709,20.351,6.887,16.53,176.648,55.662,-14.126,36.889,7.115,11.586,175.354,52.202,-13.682,26.399,11.764,313.385,-29.979,11.764,313.385,29.979,24.977,314.519,45.688,6.157,59.473,-2.94,4.232,85.358,-8.683,3.156,90.105,-1.71,-1.781,78.45,-16.646,6.157,59.473,2.94,4.232,85.358,8.683,3.156,90.105,1.71,-1.781,78.45,16.646,8.019,59.473,9.895,5.069,85.358,10.145,3.17,90.105,3.809,8.718,79.583,21.84
20191007-1150-FRANKFURT_2-01-57,Cody C,22.727,23.364,12.391,31.307,241.044,224.733,6.325,50.139,12.355,24.14,240.749,208.056,6.101,35.903,19.94,389.975,5.401,19.94,389.975,5.401,43.195,431.224,54.102,-4.177,2.857,14.176,14.34,217.115,-1.334,4.579,78.809,-1.896,5.198,91.193,-5.545,4.177,2.857,14.176,5.986,217.115,-1.334,4.579,78.809,-1.896,5.198,91.193,-5.545,13.079,44.106,20.7,15.406,217.115,9.213,8.194,78.809,8.758,6.516,91.193,15.431
20191007-1150-FRANKFURT_2-01-58,Grätschwinkel,14.147,20.122,5.104,18.418,9.704,98.483,4.161,24.922,4.827,14.022,10.537,94.716,4.322,17.297,8.033,14.098,1.748,8.033,14.098,1.748,23.795,131.576,32.455,1.097,-9.335,-1.375,-1.321,-17.812,2.755,3.509,24.269,6.612,4.748,16.976,-6.245,1.097,9.335,1.375,-0.874,17.812,0.006,3.062,-24.269,6.612,4.748,11.22,-6.245,5.843,36.388,10.036,5.053,52.812,6.313,6.068,25.078,6.975,6.831,17.297,9.132
20191007-1150-FRANKFURT_2-01-59,Salto B,18.531,18.502,16.793,23.103,215.833,188.756,-8.314,30.886,16.862,18.791,215.778,177.781,-8.149,21.724,26.506,344.656,-17.918,26.506,344.656,17.918,34.233,393.045,40.999,0.689,30.562,2.631,11.552,137.66,-12.438,6.272,107.36,-9.544,7.993,69.075,1.434,0.689,30.562,2.631,11.552,137.66,7.176,6.272,107.36,9.544,7.993,69.075,-1.434,5.834,64.312,7.557,11.552,148.352,12.819,8.323,107.36,9.865,8.524,73.022,10.757
20191007-1150-FRANKFURT_2-01-60,Barani A,17.267,19.953,-70.343,80.843,28.075,186.233,106.807,89.484,-70.331,79.155,27.521,181.329,106.756,86.145,-112.639,42.872,165.921,112.639,42.872,165.921,131.654,253.469,184.059,-14.215,-64.099,18.874,-67.534,-39.454,64.773,-34.577,36.274,74.799,3.687,110.151,7.474,14.215,64.099,18.874,67.534,39.454,64.773,34.577,-36.274,74.799,-3.687,-24.407,7.474,16.671,65.994,20.965,67.534,39.454,64.773,34.577,37.87,74.799,12.872,110.151,23.522
20191007-1150-FRANKFURT_2-01-68,Grätschwinkel,14.216,20.672,0.657,22.705,2.388,104.791,-0.359,30.659,0.673,20.429,2.864,100.839,0.308,23.023,0.764,2.085,-5.66,0.764,2.085,5.66,30.486,140.896,38.947,-4.942,-35.233,-2.123,3.206,-7.702,1.333,2.594,24.893,-10.35,-0.094,20.128,5.48,4.942,35.233,2.123,-3.206,7.702,-1.333,-0.878,-24.893,10.35,-0.094,-15.957,-5.48,10.9,39.091,10.367,8.959,49.519,3.644,4.024,29.514,12.615,6.603,22.772,12.321
20191007-1150-FRANKFURT_2-01-69,Salto B,18.801,19.148,23.466,24.308,209.727,201.091,-7.779,43.353,23.035,19.368,208.42,193.301,-8.856,31.999,37.84,339.381,-17.395,37.84,339.381,17.395,46.367,393.595,52.759,0.063,15.529,0.607,16.997,139.254,-17.602,9.636,117.274,-4.308,11.143,67.324,3.908,0.063,15.529,0.607,16.997,139.254,16.387,9.636,117.274,4.308,11.143,67.324,-3.908,8.579,61.018,16.168,16.997,147.001,18.789,9.636,117.274,8.106,11.154,68.301,9.696
20191007-1150-FRANKFURT_2-01-70,Barani A,16.903,18.236,-67.452,77.402,36.113,194.282,111.332,111.271,-66.932,75.763,36.395,190.357,111.369,107.069,-105.635,54.215,169.121,105.635,54.215,169.121,124.711,274.262,189.198,-16.535,-77.006,12.838,-62.596,-25.373,88.844,-31.806,58.938,54.853,5.301,97.656,12.585,16.535,77.006,12.838,62.596,25.373,88.844,31.806,-58.938,54.853,-5.301,10.774,12.585,18.111,79.005,26.721,62.596,38.662,88.844,31.806,58.938,56.317,12.198,97.656,17.316
20191007-1150-FRANKFURT_2-01-71,Schraubensalto A,16.915,17.557,77.922,94.095,113.508,190.857,222.599,184.41,77.642,90.157,113.282,183.283,223.672,178.422,122.471,177.031,346.566,122.471,177.031,346.566,156.53,316.592,356.141,44.442,67.646,36.901,67.055,-41.434,140.544,-9.682,37.279,150.713,20.655,113.54,18.408,44.442,67.646,36.901,67.055,-41.434,140.544,-9.682,37.279,150.713,20.655,113.54,18.408,44.442,67.646,39.688,67.055,53.552,140.544,24.355,81.854,150.713,20.677,113.54,25.196
20191007-1150-FRANKFURT_2-01-72,Salto A,16.135,20.542,10.956,25.01,214.142,53.438,-9.421,32.759,11.273,22.318,213.766,46.005,-9.669,22.215,17.844,353.138,-20.576,17.844,353.138,20.576,30.86,353.138,39.757,14.715,88.148,-6.145,2.145,72.817,-4.675,0.603,83.896,-4.2,0.381,108.276,-5.557,14.715,88.148,6.145,2.145,72.817,4.675,0.603,83.896,4.2,0.381,108.276,5.557,15.738,88.148,17.511,4.644,72.817,6.739,3.713,83.896,5.719,6.766,108.276,9.789
20191007-1150-FRANKFURT_2-01-79,Strecksprung,11.544,22.696,1.182,20.9,4.362,63.844,0.913,20.582,1.211,18.897,4.332,61.257,0.884,16.572,1.736,5.632,-3.565,1.736,5.632,3.565,27.305,96.355,25.898,-1.086,35.038,-4.967,-1.15,-1.398,-4.441,-3.97,-25.77,3.631,7.942,-2.237,2.211,1.086,35.038,4.967,1.15,-1.398,4.441,3.97,-25.77,-3.631,-4.47,-2.237,-2.211,10.222,35.079,8.105,4.785,18.928,8.712,4.357,25.77,4.326,7.942,16.577,4.756
20191007-1150-FRANKFURT_2-01-82,Grätschwinkel,14.516,21.062,1.197,20.672,4.109,113.152,0.873,30.223,1.358,16.564,4.29,108.703,1.297,22.976,1.597,4.827,-3.571,1.597,4.827,3.571,27.096,147.028,41.032,-2.473,-25.23,-4.153,0.338,-8.642,4.856,6.823,22.051,-8.954,-3.091,16.647,4.68,2.473,25.23,4.153,-0.338,8.642,-3.45,2.553,-22.051,7.548,-3.091,-6.993,-4.68,7.798,39.398,11.595,5.11,62.008,8.77,7.727,27.424,13.639,6.46,18.198,7.028
20191007-1150-FRANKFURT_2-01-83,Salto B,18.657,19.319,15.296,25.176,207.89,199.734,-2.416,33.747,14.83,19.257,206.595,191.319,-2.659,25.495,24.79,342.061,-8.573,24.79,342.061,8.573,35.714,402.083,43.597,1.788,13.626,4.277,9.717,158.179,-16.737,1.259,103.304,0.505,12.025,66.953,3.382,1.788,13.626,4.277,9.717,158.179,8.183,1.259,103.304,-0.505,12.025,66.953,-3.382,8.001,64.525,11.36,10.492,165.75,17.043,5.196,103.304,8.382,12.025,68.505,6.812
20191007-1150-FRANKFURT_2-01-84,Barani A,16.479,18.678,-56.915,74.517,34.642,196.344,115.862,97.512,-56.503,73.383,34.973,192.185,116.045,93.073,-90.095,52.217,177.856,90.095,52.217,177.856,118.684,273.077,192.329,-19.899,-75.549,26.155,-55.695,-34.566,76.067,-28.172,50.289,67.167,13.67,112.043,8.467,19.899,75.549,26.155,55.695,34.566,76.067,28.172,-50.289,67.167,-13.67,-7.609,8.467,20.79,75.683,30.852,55.695,35.062,76.067,28.172,50.289,67.167,14.027,112.043,18.243
20191007-1150-FRANKFURT_2-01-85,Schraubensalto A,16.282,17.778,72.998,104.717,128.546,165.909,208.344,185.753,72.771,102.126,128.638,160.257,208.295,181.842,116.806,204.3,329.913,116.806,204.3,329.913,169.738,309.272,340.88,50.446,77.863,28.137,74.133,-35.558,148.276,-20.482,51.304,137.859,12.71,110.69,15.641,50.446,77.863,28.137,74.133,-35.558,148.276,-20.482,51.304,137.859,12.71,110.69,15.641,50.446,77.863,30.871,74.133,53.503,148.276,26.596,67.216,137.981,18.563,110.69,23.751
20191007-1150-FRANKFURT_2-01-86,Salto A,15.4,18.6,7.956,28.836,214.324,60.345,-1.77,40.361,7.947,25.838,213.688,53.69,-2.398,32.89,12.558,348.728,-7.837,12.558,348.728,7.837,34.958,348.728,43.933,11.43,87.335,-8.248,0.309,76.875,-4.781,-2.441,84.554,-3.606,3.259,99.964,8.798,11.43,87.335,8.248,0.309,76.875,4.781,-2.441,84.554,3.606,3.259,99.964,-8.798,11.61,87.335,11.367,6.065,76.875,7.652,5.672,84.554,7.155,11.61,99.964,17.759
20191007-1150-FRANKFURT_2-01-94,Grätschwinkel,14.715,22.048,-0.622,29.227,3.158,108.433,-1.591,41.158,-0.365,23.523,2.913,104.178,-1.468,27.985,-1.496,3.34,-8.15,1.496,3.34,8.15,40.647,143.64,54.123,-9.58,-38.181,-1.853,8.522,1.971,-5.266,0.135,24.21,-1.853,-0.573,15.339,0.823,9.58,38.181,1.853,-8.522,-1.971,5.266,-0.135,-24.21,1.853,0.573,-8.66,-0.823,16.456,46.846,20.941,8.982,51.971,12.582,7.061,28.008,9.045,8.148,16.815,11.555
20191007-1150-FRANKFURT_2-01-95,Salto B,18.127,19.905,23.796,33.498,200.169,193.075,-17.005,38.291,23.698,28.884,199.385,184.581,-16.747,30.369,40.184,339.16,-33.99,40.184,339.16,33.99,55.324,397.278,59.857,6.483,7.783,2.685,21.124,172.535,-21.819,11.385,91.012,-15.903,1.192,67.831,1.047,6.483,7.783,2.685,21.124,172.535,16.448,11.385,91.012,15.903,1.192,67.831,-1.047,8.821,65.374,13.205,22.43,172.97,22.495,11.446,91.012,16.125,12.627,67.923,8.032
20191007-1150-FRANKFURT_2-01-96,Barani A,16.904,20.168,-60.349,86.245,41.627,183.525,116.304,87.229,-60.669,83.483,42.479,179.79,115.976,82.928,-99.639,66.23,186.187,99.639,66.23,186.187,137.822,270.437,193.204,-13.991,-73.488,27.966,-64.071,-23.74,84.351,-36.972,60.768,54.343,15.396,102.69,19.528,13.991,73.488,27.966,64.071,23.74,84.351,36.972,-60.768,54.343,-15.396,29.77,19.528,15.779,74.299,31.96,64.071,32.68,84.351,36.972,60.768,54.556,20.999,102.69,22.337
20191007-1150-FRANKFURT_2-01-97,Schraubensalto A,17.094,19.02,56.103,107.627,120.37,175.391,207.754,181.045,56.318,104.587,120.032,167.953,208.294,176.252,91.584,194.909,335.374,91.584,194.909,335.374,156.464,305.299,349.306,42.394,68.816,40.035,65.972,-42.954,148.769,-31.655,47.622,135.988,14.874,121.426,10.583,42.394,68.816,40.035,65.972,-42.954,148.769,-31.655,47.622,135.988,14.874,121.426,10.583,42.394,68.816,48.152,66.536,49.623,148.769,32.233,65.435,135.988,15.301,121.426,16.398
20191007-1150-FRANKFURT_2-01-98,Salto A,14.709,19.173,-5.391,37.206,198.521,53.325,-11.433,40.929,-5.212,34.585,198.307,47.936,-11.616,28.609,-9.068,329.083,-24.116,9.068,329.083,24.116,39.587,329.083,51.492,10.764,79.665,-8.039,-0.201,77.955,-3.173,0.259,66.832,2.208,-19.89,104.631,-15.111,10.764,79.665,8.039,-0.201,77.955,3.173,0.259,66.832,-2.208,-1.754,104.631,15.111,11.642,79.665,15.534,5.285,77.955,8.874,1.627,66.832,5.574,21.033,104.631,21.51
20191007-1150-FRANKFURT_2-01-103,Strecksprung,9.395,19.996,0.421,19.707,2.738,58.458,3.235,31.079,0.69,16.686,2.558,56.611,3.402,23.01,0.601,2.894,0.456,0.601,2.894,0.456,25.288,84.446,40.686,-4.839,36.434,4.453,3.06,-8.133,-7.845,1.843,-17.166,-1.757,0.537,-8.242,5.606,4.839,36.434,4.453,-3.06,-8.133,-1.06,-1.715,-17.166,1.757,0.537,-8.242,-4.693,7.107,36.434,14.72,5.784,12.949,9.45,2.112,17.166,4.672,10.285,17.896,11.844
20191007-1150-FRANKFURT_2-01-106,Grätschwinkel,14.044,20.909,2.425,23.342,3.646,96.253,2.708,26.681,2.366,18.961,3.375,91.887,2.885,18.764,3.683,3.519,-0.765,3.683,3.519,0.765,29.945,123.782,36.011,3.198,-24.704,1.109,-0.404,-11.283,2.945,0.073,22.332,3.201,0.816,17.173,-8.02,3.198,24.704,1.109,-0.404,11.283,2.945,0.073,-22.332,3.201,0.816,-10.136,-6.49,11.306,33.739,9.478,7.953,49.357,9.308,3.751,22.332,6.59,6.935,18.354,10.633
