SprungID,Sprungtyp,Acc_x_Fil_avg_1,Acc_y_Fil_avg_1,Acc_z_Fil_avg_1,Gyro_x_Fil_avg_1,Gyro_y_Fil_avg_1,Gyro_z_Fil_avg_1,Acc_x_Fil_avg_2,Acc_y_Fil_avg_2,Acc_z_Fil_avg_2,Gyro_x_Fil_avg_2,Gyro_y_Fil_avg_2,Gyro_z_Fil_avg_2
20191008-1157-FRANKFURT_1-01-355,Barani A,-1.929,1.143,3.99,-72.776,-106.474,168.268,-0.063,-1.807,3.327,31.84,199.334,51.942
0609-1-01-21,Salto C,-4.58,0.432,2.616,34.985,270.317,-17.388,2.914,-0.194,6.45,12.079,97.117,-7.609
0609-4-01-482,Salto C,-2.213,-0.26,3.614,-3.663,250.385,18.729,3.568,-0.049,5.184,15.669,121.616,1.846
0609-1-01-885,Doppelsalto C,-24.183,-0.709,-6.829,4.707,476.464,-11.243,-5.201,1.085,-3.976,33.897,327.982,-16.134
0609-4-01-69,Salto C,0.572,-0.0,3.786,6.357,230.235,14.329,3.522,-0.496,6.023,3.37,122.489,-8.26
20191007-1534-FRANKFURT_2-01-135,Salto A,0.116,-0.727,3.714,-7.44,234.797,-14.839,-1.088,-0.184,4.486,-9.443,192.489,-10.182
20191007-1150-FRANKFURT_2-01-108,Barani A,-0.813,1.973,4.046,-108.579,-111.687,137.997,-0.975,-1.445,2.4,-14.415,197.393,84.654
20191001-1148-FRANKFURT_1-01-160,40/,-0.594,-0.759,3.937,-6.238,224.568,-7.668,1.498,-0.633,5.944,-20.768,162.077,-13.175
0609-4-01-562,Barani C,-3.442,0.393,5.437,-3.729,-192.895,135.497,-0.382,-1.086,5.445,-12.817,136.016,114.058
20191001-1148-FRANKFURT_1-01-52,40<,-2.505,-1.289,2.03,9.463,222.821,-13.172,-0.237,-0.257,7.771,-12.673,183.118,-9.989
20191008-1207-FRANKFURT_2-01-342,Schraubensalto A,-2.343,1.085,5.857,122.782,61.082,198.766,-2.875,-1.442,3.224,4.822,165.207,177.548
0609-1-01-271,Bauchsprung,0.456,-0.328,9.491,-2.761,-33.308,-3.469,8.71,-0.342,4.625,-8.448,-13.779,-6.371
20191007-1524-FRANKFURT_1-01-277,Doppelsalto B,-20.703,2.43,-6.769,44.469,430.763,-21.321,-11.123,1.614,-3.274,74.516,377.16,-23.907
20190930-1616-FRANKFURT_1-01-257,Doppelsalto B,-16.283,-0.078,6.088,-16.049,329.264,-11.096,-15.859,0.323,-5.641,16.972,441.562,-14.294
0609-4-01-483,Fliffis B,-20.159,1.103,4.469,-4.905,-424.946,68.638,-7.185,-1.388,-2.882,-76.255,185.289,196.451
0609-4-01-546,Barani C,-4.595,0.878,5.158,-11.481,-208.218,127.085,-0.821,-1.041,5.117,-12.821,123.304,122.306
0115-JANEIKE-01-92,Salto B,-2.666,-0.525,4.966,26.538,209.8,-10.225,2.032,0.426,5.07,40.419,158.467,-18.973
20191007-1524-FRANKFURT_1-01-268,Fliffis B,-29.063,6.595,-1.373,-116.108,-624.427,89.881,-11.351,3.671,-2.356,28.42,126.462,206.205
0609-1-01-15,Fliffis C,-28.575,4.024,-5.268,-96.041,-491.576,-52.132,-0.321,0.284,-2.68,112.04,91.354,-166.829
20191008-1207-FRANKFURT_2-01-102,Schraubensalto A,-2.41,-0.309,7.013,119.735,40.995,225.862,-2.907,-1.513,4.04,2.778,140.659,212.919
0609-4-01-524,Barani C,-3.815,0.675,5.646,0.163,-197.173,128.47,0.766,-0.893,5.468,-14.367,118.304,118.146
20191008-1207-FRANKFURT_2-01-143,Salto A,-3.153,1.012,4.509,22.842,182.696,-28.339,-2.694,0.287,3.794,47.327,226.806,-17.288
0609-4-01-186,Schraubensalto C,-4.873,-0.285,7.534,106.955,51.092,311.587,-0.911,-1.261,4.531,-27.057,167.402,115.515
20191008-1207-FRANKFURT_2-01-59,Barani A,-0.686,2.813,2.874,-122.209,-117.036,129.318,-1.936,-1.265,4.399,-73.911,178.374,99.438
0609-1-01-389,Salto C,-5.056,-0.207,2.973,9.106,274.052,-12.824,2.342,-0.289,6.595,13.948,105.37,-3.565
0115-JANEIKE-01-18,Voll- ein- halb- aus B,-21.645,3.391,0.817,-260.707,-322.117,-316.335,-12.589,-1.087,-3.492,28.765,-16.734,-229.543
20191001-1148-FRANKFURT_1-01-121,43/,-9.5,1.448,9.497,183.1,-126.419,445.747,-5.93,-2.264,5.536,77.553,217.844,198.878
0609-1-01-334,Salto C,-5.068,-0.445,2.205,15.393,281.408,-11.3,1.718,-0.064,6.102,12.544,109.026,-4.796
20191007-1524-FRANKFURT_1-01-53,Barani A,-0.012,1.999,4.031,-101.302,-132.236,108.396,-2.418,-1.512,4.922,-65.477,160.199,112.946
20190930-1153-FRANKFURT_1-01-244,Fliffis Rudi C,-28.21,5.533,-3.844,-45.616,-466.992,164.847,-15.837,-1.682,-2.968,121.404,76.7,480.193
0827-BK1-01-123,Salto A,1.147,-0.494,4.889,1.525,183.405,0.789,0.686,-0.606,4.962,6.634,180.701,-2.607
0115-MORITZ-03-40,Fliffis- Rudi B,-25.702,-5.439,3.429,-172.673,-306.791,-220.176,-12.492,3.573,-2.14,-26.715,81.654,-262.948
0609-1-01-526,Salto C,-4.229,-0.46,3.34,5.391,266.473,-21.152,1.975,0.121,6.163,16.046,112.091,1.438
20191007-1150-FRANKFURT_2-01-43,Cody C,-2.179,0.108,-9.566,8.252,294.959,-1.704,0.166,-1.401,4.184,-15.403,195.652,-16.451
0827-BK2-01-31,Salto C,-3.631,0.672,5.417,19.687,216.359,-4.98,1.443,0.793,6.741,8.213,113.777,-10.128
20190930-1153-FRANKFURT_1-01-127,Salto C,-0.584,-0.865,5.044,16.896,200.938,3.302,-0.381,-0.824,3.934,24.133,185.756,-8.869
0827-BK2-02-10,Salto C,-5.009,1.175,4.263,17.786,244.543,-29.225,3.193,1.112,6.197,12.685,103.08,-21.221
0110-JANEIKE-01-133,Schraubensalto,-3.309,0.029,7.705,-84.755,45.477,-265.749,-2.177,1.368,3.325,64.912,72.97,-210.184
0609-4-01-22,Fliffis B,-17.016,1.408,3.048,-20.176,-370.447,91.843,-4.753,-1.818,-3.13,-99.925,201.205,146.023
0609-1-01-143,Doppelsalto C,-22.351,0.436,-4.65,14.284,456.984,-13.299,-6.964,0.895,-3.321,29.239,340.901,-2.97
0827-BK1-01-41,Salto C,-1.926,-0.67,3.783,1.908,226.107,7.15,2.436,-0.394,6.19,9.128,125.127,0.603
20191003-1152-FRANKFURT_1-01-88,Barani A,0.727,-2.211,3.59,114.654,-148.826,-79.859,-1.441,0.269,0.988,88.917,135.269,-108.483
20191001-1148-FRANKFURT_1-01-165,3/4 Salto vw A,1.594,-0.798,7.262,11.601,-76.078,9.669,-12.496,-0.807,1.11,4.341,-245.703,22.543
20191003-1152-FRANKFURT_1-01-159,Salto C,-6.665,-0.547,3.454,-3.965,249.478,5.522,0.832,-0.463,6.195,-9.986,141.925,0.235
20190930-1616-FRANKFURT_1-01-14,Salto A,0.834,-0.806,4.984,11.116,197.685,10.432,-0.904,-0.604,4.214,-0.898,195.279,-0.454
20191008-1207-FRANKFURT_2-01-305,Fliffis Rudi C,-29.783,5.256,-9.315,-85.151,-475.487,288.137,-14.927,-5.743,1.641,127.281,152.586,478.898
0609-4-01-522,Barani C,-2.261,0.698,4.835,-19.271,-178.712,124.247,0.183,-1.105,4.701,-13.775,128.597,117.182
20190930-1616-FRANKFURT_1-01-58,Barani C,-4.974,1.871,4.526,-43.58,-235.778,96.233,-0.092,-1.276,5.142,-52.031,86.02,123.461
0827-BK2-02-47,Salto C,-6.593,0.94,4.141,8.319,257.713,-31.907,2.197,1.114,6.357,9.906,102.281,-22.816
0609-1-01-717,Bauchsprung,1.262,-0.104,9.386,-6.039,-41.658,1.288,8.627,-0.814,4.459,-0.97,-5.639,-0.284
0115-JANEIKE-01-119,Salto B,-2.626,-0.225,4.486,28.817,223.181,-20.226,1.772,-0.162,6.429,15.382,150.095,-21.433
20190930-1247-FRANKFURT_2-01-171,Barani C,-3.241,1.493,4.752,-53.506,-181.962,97.533,0.107,-0.89,4.123,-69.62,105.317,111.866
20191008-1207-FRANKFURT_2-01-241,Fliffis B,-29.082,3.727,-0.362,-50.979,-633.479,90.512,-10.402,1.052,-1.243,8.044,201.877,217.25
20191008-1207-FRANKFURT_2-01-7,Salto A,-2.522,0.401,3.922,6.727,179.491,-19.827,-1.28,0.16,6.117,-9.801,215.658,-39.107
0609-4-01-428,Fliffis B,-18.103,0.898,4.43,-5.827,-390.801,79.544,-4.404,-1.757,-3.477,-109.714,175.828,162.009
20191003-1152-FRANKFURT_1-01-146,Fliffis C,-33.064,-5.691,-2.299,73.933,-596.83,-39.494,-2.574,-1.901,-4.567,95.351,108.742,-174.688
0609-1-01-633,Doppelsalto C,-20.911,-0.285,-4.871,1.134,455.342,-7.826,-7.425,0.326,-3.463,24.085,357.914,-24.107
20190930-1247-FRANKFURT_2-01-107,Cody C,-1.865,-0.115,-5.094,-20.991,271.092,4.984,-0.171,-0.451,4.524,-11.987,169.633,9.845
0609-1-01-890,Von Bauch in Stand,8.924,0.769,5.732,3.418,-4.736,1.835,4.025,-0.402,6.658,-2.389,48.897,8.193
20191007-1534-FRANKFURT_2-01-46,Barani A,-2.346,1.273,4.104,-78.568,-141.63,145.862,-2.225,-1.127,2.452,-49.177,182.954,94.272
0110-MORITZ-01-62,Doppelsalto B,-11.105,-2.135,8.084,-25.493,319.288,4.661,-10.896,-1.631,2.193,-15.334,381.528,7.089
20191008-1207-FRANKFURT_2-01-122,3/4 Salto vw A,0.885,1.595,8.207,-7.157,-72.782,18.322,-11.125,0.148,0.745,-25.709,-227.239,50.312
0827-BK1-01-35,Salto C,-3.552,-0.647,3.83,-3.264,233.237,4.895,2.814,-0.782,5.941,-3.466,128.912,0.704
20191001-1148-FRANKFURT_1-01-124,40°,-5.416,0.143,3.289,15.943,272.859,-3.208,-0.089,-0.5,8.024,0.882,144.995,-10.147
20191007-1524-FRANKFURT_1-01-163,Fliffis- Rudi B,-27.611,4.174,0.198,5.201,-546.35,172.872,-18.731,-4.345,-0.056,135.0,92.689,511.247
0609-4-01-427,Salto C,-0.541,-0.482,3.51,-4.137,229.811,5.821,2.348,-0.382,6.19,3.649,125.529,2.078
0609-4-01-341,Fliffis B,-18.159,1.253,2.365,-24.026,-381.209,103.356,-6.861,-1.402,-3.248,-76.124,215.258,162.848
20191007-1524-FRANKFURT_1-01-51,Barani A,-1.319,1.835,3.7,-69.962,-152.197,117.05,-2.219,-1.557,3.343,-44.879,190.638,104.507
0115-MORITZ-03-191,Fliffis aus C,-25.209,-1.613,-6.367,-14.432,-480.132,-41.486,-2.206,0.015,-1.125,62.714,154.085,-141.693
0609-1-01-192,Von Bauch in Stand,8.502,-0.44,6.261,1.653,-12.899,-11.128,3.67,-0.085,7.378,6.025,58.497,11.019
20190930-1247-FRANKFURT_2-01-47,Salto C,-5.096,0.106,2.679,-5.932,233.98,12.019,1.078,-0.328,4.749,-3.328,176.815,-1.888
0609-1-01-403,Doppelsalto B,-15.66,-1.155,4.793,-24.898,360.609,-7.913,-8.621,-0.069,-4.089,25.217,380.458,-17.521
20191007-1159-FRANKFURT_1-01-247,Barani B,-4.616,1.218,4.633,6.716,-207.403,127.13,-0.781,-1.779,5.597,-5.089,181.285,89.171
20191007-1524-FRANKFURT_1-01-146,Fliffis C,-31.502,-1.016,-8.452,3.34,-599.109,52.542,-10.642,-0.699,-4.634,1.7,131.679,238.503
0609-1-01-597,Salto C,-3.46,0.031,3.977,15.131,248.674,-9.54,1.234,-0.06,6.142,9.15,131.725,-2.677
0609-1-01-541,Salto C,-4.991,-0.196,3.253,14.232,272.715,-7.069,2.34,0.207,6.508,20.014,107.421,-7.578
0110-MORITZ-01-30,Salto C,-2.222,-0.957,4.441,-6.979,211.653,13.805,3.207,-0.882,5.585,7.501,114.509,5.692
0110-MORITZ-01-111,Fliffis B,-19.75,-1.736,3.493,5.653,-478.67,-26.11,-3.103,-1.229,-0.892,55.177,150.318,-166.524
0827-BK1-01-62,Salto B,-2.427,-0.174,3.579,-2.64,215.426,10.229,2.003,-0.675,5.99,0.057,143.146,1.269
20190930-1616-FRANKFURT_1-01-49,Salto C,-7.656,0.015,1.993,-10.027,253.063,8.658,1.267,0.032,6.279,8.75,131.371,10.124
0827-BK1-01-111,Salto A,0.834,-1.061,5.648,5.34,179.64,1.013,0.858,-0.488,4.927,8.514,172.299,0.939
20190930-1247-FRANKFURT_2-01-224,Salto C,-2.448,0.904,6.202,7.874,175.725,-6.708,-1.049,-0.621,5.198,-1.971,212.434,-0.588
20191008-1157-FRANKFURT_1-01-263,Baby- Fliffis C,-22.023,0.539,-4.53,-31.994,-286.705,98.231,-4.188,-1.91,3.147,-21.051,194.308,135.057
20191001-1148-FRANKFURT_1-01-220,Fliffis aus C,-34.525,-2.764,-2.861,70.475,-636.005,-16.914,-9.914,-0.502,-2.011,34.993,160.433,215.355
20191007-1150-FRANKFURT_2-01-86,Salto A,-1.527,-0.193,3.876,14.204,201.23,-12.869,-1.17,-0.294,2.739,2.007,221.835,9.916
20190930-1247-FRANKFURT_2-01-242,Barani C,-3.377,1.972,4.744,-54.626,-183.916,98.638,0.327,-0.961,4.676,-67.276,93.585,106.552
20191007-1159-FRANKFURT_1-01-388,Baby- Fliffis C,-22.914,1.36,-0.683,-43.943,-342.455,38.23,-2.389,-1.091,4.113,34.01,123.469,181.578
0609-1-01-344,Doppelsalto B,-16.635,-0.718,2.481,-12.306,391.715,-5.142,-8.345,0.432,-3.833,36.273,361.84,-4.955
0609-1-01-864,Doppelsalto C,-23.283,-0.921,-3.817,-12.76,451.931,-9.596,-9.243,-0.012,-3.56,11.891,358.493,-9.855
20191007-1159-FRANKFURT_1-01-118,Barani B,-1.26,0.611,5.329,-61.732,-135.432,133.398,-2.256,-1.39,4.4,-16.515,210.751,77.592
20190930-1153-FRANKFURT_1-01-79,Barani A,-0.779,0.585,4.938,-71.658,-142.753,92.584,-0.61,-1.552,3.488,-53.68,133.918,116.804
20191007-1524-FRANKFURT_1-01-251,Fliffis- Rudi B,-26.452,2.787,-0.252,24.845,-562.869,149.846,-21.203,-3.716,2.686,232.415,127.134,530.989
0609-1-01-59,Salto C,-6.055,-0.362,3.796,6.826,275.696,-17.887,2.8,-0.423,6.552,1.543,92.102,-5.71
20191007-1150-FRANKFURT_2-01-97,Schraubensalto A,-4.912,0.775,7.016,132.176,29.677,239.233,-4.24,-2.508,1.16,-20.353,210.642,177.935
20191003-1152-FRANKFURT_1-01-42,3/4 Salto rw A,0.863,-0.284,7.278,-9.248,143.284,13.827,6.687,0.447,2.541,-12.085,196.26,5.574
20190930-1247-FRANKFURT_2-01-266,Salto B,-5.707,-0.73,2.793,0.008,228.618,-9.244,1.45,-0.353,5.849,-3.688,146.774,0.566
20191007-1159-FRANKFURT_1-01-343,Salto A,0.005,-0.571,4.068,-13.606,225.475,-1.773,0.288,-0.687,5.829,-11.294,177.018,-17.071
0609-4-01-171,Schraubensalto C,-4.573,-0.55,7.079,114.579,29.348,299.559,-1.172,-1.031,4.484,-8.14,167.524,117.973
0609-1-01-651,Doppelsalto C,-23.109,-0.933,-5.155,1.464,470.204,-20.456,-6.993,0.678,-3.415,20.102,343.789,-11.896
0609-4-01-608,Barani C,-5.613,0.991,6.68,6.811,-236.594,103.751,0.055,-1.1,4.59,0.904,112.147,154.655
20191007-1159-FRANKFURT_1-01-74,Barani B,-7.35,0.068,3.553,47.055,-210.008,179.844,-2.948,-0.371,5.168,20.917,153.745,68.895
20191007-1150-FRANKFURT_2-01-170,Salto A,0.143,0.061,3.232,10.003,208.101,-3.299,-1.178,-0.915,3.335,9.506,205.242,-1.422
20191007-1534-FRANKFURT_2-01-32,Barani A,-2.431,2.109,4.053,-88.435,-116.79,162.505,-2.776,-0.308,2.59,-41.787,201.059,67.091
0115-JANEIKE-01-141,Fliffis B,-27.812,6.101,3.735,-123.218,-559.089,-27.703,-12.378,-1.604,-4.711,74.501,124.239,-248.375
20191008-1157-FRANKFURT_1-01-138,Salto A,-1.346,-0.599,4.632,-4.854,178.885,2.319,-2.735,-0.559,5.751,-3.61,239.723,-4.585
0827-BK1-01-13,Salto C,-3.174,-0.362,4.488,1.408,215.404,2.108,2.736,-0.786,6.12,-4.843,125.157,-1.187
0609-1-01-692,Doppelsalto C,-24.724,-0.427,-6.794,13.004,487.801,-10.151,-7.641,0.568,-2.873,38.867,327.313,-19.316
0609-1-01-153,Doppelsalto C,-24.377,0.325,-4.103,15.737,469.845,-14.44,-5.109,0.038,-2.978,16.654,322.478,-15.727
20190930-1153-FRANKFURT_1-01-140,Cody C,-2.736,0.758,-6.712,32.647,267.633,14.926,0.192,-1.547,4.263,6.256,166.906,-12.006
20190930-1247-FRANKFURT_2-01-245,Rudi,-6.981,2.38,8.898,98.548,-125.334,329.075,-3.597,-2.748,3.984,62.126,149.838,252.283
20191007-1150-FRANKFURT_2-01-164,3/4 Salto rw A,0.315,-0.275,7.297,11.48,164.95,-4.033,7.314,-0.056,1.662,6.065,179.977,-17.867
20190930-1616-FRANKFURT_1-01-225,Doppelsalto B,-16.035,0.684,6.835,-2.642,322.04,-3.387,-15.875,0.933,-1.84,31.075,442.93,-17.029
0609-1-01-132,Von Bauch in Stand,8.755,0.023,5.922,0.626,0.485,1.971,3.717,-0.416,7.49,-1.21,45.931,1.297
20190930-1153-FRANKFURT_1-01-105,Salto A,-5.431,0.242,2.961,26.012,239.858,10.696,0.805,-0.967,6.231,10.102,127.01,-8.177
0609-1-01-226,Von Bauch in Stand,8.782,-0.153,6.127,1.17,-10.806,4.456,2.86,-0.315,6.708,6.326,58.721,-0.701
0609-1-01-609,Doppelsalto B,-16.445,-0.643,0.497,-12.661,413.064,-7.584,-7.65,0.481,-2.551,36.385,336.707,-3.483
0609-1-01-402,Salto C,-4.204,0.086,2.323,26.429,263.727,-18.82,2.049,-0.121,6.431,6.441,123.07,-9.806
20190930-1616-FRANKFURT_1-01-59,Salto C,-8.025,-0.288,3.582,-19.094,248.237,5.128,2.909,-0.125,5.183,-2.387,124.297,1.102
0609-1-01-775,Doppelsalto C,-24.64,-1.299,-7.198,1.434,481.83,-23.05,-7.917,0.345,-3.619,29.502,341.891,-22.287
20191001-1202-FRANKFURT_2-01-26,Cody C,5.923,-3.117,-7.754,-32.123,-330.462,2.49,-0.501,-1.599,5.088,-27.297,-170.278,-11.534
20190930-1616-FRANKFURT_1-01-202,Barani A,0.73,2.082,3.87,-105.666,-130.284,80.057,-0.536,-1.199,3.467,-90.805,112.382,108.033
20190930-1247-FRANKFURT_2-01-176,Fliffis C,-31.549,2.738,-5.254,-47.085,-559.354,10.719,-0.738,-1.519,-1.841,-75.985,113.825,168.475
20191001-1202-FRANKFURT_2-01-66,Barani A,-1.59,-2.634,3.148,93.862,121.065,125.055,0.182,0.29,3.848,22.934,-174.501,91.665
0609-4-01-377,Fliffis B,-17.901,1.542,2.363,-20.263,-380.355,97.383,-5.864,-1.917,-4.346,-108.077,224.312,150.475
20190930-1247-FRANKFURT_2-01-314,Cody C,-2.484,-0.057,-2.517,-9.527,238.907,-3.379,0.475,-0.027,5.316,-0.942,179.212,16.35
20191007-1524-FRANKFURT_1-01-92,Doppelsalto C,-21.314,1.649,-8.53,31.876,452.77,-49.292,-10.296,0.51,-2.434,42.007,371.072,-40.874
20191008-1207-FRANKFURT_2-01-307,Fliffis B,-28.694,7.77,-1.955,-123.357,-595.368,171.411,-9.13,0.38,-2.115,-9.69,208.401,175.441
20191007-1159-FRANKFURT_1-01-349,Baby- Fliffis C,-21.629,1.027,-3.885,-17.248,-287.21,84.794,-3.766,-1.686,3.695,-10.285,186.0,123.53
20191007-1524-FRANKFURT_1-01-281,Doppelsalto C,-15.317,1.681,2.425,35.801,312.258,-29.924,-24.714,1.846,-2.004,77.672,559.889,-73.722
20191007-1159-FRANKFURT_1-01-246,Barani B,-4.683,0.411,5.188,23.635,-217.677,140.746,-0.059,-1.66,6.063,-19.211,169.643,102.363
20191007-1524-FRANKFURT_1-01-279,Salto B,-4.469,1.155,2.25,9.225,193.384,-25.027,-2.477,-0.148,5.399,50.031,217.404,-11.467
0609-1-01-5,Salto C,-3.245,0.484,2.724,30.014,258.75,-12.723,2.815,-0.576,6.391,16.131,108.288,-8.217
0115-CHARI-05-62,Fliffis- Rudi B,-24.589,4.026,4.951,103.006,-439.685,216.946,-13.923,-2.641,-1.024,96.567,98.112,336.67
0609-1-01-408,Doppelsalto B,-15.816,-0.655,3.225,-17.013,377.898,-15.354,-6.729,-0.351,-5.602,11.753,360.595,-20.25
20190930-1247-FRANKFURT_2-01-317,Barani C,-4.634,2.271,5.071,-29.86,-202.843,90.899,0.21,-1.591,4.341,-72.573,94.684,115.298
20191008-1157-FRANKFURT_1-01-386,Salto B,-3.032,-0.611,1.905,22.72,203.569,-1.774,-1.676,-0.514,6.627,-21.105,184.051,-24.693
20191007-1534-FRANKFURT_2-01-93,Salto A,-0.062,-0.352,4.995,-23.52,209.797,-13.19,-1.217,-0.643,4.5,-16.53,209.053,-17.607
20191001-1148-FRANKFURT_1-01-196,Fliffis aus B,-28.072,-5.088,1.225,79.865,-614.04,-47.634,-11.483,1.84,3.986,111.154,167.506,176.74
0609-4-01-319,Fliffis C,-20.264,1.44,-2.823,-34.537,-398.369,106.758,-2.617,-1.944,-1.105,-92.081,184.438,132.989
0110-MORITZ-01-17,Doppelsalto B,-18.646,-2.658,7.115,-37.175,367.603,0.137,-11.011,-2.395,-0.103,-23.992,361.175,15.354
0609-1-01-455,Salto C,-5.799,0.013,3.479,18.172,264.165,-17.401,2.111,-0.134,6.13,3.413,121.738,-9.57
20191008-1207-FRANKFURT_2-01-230,Schraubensalto A,-4.9,-0.321,6.657,81.843,33.748,232.507,-2.8,-1.992,2.894,-51.436,140.919,176.534
20191003-1152-FRANKFURT_1-01-43,Cody C,-3.18,-0.299,-4.236,-13.706,266.962,-1.748,-1.272,-0.582,2.954,-21.665,193.96,-4.231
0609-4-01-308,Salto C,-0.792,-0.306,3.67,5.249,234.555,7.214,3.527,-0.351,5.895,6.94,126.103,-1.817
20191001-1202-FRANKFURT_2-01-93,Salto A,-0.297,-1.247,2.285,-12.985,-216.279,-13.393,-0.657,-0.977,3.718,-15.871,-206.726,-14.452
20191007-1150-FRANKFURT_2-01-129,Barani A,-0.915,1.397,3.086,-99.662,-112.127,134.397,-1.656,-2.102,3.126,-36.718,204.723,74.082
20191007-1159-FRANKFURT_1-01-370,Barani C,-4.931,0.862,4.095,-3.11,-205.535,163.689,-2.067,-1.815,6.356,-16.998,187.251,79.692
0609-1-01-745,Von Bauch in Stand,9.478,-0.225,5.486,-2.539,-10.09,-3.306,3.939,-0.609,6.777,7.899,54.334,9.344
20191007-1150-FRANKFURT_2-01-188,Fliffis B,-32.167,4.574,1.31,-89.541,-612.115,47.773,-9.537,1.937,-3.091,32.532,140.38,216.796
20190930-1616-FRANKFURT_1-01-167,Fliffis C,-32.321,0.93,-6.252,-14.233,-565.452,18.814,-2.648,0.306,-0.709,-58.474,94.045,184.132
0115-CHARI-05-61,Salto B,-4.929,0.845,3.518,-3.088,217.54,-3.765,0.887,0.927,7.181,4.337,123.116,-15.676
0609-1-01-612,Doppelsalto B,-14.818,-1.614,4.51,-28.16,362.006,-16.676,-9.57,0.315,-2.045,31.093,384.954,-8.716
20190930-1153-FRANKFURT_1-01-144,Schraubensalto,-1.964,-0.302,7.666,91.951,55.744,208.459,-0.584,-2.584,1.667,-39.969,56.399,219.431
0609-4-01-574,Barani C,-4.07,0.619,6.294,11.446,-196.05,136.454,0.957,-1.035,4.466,-17.703,119.591,114.405
0609-1-01-879,Von Bauch in Stand,8.992,0.01,5.909,5.801,-27.469,2.11,3.515,-0.352,7.012,-9.389,79.156,-1.842
20191001-1148-FRANKFURT_1-01-74,41/,-0.922,0.946,2.796,-65.539,-139.316,149.823,-2.616,-1.48,4.973,-34.646,211.568,83.522
20190930-1153-FRANKFURT_1-01-223,Fliffis Rudi C,-28.227,4.255,-3.091,-22.524,-456.231,163.106,-14.434,-1.481,-0.434,112.624,81.688,456.871
0115-JANEIKE-01-117,Salto B,-1.718,-0.661,6.839,-3.437,192.094,-5.626,0.214,-0.505,5.973,27.833,189.93,-3.974
20190930-1153-FRANKFURT_1-01-224,Doppelsalto C,-23.502,2.118,-5.704,33.62,424.976,-3.578,-7.593,-0.229,-3.714,37.98,332.137,1.445
20190930-1247-FRANKFURT_2-01-86,Barani C,-5.814,2.674,4.197,-60.039,-228.411,96.158,-0.627,-0.955,4.519,-62.981,89.855,125.985
20191001-1202-FRANKFURT_2-01-155,Salto A,-0.628,-0.633,3.664,-8.962,-214.627,-4.954,1.853,-1.36,2.314,-28.018,-221.677,-14.684
20191001-1202-FRANKFURT_2-01-185,Salto A,-1.277,-1.427,5.162,-13.803,-221.206,-2.041,2.802,-1.278,1.618,-21.562,-220.758,-9.982
0609-1-01-821,Bauchsprung,1.183,-0.344,9.515,0.256,-51.231,-8.817,8.53,0.121,5.247,-0.379,8.594,-3.772
0609-1-01-626,Doppelsalto C,-24.468,-0.916,-8.699,4.511,503.221,-17.256,-7.012,-0.496,-3.129,15.894,322.375,-27.154
0609-1-01-464,Doppelsalto B,-16.149,-0.868,2.633,-19.37,397.959,-7.377,-7.362,0.12,-3.688,25.444,345.866,-21.87
20191008-1207-FRANKFURT_2-01-89,Salto A,0.509,1.506,5.185,15.171,196.587,-27.557,-1.483,-0.073,2.829,29.929,205.969,-17.508
0609-1-01-762,Doppelsalto C,-21.287,-1.611,-2.962,-2.096,434.562,-22.312,-12.039,0.567,-3.68,36.025,389.491,-17.467
20191003-1152-FRANKFURT_1-01-30,Salto B,-4.348,-0.224,2.708,-22.674,195.504,5.054,-0.952,-0.699,3.094,-26.42,194.571,11.885
0827-BK2-02-38,Salto C,-6.008,0.598,3.709,10.188,254.356,-39.646,1.911,0.136,6.968,8.427,107.967,-26.232
0827-BK1-01-115,Salto A,1.133,-0.761,5.536,2.837,176.884,-5.082,1.246,-0.583,4.792,8.52,173.642,2.644
20191007-1524-FRANKFURT_1-01-91,Fliffis- Rudi B,-27.965,5.632,-1.071,7.194,-542.57,237.552,-19.843,-5.014,1.894,201.444,149.202,472.128
0609-4-01-15,Salto C,-0.011,-0.278,3.08,-4.993,228.122,5.526,3.221,-0.461,5.983,0.284,126.874,-4.353
0609-1-01-445,Doppelsalto B,-16.201,-0.957,3.439,-12.532,389.906,-14.282,-7.603,0.478,-3.134,26.817,353.614,-10.899
20191003-1152-FRANKFURT_1-01-106,Salto C,-7.624,-1.123,2.55,-10.301,259.985,-4.408,3.049,-0.277,4.807,-5.242,133.617,-4.805
20191007-1524-FRANKFURT_1-01-145,Salto C,-17.582,2.484,1.573,48.367,342.114,-32.941,-19.087,1.451,-5.168,71.187,510.282,-53.908
0609-1-01-131,Bauchsprung,0.495,-0.185,9.351,-1.747,-29.342,-3.716,8.267,-0.484,4.998,3.66,-18.965,-3.201
20190930-1153-FRANKFURT_1-01-128,Doppelsalto C,-20.09,1.096,-1.778,18.852,380.309,11.604,-8.162,-0.268,-4.513,3.864,354.1,8.407
20191008-1207-FRANKFURT_2-01-310,Salto A,0.788,1.555,4.781,14.318,202.69,-58.143,-2.558,0.275,3.444,15.823,229.213,-49.284
20190930-1247-FRANKFURT_2-01-128,Cody C,-1.567,0.452,-4.082,-20.973,260.066,-6.625,0.418,0.079,3.971,5.426,170.102,20.389
0609-4-01-502,Salto C,0.544,-0.62,3.379,7.21,238.772,4.749,3.017,-0.535,5.67,0.057,128.239,-0.009
