SprungID,Sprungtyp,Acc_x_Fil_avg_1,Acc_y_Fil_avg_1,Acc_z_Fil_avg_1,Gyro_x_Fil_avg_1,Gyro_y_Fil_avg_1,Gyro_z_Fil_avg_1,Acc_x_Fil_avg_2,Acc_y_Fil_avg_2,Acc_z_Fil_avg_2,Gyro_x_Fil_avg_2,Gyro_y_Fil_avg_2,Gyro_z_Fil_avg_2
20191008-1207-FRANKFURT_2-01-364,Salto A,0.293,2.426,4.345,24.511,200.382,-55.72,-2.514,0.935,3.051,35.313,227.621,-51.813
20191003-1152-FRANKFURT_1-01-104,Schraubensalto A,-4.677,-0.233,7.288,-93.286,55.633,-287.308,-2.766,1.875,2.163,40.32,183.116,-133.004
20191007-1534-FRANKFURT_2-01-104,Schraubensalto A,-4.228,0.915,7.007,124.42,67.324,251.639,-2.519,-1.239,3.372,-16.877,162.047,157.435
0609-4-01-600,Barani C,-5.308,1.154,5.216,-14.568,-208.879,138.227,-0.226,-1.478,4.663,-1.175,134.892,122.203
0827-BK2-01-10,Salto C,-2.356,0.159,5.083,1.517,211.937,0.623,1.395,0.479,6.893,-0.954,114.426,-1.924
20191007-1159-FRANKFURT_1-01-229,Barani A,-2.098,-0.263,4.631,-49.322,-124.985,171.63,-1.139,-1.906,5.734,-14.565,217.68,47.0
20191008-1207-FRANKFURT_2-01-141,Salto B,-8.339,0.647,0.72,15.388,218.964,-18.18,-1.114,0.535,6.581,16.372,183.217,-13.197
20190930-1247-FRANKFURT_2-01-88,Barani C,-5.622,2.332,4.418,-42.571,-231.24,86.042,0.054,-0.907,4.875,-59.828,88.604,132.984
20191007-1159-FRANKFURT_1-01-189,Barani B,-4.401,0.546,5.903,31.528,-228.341,131.013,-3.588,-2.146,5.951,-3.089,214.847,83.018
0115-MORITZ-03-57,Salto C,-2.092,-1.211,3.987,-7.794,212.775,12.254,3.311,-1.19,5.92,0.15,114.074,1.902
20191007-1159-FRANKFURT_1-01-306,Salto A,-0.39,-1.009,3.436,8.087,222.229,-0.175,-0.481,-0.219,5.44,2.795,183.241,-8.121
0609-1-01-649,Bauchsprung,0.861,-0.573,9.814,0.584,-49.513,-4.315,8.265,-0.105,5.076,-0.053,2.423,-3.723
0115-JANEIKE-01-121,Salto B,-4.414,-0.053,4.35,-6.368,208.634,-13.921,3.436,-0.853,4.502,19.623,154.546,-11.991
0115-MORITZ-03-58,Voll- ein- Rudi- aus B,-16.166,-1.198,-2.21,-320.036,-230.702,-388.086,-18.121,2.244,-0.561,-237.826,104.89,-368.086
0609-4-01-372,Fliffis B,-17.922,2.772,0.515,-45.889,-325.038,172.465,-6.058,-0.652,-1.783,-13.876,284.517,88.209
20191007-1150-FRANKFURT_2-01-214,Fliffis C,-36.672,4.068,-2.095,-78.696,-591.218,5.855,-9.788,0.321,-7.731,-37.807,63.607,239.622
20191008-1207-FRANKFURT_2-01-91,Barani A,-1.349,1.916,3.797,-89.305,-158.287,120.517,-2.762,-1.712,3.382,-34.294,193.823,123.644
20191003-1152-FRANKFURT_1-01-28,Cody C,-3.612,-0.563,-3.205,-20.127,260.733,6.17,-0.34,-0.909,2.763,-31.036,189.736,-8.254
0609-1-01-167,Von Bauch in Stand,9.305,-0.042,5.928,-1.309,-3.441,6.229,3.834,-0.558,7.164,9.859,46.427,2.353
0609-1-01-900,Bauchsprung,0.651,0.054,9.519,-6.605,-59.41,-3.158,7.751,0.001,5.53,0.504,17.011,-6.064
0827-BK2-02-22,Salto C,-6.358,0.834,4.549,-2.264,254.431,-34.021,1.61,0.442,7.228,6.605,105.968,-19.865
20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,-3.431,1.269,3.29,17.974,248.874,-22.677,1.435,0.519,5.157,21.501,156.362,-16.007
0827-BK1-01-81,Salto B,-4.374,-0.541,3.315,-5.561,225.897,26.782,2.703,-0.119,5.788,29.815,123.122,14.282
0609-1-01-594,Salto C,-3.307,-0.018,3.527,10.328,257.96,-16.865,1.723,-0.344,6.125,3.722,125.337,-5.792
0827-BK2-01-57,Salto B,-5.13,0.75,4.895,2.48,220.19,-2.696,1.344,0.433,6.484,-3.277,113.575,-12.549
0609-1-01-631,Bauchsprung,1.209,-0.334,9.029,-5.934,-49.063,4.571,7.763,1.013,6.123,-4.951,8.494,-23.245
0609-1-01-618,Doppelsalto B,-15.983,-0.877,1.995,-37.214,391.065,-14.164,-10.623,-0.112,-5.926,19.648,387.838,-24.97
0827-BK2-01-98,Salto A,0.364,0.123,6.247,4.811,173.079,-8.867,-0.428,0.527,5.39,-1.315,162.331,-7.738
20191008-1207-FRANKFURT_2-01-60,Salto A,-1.778,1.558,4.094,5.128,187.245,-36.201,-1.534,0.301,4.005,17.158,213.119,-44.153
0115-JANEIKE-01-21,Salto B,-3.485,-0.023,4.35,12.39,218.322,-20.128,2.084,-0.327,6.368,8.545,149.92,-14.124
20191007-1150-FRANKFURT_2-01-110,Salto A,-0.954,-0.25,2.653,9.429,230.767,-12.451,-1.503,-0.56,3.776,14.87,204.737,3.364
20191008-1207-FRANKFURT_2-01-187,Salto A,-2.953,0.392,4.673,27.057,182.0,-27.189,-2.741,0.373,4.017,35.874,224.116,-3.386
0609-1-01-812,Bauchsprung,1.803,-0.52,9.224,2.151,-48.038,-0.24,8.225,-0.115,5.108,-5.866,8.773,-4.718
0827-BK2-02-147,Salto A,0.398,0.82,5.882,7.224,185.211,-22.344,-0.779,0.413,3.957,11.94,183.32,-21.623
0609-1-01-749,Bauchsprung,1.771,0.024,9.948,1.79,-35.39,-0.445,7.958,-0.274,5.469,-0.927,-9.034,-1.885
0115-CHARI-05-167,1 3/4 Salto vw C,-18.55,0.556,0.438,4.141,-404.902,-3.309,-9.832,0.739,2.03,-0.006,-273.496,0.652
0609-1-01-679,Von Bauch in Stand,9.432,0.78,5.753,14.403,-13.401,5.792,4.37,-0.258,6.791,2.975,54.337,4.233
20191007-1159-FRANKFURT_1-01-400,3/4 Salto vw A,1.227,-0.125,7.754,4.646,-57.828,5.202,-12.877,-1.12,2.714,6.375,-254.818,14.401
0609-4-01-94,Schraubensalto C,-4.167,-0.384,7.056,113.914,21.757,292.528,-1.207,-1.225,4.285,-10.541,163.161,118.402
0609-1-01-254,Bauchsprung,1.787,-0.308,9.951,-2.769,-27.164,-2.327,8.1,0.234,5.296,1.207,-11.27,-10.85
0609-4-01-500,Fliffis B,-17.62,1.25,2.054,-29.794,-370.615,101.112,-6.671,-1.977,-3.509,-85.92,240.314,143.541
0609-1-01-569,Doppelsalto B,-16.312,-0.476,2.843,-19.003,383.218,-20.313,-9.505,0.471,-3.142,36.483,368.748,-2.442
20191001-1202-FRANKFURT_2-01-132,Salto A,-0.257,-1.353,5.142,-5.525,-189.548,-11.817,0.062,-0.199,2.133,12.481,-223.309,-13.361
20191008-1157-FRANKFURT_1-01-137,Barani A,-1.301,1.04,4.217,-68.361,-153.085,136.135,-2.817,-1.744,4.752,-38.334,213.641,69.682
0609-1-01-450,Doppelsalto B,-16.413,-0.607,5.077,-11.841,375.211,-7.17,-9.642,-0.075,-3.22,31.287,375.732,-10.528
0115-CHARI-05-87,Salto B,-4.674,0.412,3.756,-8.693,216.311,-8.992,0.859,0.939,7.204,3.682,126.062,-15.392
20190930-1247-FRANKFURT_2-01-223,Rudi,-6.415,2.568,8.719,91.42,-124.047,325.217,-4.425,-3.177,4.348,92.063,156.06,247.735
20190930-1247-FRANKFURT_2-01-271,Salto C,-6.354,0.817,2.951,-1.525,245.641,-25.372,2.41,0.418,5.69,9.981,131.697,13.499
20191007-1150-FRANKFURT_2-01-120,Rudi,-12.183,3.98,8.388,69.98,-158.941,445.135,-6.877,-2.558,4.267,57.654,194.945,273.434
0609-4-01-518,Barani C,-2.713,0.42,4.48,-20.718,-164.721,133.504,0.636,-1.086,5.015,-24.11,125.893,105.878
20191007-1159-FRANKFURT_1-01-385,Barani C,-4.83,-0.463,4.482,3.708,-193.314,145.06,-2.053,-2.2,6.347,-38.674,184.614,63.22
20191007-1534-FRANKFURT_2-01-95,Schraubensalto A,-4.833,0.267,6.991,117.288,54.224,241.635,-3.393,-1.311,2.199,-19.558,156.9,170.686
0609-4-01-412,Salto C,-2.016,-0.366,4.779,-5.002,245.203,5.506,3.49,-0.527,6.159,1.699,112.489,0.983
20190930-1153-FRANKFURT_1-01-238,Salto B,-6.841,0.61,0.831,38.167,238.295,6.182,1.629,-0.829,6.151,19.151,129.242,-12.883
0115-CHARI-05-133,1 3/4 Salto vw C,-16.886,-0.17,0.948,6.22,-384.071,14.724,-11.726,-0.398,2.22,7.599,-297.574,-1.29
20191001-1148-FRANKFURT_1-01-95,40/,0.058,-1.181,4.138,-17.189,230.638,-4.975,0.709,-1.036,5.678,-27.894,173.15,-18.246
20191008-1157-FRANKFURT_1-01-334,Salto A,-0.324,-0.49,3.96,-4.533,225.551,-2.291,-0.438,-0.328,5.401,-6.424,177.918,-24.736
0609-4-01-293,Salto C,-0.293,-0.152,3.397,-2.063,229.46,16.73,3.233,-0.204,5.963,7.974,128.562,4.7
20191007-1150-FRANKFURT_2-01-84,Barani A,0.085,2.186,3.922,-96.673,-135.69,135.671,-1.794,-1.903,0.602,-16.256,207.785,97.059
0609-4-01-379,Salto C,2.53,0.093,3.56,-19.358,193.012,-5.229,-0.621,-0.284,3.862,4.149,206.97,10.029
0115-JANEIKE-01-118,Fliffis- Rudi B,-25.481,1.952,2.347,-150.303,-456.848,-143.267,-17.309,3.124,-1.714,-37.439,39.856,-464.597
0609-1-01-778,Bauchsprung,0.989,-0.316,9.533,-3.271,-56.454,-8.433,8.228,-0.116,5.282,5.727,14.047,-2.63
20191007-1150-FRANKFURT_2-01-132,Rudi,-10.822,4.898,7.199,47.339,-135.781,438.174,-8.704,-2.477,2.366,47.988,201.708,299.554
20191007-1150-FRANKFURT_2-01-141,Salto A,-0.626,0.155,4.648,10.979,217.688,-8.028,-0.114,-0.669,3.192,11.122,193.043,-3.016
0110-MORITZ-01-97,Fliffis B,-22.114,-0.963,4.621,-11.865,-518.92,-12.008,-6.579,-0.793,-0.737,29.476,165.774,-170.891
0115-MORITZ-03-163,Fliffis aus B,-17.78,-0.883,1.087,-40.451,-396.757,-39.293,-2.806,1.246,-2.918,118.255,166.199,-115.768
0827-BK2-01-65,Salto B,-4.111,0.8,4.079,2.081,220.497,-2.199,1.502,0.482,6.285,-1.21,115.959,-2.733
20191007-1150-FRANKFURT_2-01-151,Salto A,-0.812,-0.111,4.802,9.695,199.229,-4.083,-0.493,-0.673,3.55,8.124,203.119,4.11
0115-MORITZ-03-178,Fliffis aus B,-17.942,-0.454,0.391,-21.708,-377.744,-35.708,-2.67,1.821,-3.877,127.401,182.465,-107.228
20191008-1157-FRANKFURT_1-01-215,Fliffis C,-32.459,-4.835,-2.803,81.151,-602.198,39.151,-5.775,-1.164,-0.98,-58.767,162.571,187.447
0609-4-01-277,Salto C,-0.994,-0.055,3.808,-1.68,231.109,13.117,2.763,-0.499,5.957,-1.506,130.076,-3.48
20191008-1207-FRANKFURT_2-01-144,Schraubensalto A,-2.481,0.539,7.079,112.137,51.452,218.886,-3.477,-2.125,2.687,-13.282,156.458,203.342
0609-1-01-878,Bauchsprung,0.866,-0.364,9.563,2.54,-56.347,-10.711,8.668,-0.227,4.862,0.609,6.508,4.598
20191007-1534-FRANKFURT_2-01-140,1 3/4 Salto vw B,-16.378,1.313,2.723,-27.663,-491.156,85.091,-20.267,-0.601,-4.985,-22.142,-281.355,10.496
0827-BK2-01-61,Salto B,-3.819,0.668,4.483,12.564,213.559,-7.558,1.362,0.76,6.649,0.595,117.64,-4.673
0115-MORITZ-03-128,Salto C,-2.283,-0.71,4.167,-6.248,210.846,8.947,2.525,-1.102,5.954,-0.615,121.547,2.614
20191001-1148-FRANKFURT_1-01-140,43/,-8.792,2.473,7.089,79.98,-148.861,465.451,-4.396,-2.242,5.398,-2.719,175.28,210.728
0115-CHARI-05-182,1 3/4 Salto vw C,-17.458,-0.791,-0.784,22.759,-394.264,1.984,-10.965,0.819,0.949,5.784,-289.735,3.736
20190930-1247-FRANKFURT_2-01-111,Schraubensalto,-0.996,0.561,6.906,131.914,86.425,203.63,-3.435,-2.295,2.656,-29.573,147.059,212.052
0115-MORITZ-03-11,Salto C,-3.374,-0.719,4.073,-5.228,215.759,17.868,3.308,-1.239,6.111,5.832,107.755,1.783
20191007-1524-FRANKFURT_1-01-59,Barani A,-2.052,1.776,3.949,-99.031,-162.396,112.397,-2.715,-1.92,2.919,-37.839,181.924,123.778
20190930-1153-FRANKFURT_1-01-239,Barani A,0.096,0.574,4.831,-83.849,-117.991,106.108,0.17,-1.857,3.291,-50.238,138.799,105.343
0609-4-01-494,Fliffis B,-17.711,1.512,3.077,-13.062,-391.794,87.894,-5.379,-1.805,-3.575,-91.235,211.124,151.447
20191007-1150-FRANKFURT_2-01-152,Rudi,-9.252,4.401,6.43,33.746,-116.12,418.467,-7.62,-2.083,2.55,58.625,167.84,308.031
0609-1-01-41,Salto C,-4.441,0.448,2.8,13.165,270.99,-2.737,2.774,-0.318,6.847,8.341,98.759,-2.254
0609-1-01-773,Bauchsprung,0.354,0.112,9.778,-6.734,-52.497,-2.081,8.347,-0.1,4.885,-2.492,7.438,-8.126
20191008-1157-FRANKFURT_1-01-332,Salto B,-2.659,-0.44,1.494,30.169,225.508,0.215,-0.431,0.167,5.977,-0.967,160.747,-32.456
20191007-1534-FRANKFURT_2-01-78,Salto A,1.036,-0.057,4.253,-19.264,221.628,-22.248,-0.674,0.136,4.986,-15.818,199.628,-22.103
0827-BK1-01-4,Salto C,-4.676,-0.159,3.838,4.161,234.714,5.658,2.08,-0.48,6.402,2.454,121.939,2.722
0609-4-01-189,Schraubensalto C,-4.421,-0.108,7.694,109.994,30.739,300.159,-1.186,-0.982,3.886,-1.273,164.413,121.823
0115-MORITZ-03-25,Salto C,-1.525,-0.953,6.506,-2.852,167.558,-1.266,1.791,-1.466,6.016,-15.223,162.824,2.546
0609-4-01-110,Schraubensalto C,-2.744,0.318,7.241,112.356,23.769,256.067,0.315,-1.981,2.842,-43.567,136.123,140.398
20191008-1157-FRANKFURT_1-01-54,Salto A,-0.44,-0.397,4.243,-16.87,213.986,-13.22,-0.964,-0.48,5.317,-16.052,184.65,-7.383
20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,-31.79,2.564,-10.815,-22.063,-575.373,186.125,-20.12,-6.132,8.397,289.359,177.124,537.318
20191008-1157-FRANKFURT_1-01-368,Barani A,-0.587,0.951,4.132,-71.158,-135.463,140.962,-3.245,-1.725,4.605,-25.716,214.648,64.177
0609-4-01-233,Schraubensalto C,-4.245,-0.24,6.991,104.506,41.635,305.205,-1.408,-0.976,4.377,-9.102,163.672,116.285
20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,-0.131,0.516,6.063,0.157,135.576,-23.567,7.199,0.986,1.967,21.352,180.437,-37.422
0110-MORITZ-01-48,Doppelsalto C,-21.191,-1.979,3.275,-21.084,404.86,4.315,-7.687,-0.49,2.089,19.549,324.692,5.28
0110-MORITZ-01-127,Voll- ein- voll- aus B,-26.085,3.693,5.243,-380.884,-26.988,-483.441,-10.544,0.899,-2.122,-14.288,61.051,-211.816
0609-1-01-97,Von Bauch in Stand,9.249,-0.043,4.954,11.475,7.049,8.285,3.787,-0.537,7.513,-2.435,45.541,-4.812
20191008-1207-FRANKFURT_2-01-172,Barani A,-1.323,0.991,3.295,-112.903,-138.274,111.359,-3.328,-0.807,4.429,-31.118,183.544,106.769
20190930-1153-FRANKFURT_1-01-219,Salto A,0.029,-0.546,5.828,14.082,180.143,2.356,-0.136,-0.906,3.87,17.506,175.605,4.862
20191007-1524-FRANKFURT_1-01-164,Doppelsalto B,-21.303,2.256,-7.582,44.847,434.98,-21.899,-10.896,1.174,-1.31,69.0,382.936,-18.67
0115-MORITZ-03-86,Doppelsalto B,-19.774,-2.472,6.651,-19.257,367.559,10.155,-14.989,-1.428,-2.678,-5.446,402.938,-0.556
20190930-1247-FRANKFURT_2-01-153,Schraubensalto,-1.082,0.221,7.966,110.201,90.076,175.249,-0.396,-2.545,1.881,-13.222,96.779,226.232
0609-4-01-566,Barani C,-3.633,0.883,5.331,-13.443,-188.757,136.164,0.941,-0.931,4.663,-26.847,115.216,122.702
20191008-1157-FRANKFURT_1-01-281,3/4 Salto vw A,1.452,-0.198,7.632,-4.192,-78.894,6.188,-12.934,0.1,1.573,-0.509,-235.231,13.399
0609-1-01-808,Doppelsalto C,-22.451,-1.398,-3.37,-9.111,437.52,-16.048,-12.93,-0.339,-4.646,11.537,410.932,-12.297
0609-1-01-796,Bauchsprung,1.704,-0.314,9.322,-1.966,-34.806,1.605,8.137,-0.116,3.631,-5.899,-8.949,-5.603
20191008-1207-FRANKFURT_2-01-28,Salto A,-2.667,0.491,4.269,15.521,187.998,-30.614,-1.47,0.068,5.652,16.067,206.264,-5.48
0827-BK2-02-25,Salto C,-5.811,0.83,3.888,10.411,252.847,-32.638,1.641,0.508,6.735,8.932,110.732,-19.287
20191008-1157-FRANKFURT_1-01-367,Salto B,-4.906,-0.578,1.46,-15.821,213.877,-7.079,-0.508,-0.272,7.228,-0.242,178.705,-10.36
0609-1-01-874,Doppelsalto C,-23.82,-0.978,-4.243,-1.39,461.97,-19.282,-10.361,0.455,-3.267,34.142,363.812,-19.692
0115-JANEIKE-01-19,Salto B,-3.824,-0.092,2.604,11.916,233.579,-12.495,2.498,-0.001,6.372,31.986,138.886,-12.33
20190930-1153-FRANKFURT_1-01-108,Doppelsalto C,-22.528,1.09,-2.602,20.54,399.883,22.063,-11.227,0.374,-2.707,19.931,366.936,18.656
20190930-1616-FRANKFURT_1-01-295,Barani A,-0.309,1.327,4.839,-109.361,-114.384,104.49,-0.668,-1.031,3.202,-65.517,160.722,78.353
20190930-1247-FRANKFURT_2-01-110,Barani C,-4.616,2.161,4.74,-57.071,-195.807,89.92,1.375,-1.545,4.283,-75.268,104.43,103.69
20191007-1159-FRANKFURT_1-01-61,Salto C,-3.083,-0.236,3.419,3.517,211.559,15.421,-2.764,0.138,5.818,20.052,215.92,-7.528
20191007-1150-FRANKFURT_2-01-222,Fliffis B,-31.698,4.301,1.593,-78.844,-614.247,40.497,-9.808,2.33,-0.702,35.962,145.136,225.901
0609-1-01-846,Doppelsalto C,-23.87,-1.511,-4.686,-7.694,450.43,-31.045,-12.748,-0.951,-3.822,12.31,395.177,-24.179
0609-4-01-135,Schraubensalto C,-5.019,-1.09,6.759,106.056,45.933,322.422,-1.016,-0.973,5.299,-8.038,155.42,111.116
0609-1-01-532,Salto C,-4.164,0.243,3.069,16.049,259.149,-12.871,2.069,-0.176,6.185,4.252,122.352,-10.672
20191008-1207-FRANKFURT_2-01-252,Salto B,-7.348,0.27,0.87,15.218,224.256,-10.365,0.213,-0.152,7.317,27.454,165.358,-11.297
0609-4-01-180,Schraubensalto C,-4.037,-0.162,7.737,108.031,35.736,289.286,-0.575,-1.197,3.879,-25.157,158.137,125.266
0609-1-01-262,Von Bauch in Stand,9.071,0.467,5.143,8.161,4.189,-2.614,4.005,0.225,7.138,2.537,38.671,11.138
20191008-1207-FRANKFURT_2-01-229,Salto A,-2.262,-0.025,3.896,12.119,186.657,-14.291,-3.952,-0.508,4.314,8.929,233.255,-23.992
20191008-1157-FRANKFURT_1-01-319,Salto B,-4.745,-1.16,1.546,10.069,209.146,-9.285,-0.746,-0.381,6.485,-22.798,182.007,-17.57
20191001-1148-FRANKFURT_1-01-123,41°,-4.752,0.336,3.722,-24.306,-212.31,156.905,-2.371,-1.541,5.95,2.0,196.682,66.949
0609-1-01-751,Doppelsalto C,-22.264,-0.95,-3.903,-5.033,460.955,-6.035,-7.279,0.367,-3.462,33.322,350.672,-14.374
20191001-1202-FRANKFURT_2-01-143,Salto A,-1.156,-0.951,4.426,-3.906,-220.917,-12.426,2.592,-1.162,2.61,-18.13,-226.24,-15.195
0609-1-01-245,Von Bauch in Stand,9.021,0.578,5.981,-1.454,-2.634,2.591,3.587,-0.294,7.115,3.318,44.385,6.759
0609-1-01-106,Von Bauch in Stand,9.659,-0.941,5.627,8.339,2.85,-1.159,3.328,-0.54,7.385,-6.178,46.889,5.013
0609-1-01-428,Doppelsalto B,-16.836,-0.734,0.432,-16.737,413.355,-18.575,-6.961,0.152,-3.027,40.455,337.61,-10.155
0115-JANEIKE-01-139,Fliffis- Rudi B,-30.217,2.468,1.526,-185.568,-487.616,-170.456,-20.028,3.901,-2.23,-45.207,58.101,-484.565
0115-MORITZ-03-84,1/2 ein 1/2 aus C,-18.384,6.257,-4.138,-282.655,-170.362,-96.738,-2.356,0.77,-1.876,107.22,189.787,-122.441
0609-1-01-836,Bauchsprung,1.189,-0.042,9.652,-1.153,-48.712,0.05,8.272,0.033,4.846,1.423,1.894,-3.216
20191008-1207-FRANKFURT_2-01-343,Salto C,-6.443,3.279,2.663,44.36,265.415,-38.187,0.987,1.272,6.069,29.521,141.252,-35.028
0115-MORITZ-03-98,Salto C,-3.431,-0.921,4.093,-0.061,222.912,12.668,2.92,-1.218,6.021,11.785,102.161,8.014
0115-CHARI-05-22,Doppelsalto B,-17.29,1.308,3.112,1.992,364.297,-2.043,-9.906,0.982,-4.48,-17.176,361.923,-15.439
0609-4-01-388,Fliffis B,-17.114,0.996,3.953,1.718,-397.946,60.243,-4.47,-1.205,-3.534,-92.411,171.056,159.905
