SprungID,Sprungtyp,avg_Acc_N_Fil,avg_Gyro_x_R,avg_Gyro_y_R,avg_Gyro_z_R,avg_Gyro_x_Fil,avg_Gyro_y_Fil,avg_Gyro_z_Fil
20190930-1616-FRANKFURT_1-01-363,1 3/4 Salto vw B,25.046,-0.885,-332.685,12.583,-0.709,-332.29,12.19
20190930-1153-FRANKFURT_1-01-227,Strecksprung,10.747,-1.674,-1.246,4.076,-1.831,-1.295,3.92
20191007-1159-FRANKFURT_1-01-228,Barani B,17.526,16.478,-20.86,119.165,16.455,-21.085,119.167
0609-4-01-138,Schraubensalto C,17.578,38.269,94.059,213.795,38.16,94.107,213.676
20191007-1534-FRANKFURT_2-01-121,1 3/4 Salto vw B,28.593,-15.351,-409.348,42.882,-14.989,-409.408,43.601
20191007-1159-FRANKFURT_1-01-308,Grätschwinkel,14.404,-5.346,-2.22,4.513,-4.806,-2.135,4.411
20191008-1157-FRANKFURT_1-01-261,Salto C,16.821,-5.949,208.119,-1.625,-5.97,207.877,-0.943
0609-1-01-629,Von Bauch in Stand,10.896,4.337,21.925,10.994,4.06,22.054,10.601
0609-4-01-213,Schraubensalto C,14.792,41.793,103.284,227.189,41.705,101.868,226.704
0609-4-01-576,Barani C,17.179,-1.867,-31.98,123.61,-1.929,-31.702,123.445
20190930-1247-FRANKFURT_2-01-109,Salto B,19.168,6.294,196.006,-1.881,6.192,195.513,-1.708
20191008-1207-FRANKFURT_2-01-92,Schraubensalto A,16.595,39.352,86.605,200.075,39.315,85.673,199.533
20191008-1157-FRANKFURT_1-01-322,Grätschwinkel,13.246,-5.294,0.537,-0.412,-5.222,1.375,-0.011
20190930-1616-FRANKFURT_1-01-42,Barani C,15.537,-74.314,-58.493,104.503,-74.02,-59.059,104.314
20191007-1524-FRANKFURT_1-01-218,Salto A,15.59,25.293,210.073,-16.777,25.299,209.609,-15.91
0827-BK2-02-59,Salto B,18.412,12.236,177.954,-27.286,12.095,177.82,-27.247
20191008-1207-FRANKFURT_2-01-230,Schraubensalto A,16.607,15.732,88.071,203.867,15.495,87.658,203.713
0609-1-01-425,Doppelsalto B,27.767,11.641,375.109,-14.385,11.82,374.839,-14.302
20191007-1150-FRANKFURT_2-01-132,Rudi,22.141,47.524,32.19,370.991,47.144,32.059,369.546
0609-1-01-876,Von Bauch in Stand,10.846,-2.005,23.868,-0.259,-1.96,23.85,0.088
20191003-1152-FRANKFURT_1-01-121,Strecksprung,10.886,-0.115,0.571,1.825,-0.147,0.535,1.599
0609-4-01-294,Fliffis C,29.869,-27.775,-160.123,125.807,-27.613,-160.308,125.601
0609-4-01-235,Schraubensalto C,16.367,41.738,89.77,216.04,41.573,89.269,215.821
20191007-1159-FRANKFURT_1-01-145,Strecksprung,9.851,-4.504,-5.7,-6.138,-4.46,-5.758,-6.098
20190930-1616-FRANKFURT_1-01-274,Barani C,15.887,-76.934,-50.813,117.834,-76.972,-50.396,117.304
0609-1-01-550,Strecksprung,11.143,-0.311,11.362,2.104,-0.36,11.565,2.141
0609-4-01-308,Salto C,13.369,6.661,183.058,3.208,6.501,181.966,3.177
20191008-1157-FRANKFURT_1-01-386,Salto B,17.545,0.308,194.984,-13.327,0.851,194.454,-13.119
20191001-1148-FRANKFURT_1-01-73,Salto rw B,19.712,14.562,201.84,-4.208,14.877,201.852,-4.206
20190930-1616-FRANKFURT_1-01-155,Strecksprung,10.673,1.792,-1.553,-0.037,1.977,-1.633,0.138
0827-BK1-01-111,Salto A,14.285,6.88,176.78,0.928,6.901,176.346,1.066
0609-4-01-568,Barani C,16.944,-12.034,-27.129,117.087,-12.163,-27.186,117.044
20191007-1150-FRANKFURT_2-01-177,Strecksprung,11.346,-0.478,4.009,-1.008,-0.479,4.041,-1.12
0609-1-01-670,Bauchsprung,10.835,-3.209,-20.921,-4.628,-3.113,-21.358,-4.492
0827-BK2-01-65,Salto B,17.207,0.106,167.836,-2.575,0.276,167.617,-2.795
20191001-1202-FRANKFURT_2-01-91,Barani A,18.006,49.911,-34.687,109.811,49.608,-34.173,111.182
20191001-1148-FRANKFURT_1-01-188,Strecksprung,12.256,1.21,4.127,7.259,1.257,4.246,7.083
20190930-1616-FRANKFURT_1-01-200,Fliffis C,32.721,-49.268,-192.404,86.448,-49.569,-191.599,86.628
20191008-1207-FRANKFURT_2-01-39,Salto A,13.968,24.089,207.589,-19.233,23.848,207.164,-18.166
20190930-1616-FRANKFURT_1-01-26,Salto C,16.73,0.931,199.968,14.585,0.937,199.99,14.66
0609-4-01-49,Salto C,16.693,-6.545,220.607,0.944,-6.59,220.755,1.065
20191007-1534-FRANKFURT_2-01-91,Salto B,18.997,4.926,206.164,-13.339,4.625,206.375,-13.516
0827-BK2-01-18,Strecksprung,11.368,-3.798,3.086,-14.698,-3.828,3.362,-14.661
0609-1-01-886,Bauchsprung,11.342,1.061,-20.392,-3.224,1.118,-20.651,-3.165
20191007-1150-FRANKFURT_2-01-166,Grätschwinkel,13.707,0.21,11.077,10.157,0.526,10.617,10.637
20191007-1159-FRANKFURT_1-01-366,Barani A,14.569,-35.273,54.522,102.783,-35.132,53.656,102.523
0609-1-01-538,Salto C,16.058,17.13,190.059,-7.383,17.143,190.112,-7.342
20191008-1157-FRANKFURT_1-01-370,Rudi,18.542,63.52,21.186,341.405,63.301,20.912,341.524
20191007-1534-FRANKFURT_2-01-90,Fliffis B,31.461,-11.513,-230.676,153.977,-11.35,-230.889,153.718
20191008-1157-FRANKFURT_1-01-71,Strecksprung,11.61,-3.793,6.58,3.446,-3.954,7.021,3.714
0609-1-01-366,Salto C,16.802,8.75,193.288,-10.108,8.594,193.443,-10.215
0609-1-01-789,Von Bauch in Stand,10.402,6.063,24.876,5.438,5.773,25.467,5.253
0609-4-01-17,Strecksprung,13.488,1.256,-5.811,4.485,1.396,-4.96,4.478
0609-1-01-530,Doppelsalto B,25.361,14.697,368.281,-7.764,14.849,367.4,-7.828
0827-BK2-02-131,Salto A,14.709,1.061,182.417,-38.032,0.828,182.061,-37.5
0609-4-01-128,Strecksprung,10.944,1.009,11.365,3.342,1.073,11.399,3.441
0609-1-01-130,Doppelsalto C,30.785,10.263,396.585,-15.098,10.397,395.807,-15.362
0609-1-01-324,Doppelsalto B,26.384,1.345,372.819,-9.977,1.59,371.93,-9.77
0609-4-01-361,Salto C,13.457,1.834,181.437,8.928,1.737,180.06,8.938
20191008-1157-FRANKFURT_1-01-239,Salto A,15.69,-10.179,202.266,-12.036,-10.101,201.744,-12.222
0609-4-01-341,Fliffis B,29.503,-49.904,-84.218,133.446,-49.772,-84.347,133.217
0609-4-01-177,Schraubensalto C,16.392,45.072,99.382,212.243,44.885,99.103,212.013
20191007-1150-FRANKFURT_2-01-196,Fliffis B,33.729,3.052,-235.523,122.103,3.076,-235.062,122.021
0609-4-01-21,Salto C,12.821,3.099,178.63,3.085,3.108,177.367,2.979
0609-4-01-548,Barani C,18.1,-6.019,-44.841,123.521,-5.978,-44.722,123.685
0609-1-01-892,Bauchsprung,12.483,-3.445,-22.905,-6.439,-3.329,-22.78,-6.394
20191001-1148-FRANKFURT_1-01-141,Grätschwinkel,14.108,-7.259,1.648,-0.221,-6.545,1.029,0.253
20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,16.599,18.867,204.751,-18.2,19.845,202.099,-19.184
20191001-1148-FRANKFURT_1-01-194,Strecksprung,11.125,-2.318,0.798,3.078,-2.236,0.474,2.828
0609-1-01-254,Strecksprung,10.716,0.165,8.216,1.126,0.067,8.833,0.847
0115-CHARI-05-50,Salto B,17.42,-5.691,173.533,-12.95,-5.358,172.808,-12.884
0609-1-01-697,Bauchsprung,11.548,-2.333,-25.156,-4.674,-2.174,-25.076,-4.874
20191007-1150-FRANKFURT_2-01-58,Grätschwinkel,14.147,5.104,9.704,4.161,4.827,10.537,4.322
0609-4-01-398,Fliffis B,28.118,-42.393,-138.502,132.241,-42.851,-139.126,132.134
0609-1-01-198,Von Bauch in Stand,12.679,5.361,27.257,7.343,5.341,27.93,6.988
0115-CHARI-05-40,Doppelsalto B,28.918,15.076,368.459,-2.929,14.987,367.905,-3.151
20191007-1524-FRANKFURT_1-01-94,Salto B,19.847,9.092,216.915,-22.092,9.602,217.406,-23.434
0609-4-01-471,Fliffis B,29.456,-42.113,-100.747,124.712,-42.132,-100.806,124.731
0115-JANEIKE-01-16,Salto B,17.855,17.745,188.728,-3.034,17.71,188.199,-2.425
0609-4-01-450,Fliffis B,30.554,-49.614,-54.628,126.862,-49.666,-53.979,126.707
20191007-1159-FRANKFURT_1-01-415,Grätschwinkel,16.455,1.716,-5.79,0.263,1.682,-6.113,0.672
20191001-1202-FRANKFURT_2-01-65,Barani A,17.463,57.625,-24.709,107.309,58.016,-25.233,107.115
20190930-1616-FRANKFURT_1-01-273,Doppelsalto C,31.939,20.484,376.502,5.538,20.5,375.918,5.867
20191007-1159-FRANKFURT_1-01-11,Salto C,18.977,-8.375,212.053,12.756,-8.345,211.492,12.716
0827-BK2-02-44,Salto C,16.487,3.219,183.394,-35.751,3.237,182.967,-35.657
0827-BK2-01-112,Salto A,14.317,5.995,171.436,-17.282,5.981,170.83,-17.198
0609-1-01-13,Salto C,15.834,22.927,188.297,-8.031,22.722,188.482,-8.117
0827-BK2-01-109,Strecksprung,13.01,-4.903,-2.783,-12.421,-5.066,-2.142,-12.355
20191001-1202-FRANKFURT_2-01-129,Salto A,16.404,-5.336,-211.647,-9.916,-5.295,-210.389,-9.325
0609-4-01-285,Salto C,13.655,0.18,181.887,5.598,0.055,180.694,5.608
20190930-1247-FRANKFURT_2-01-223,Rudi,18.902,91.332,16.03,284.742,91.157,16.51,285.127
0609-1-01-470,Salto C,15.753,17.155,190.95,-9.044,17.185,191.116,-9.042
0609-1-01-189,Von Bauch in Stand,13.481,4.216,25.055,-0.038,4.019,24.957,0.039
20190930-1153-FRANKFURT_1-01-142,Barani A,16.699,-65.289,1.025,100.622,-65.513,1.479,100.79
0827-BK2-02-61,Salto B,18.062,0.689,177.492,-26.643,0.535,177.355,-26.658
20190930-1247-FRANKFURT_2-01-296,Strecksprung,10.651,-1.169,5.917,-0.954,-1.002,5.833,-0.778
20191008-1207-FRANKFURT_2-01-28,Salto A,15.631,15.871,197.138,-17.956,15.716,196.777,-17.88
20191007-1524-FRANKFURT_1-01-195,Doppelsalto B,32.518,40.096,402.879,-27.424,39.791,403.105,-27.31
20191007-1524-FRANKFURT_1-01-278,Fliffis- Rudi C,41.94,67.979,-190.201,388.246,67.459,-192.303,388.207
20190930-1247-FRANKFURT_2-01-86,Barani C,18.682,-59.671,-67.015,109.605,-59.424,-66.617,109.415
20191007-1534-FRANKFURT_2-01-30,Barani A,16.172,-72.164,40.035,116.06,-72.007,39.433,115.717
20190930-1616-FRANKFURT_1-01-182,Doppelsalto B,30.199,18.561,380.567,-11.055,18.172,379.497,-11.262
0609-1-01-780,Von Bauch in Stand,10.917,2.009,21.019,6.799,2.032,21.127,6.216
20190930-1616-FRANKFURT_1-01-344,Barani A,15.22,-82.407,25.376,86.136,-82.424,25.69,86.358
20191001-1148-FRANKFURT_1-01-136,Strecksprung,10.943,-1.934,4.15,10.398,-1.921,3.864,10.082
20191007-1159-FRANKFURT_1-01-36,Salto C,19.795,10.394,199.859,-1.514,10.824,200.152,-1.686
20191008-1157-FRANKFURT_1-01-84,Strecksprung,10.795,-6.033,1.902,0.772,-5.994,1.725,0.857
0115-CHARI-05-75,Salto B,16.163,-1.047,176.247,-16.461,-1.021,175.341,-16.423
0609-1-01-621,Bauchsprung,12.147,-4.869,-20.576,-2.573,-4.708,-20.611,-2.121
0827-BK1-01-32,Salto C,15.937,5.83,175.898,3.005,5.678,175.718,2.928
20191008-1157-FRANKFURT_1-01-263,Baby- Fliffis C,22.776,-26.213,-47.257,116.056,-26.485,-47.751,115.972
20191007-1159-FRANKFURT_1-01-230,Barani A,18.403,-15.63,38.671,97.698,-15.74,39.169,97.18
0609-4-01-521,Strecksprung,10.684,-1.259,-0.413,1.046,-1.139,-0.595,1.221
0609-1-01-518,Salto C,16.933,20.936,187.167,-9.003,20.802,187.391,-9.021
20191007-1159-FRANKFURT_1-01-292,Salto A,13.808,-3.38,208.646,-2.501,-3.38,207.552,-2.546
0609-1-01-242,Von Bauch in Stand,11.632,1.11,21.065,5.196,1.072,21.609,4.683
0115-MORITZ-03-100,Doppelsalto B,27.606,1.956,346.834,18.47,1.964,346.215,18.554
20191001-1148-FRANKFURT_1-01-238,Strecksprung,9.497,-0.302,-0.511,2.676,-0.384,-0.51,2.354
20191008-1207-FRANKFURT_2-01-140,Grätschwinkel,14.366,-0.293,8.084,5.602,-0.462,9.339,5.147
20190930-1247-FRANKFURT_2-01-264,Cody C,22.07,-8.908,208.519,1.715,-9.316,209.354,1.89
20191007-1159-FRANKFURT_1-01-305,Barani A,17.844,-53.19,34.857,102.84,-53.023,35.527,103.009
20190930-1247-FRANKFURT_2-01-341,Salto A,14.982,3.765,186.258,-10.14,3.537,185.885,-9.779
20191007-1534-FRANKFURT_2-01-92,Fliffis C,38.336,-42.986,-217.231,137.491,-42.881,-217.055,138.122
0609-1-01-724,Bauchsprung,10.351,-5.298,-21.54,-2.394,-4.962,-21.709,-2.748
0609-1-01-291,Salto C,16.357,15.38,230.139,-8.18,15.415,229.441,-7.993
20190930-1247-FRANKFURT_2-01-76,Salto C,17.521,0.331,191.585,3.762,0.085,191.118,3.898
20191001-1202-FRANKFURT_2-01-197,Salto A,15.815,-13.149,-224.257,-8.591,-13.029,-223.901,-8.391
20191007-1150-FRANKFURT_2-01-236,Salto A,15.4,26.239,214.826,8.768,26.243,214.498,8.327
0609-1-01-895,Strecksprung,10.038,-0.603,-1.552,0.527,-0.594,-1.267,0.205
20191003-1152-FRANKFURT_1-01-146,Fliffis C,35.65,83.297,-242.652,-104.552,83.479,-242.489,-104.997
0609-1-01-672,Doppelsalto C,32.648,26.116,429.342,-26.104,26.199,428.795,-25.858
0115-MORITZ-03-12,Voll- ein- Rudi- aus B,35.201,-282.345,-67.939,-384.156,-282.149,-67.716,-383.921
20191007-1524-FRANKFURT_1-01-268,Fliffis B,35.806,-42.457,-243.329,141.563,-42.125,-240.654,142.908
20191007-1159-FRANKFURT_1-01-34,Salto C,18.956,-13.53,200.604,-1.061,-13.421,200.774,-1.02
20191007-1524-FRANKFURT_1-01-232,Fliffis- Rudi B,38.846,107.766,-222.517,334.029,107.2,-223.7,334.657
20191008-1157-FRANKFURT_1-01-21,Salto A,14.49,-9.071,207.065,-3.807,-9.012,206.123,-3.701
20191008-1157-FRANKFURT_1-01-243,Salto C,16.162,5.049,203.016,-10.177,4.915,201.556,-11.202
20190930-1616-FRANKFURT_1-01-313,Barani C,18.444,-67.624,-61.651,99.692,-67.395,-61.779,99.445
20191008-1157-FRANKFURT_1-01-238,Barani A,16.636,-46.289,43.144,105.586,-46.172,43.588,105.884
0115-MORITZ-03-54,Strecksprung,11.193,-1.241,-0.744,6.191,-1.261,-0.733,6.182
0827-BK2-02-127,Salto A,13.197,11.621,179.608,-21.561,11.677,179.519,-21.55
20190930-1616-FRANKFURT_1-01-258,Barani A,15.035,-94.32,1.216,106.545,-93.641,1.235,106.242
0827-BK2-01-4,Salto C,16.111,6.824,172.835,-6.823,6.858,172.535,-6.72
0609-1-01-765,Bauchsprung,10.201,-3.954,-19.882,-5.053,-3.743,-20.107,-5.168
0609-1-01-54,Strecksprung,9.888,0.26,1.435,-6.181,0.203,1.292,-6.145
20191007-1524-FRANKFURT_1-01-93,Fliffis- Rudi C,41.695,130.331,-174.767,371.118,129.785,-179.413,368.791
20191001-1202-FRANKFURT_2-01-25,Cody C,22.666,-29.997,-249.35,-5.667,-29.85,-250.087,-4.874
20191008-1207-FRANKFURT_2-01-147,Baby- Fliffis C,21.398,-48.644,-17.813,128.625,-48.843,-16.884,130.574
0115-MORITZ-03-188,Salto C,15.552,10.946,164.873,7.539,10.867,164.362,7.309
0609-1-01-150,Doppelsalto C,30.919,16.238,395.971,-14.785,16.275,395.477,-14.997
0609-1-01-716,Doppelsalto C,30.362,24.299,401.004,-15.947,24.248,400.381,-15.849
0609-1-01-517,Strecksprung,10.584,0.588,7.626,2.928,0.658,7.769,3.025
0609-4-01-612,Barani C,18.223,-4.323,-46.089,137.806,-4.281,-45.86,137.747
20191007-1150-FRANKFURT_2-01-133,Salto C,16.988,29.19,208.293,-13.622,29.333,207.841,-12.446
20191001-1148-FRANKFURT_1-01-48,Strecksprung,11.077,0.678,-1.918,0.731,0.985,-2.094,0.794
0115-CHARI-05-9,Salto B,18.276,-4.491,175.963,-13.702,-4.428,176.152,-13.624
20191001-1148-FRANKFURT_1-01-112,Grätschwinkel,11.137,4.489,-1.327,7.945,4.658,-2.705,8.005
0115-JANEIKE-01-26,Strecksprung,12.3,1.287,3.054,-1.677,1.293,3.241,-1.736
0609-1-01-829,Von Bauch in Stand,11.878,4.311,25.819,6.783,4.253,26.175,6.472
20191008-1207-FRANKFURT_2-01-202,Salto C,19.258,14.468,201.205,8.74,14.543,200.974,9.221
20191008-1157-FRANKFURT_1-01-19,Salto B,16.708,18.241,206.751,-6.152,18.081,206.002,-6.367
20191007-1524-FRANKFURT_1-01-113,Fliffis B,33.669,6.854,-227.727,145.486,5.955,-225.998,146.359
0609-1-01-747,Von Bauch in Stand,12.649,1.924,23.574,3.561,1.811,23.92,3.311
20190930-1616-FRANKFURT_1-01-135,Fliffis C,34.522,-40.807,-234.05,88.481,-40.838,-233.627,88.472
20190930-1247-FRANKFURT_2-01-230,Strecksprung,9.88,-0.485,0.629,2.302,-0.652,0.422,2.139
0609-1-01-468,Strecksprung,8.937,0.215,1.137,-2.939,0.124,1.171,-2.95
0609-4-01-540,Barani C,17.215,-24.383,-30.265,121.695,-24.479,-30.124,121.629
0827-BK2-01-34,Salto C,16.594,12.056,167.328,-7.682,12.062,167.027,-7.839
20191008-1157-FRANKFURT_1-01-387,Barani A,17.82,-38.238,53.072,102.464,-38.251,53.891,102.508
0609-1-01-520,Strecksprung,11.849,1.641,1.275,0.197,1.505,1.885,-0.163
0609-1-01-855,Von Bauch in Stand,11.171,2.81,23.025,1.3,2.716,23.552,1.573
0609-4-01-566,Barani C,16.629,-19.992,-37.125,129.782,-20.076,-37.242,129.651
20190930-1616-FRANKFURT_1-01-10,Salto C,18.246,-8.868,196.121,16.494,-8.896,196.116,16.41
0609-1-01-566,Doppelsalto B,28.618,8.934,374.861,-11.638,8.944,374.61,-11.325
0827-BK2-01-22,Salto C,16.227,0.542,164.69,-12.345,0.601,164.369,-12.42
0609-1-01-32,Fliffis C,30.652,34.605,-200.364,-103.795,34.941,-200.697,-103.394
20191001-1148-FRANKFURT_1-01-92,Fliffis aus C,36.227,28.618,-203.139,97.725,28.659,-200.819,99.012
20191007-1159-FRANKFURT_1-01-8,Salto C,16.659,4.23,208.401,7.568,4.292,208.243,7.59
0609-4-01-449,Salto C,12.779,-4.964,183.685,4.084,-4.978,182.468,4.066
0609-4-01-227,Schraubensalto C,17.252,30.071,94.084,206.558,30.01,93.668,206.602
20191007-1534-FRANKFURT_2-01-118,Schraubensalto A,18.206,40.102,105.401,190.104,40.354,105.517,190.679
0110-MORITZ-01-95,Fliffis- Rudi B,32.079,-185.496,-139.373,-184.078,-185.507,-138.882,-184.199
0115-JANEIKE-01-18,Salto B,17.703,22.049,185.682,-12.635,22.302,184.646,-12.642
20191001-1148-FRANKFURT_1-01-160,Salto rw A,15.181,-13.64,193.768,-11.774,-13.436,192.72,-10.32
20191001-1148-FRANKFURT_1-01-247,Salto rw A,13.944,-7.85,209.327,-3.909,-7.703,208.494,-4.427
0110-MORITZ-01-79,Doppelsalto B,26.196,-14.654,351.363,12.084,-14.79,350.517,12.221
0609-4-01-217,Schraubensalto C,17.501,34.351,95.132,205.787,34.223,94.873,205.678
0609-1-01-188,Bauchsprung,9.729,-1.762,-22.973,-4.072,-1.59,-22.654,-4.087
0609-1-01-609,Doppelsalto B,26.145,1.597,376.314,-13.657,1.55,376.033,-13.407
20191003-1152-FRANKFURT_1-01-42,3/4 Salto rw A,12.759,-10.552,171.17,9.668,-10.558,170.743,9.944
0115-JANEIKE-01-115,Fliffis- Rudi B,36.844,-94.102,-209.887,-303.295,-94.099,-208.848,-303.257
0110-MORITZ-01-15,1/2 ein 1/2 aus C,29.505,-144.843,-40.253,-123.319,-144.611,-40.831,-122.989
0110-JANEIKE-01-34,Strecksprung,9.697,-3.964,-9.208,-12.439,-3.896,-9.228,-12.4
0609-4-01-366,Salto C,14.169,0.438,181.062,4.17,0.12,179.764,4.387
0827-BK1-01-92,Salto B,17.565,-14.187,175.682,17.794,-14.216,175.574,17.642
0609-4-01-174,Schraubensalto C,14.262,52.494,101.746,219.646,52.212,100.73,219.103
20190930-1247-FRANKFURT_2-01-31,Salto B,19.224,8.012,197.255,-5.406,8.376,197.898,-5.347
0609-1-01-736,Bauchsprung,11.434,-0.791,-21.292,-5.838,-0.722,-21.522,-5.805
0609-1-01-502,Doppelsalto B,25.796,-3.198,372.874,-13.939,-3.062,371.94,-13.506
20191008-1207-FRANKFURT_2-01-311,Schraubensalto A,15.417,43.316,117.856,191.929,43.666,116.912,192.65
0827-BK2-02-35,Salto C,16.746,12.357,178.962,-31.359,12.312,178.838,-31.255
20190930-1616-FRANKFURT_1-01-56,Salto C,18.196,-4.416,199.154,5.007,-4.522,198.631,5.107
20191008-1207-FRANKFURT_2-01-368,Baby- Fliffis C,21.575,-16.839,-63.025,171.077,-17.439,-63.192,172.065
0609-4-01-243,Schraubensalto C,18.395,50.109,97.088,222.46,49.989,96.741,222.393
0609-1-01-20,Salto C,15.879,23.601,185.748,-12.338,23.589,185.315,-12.574
20191007-1159-FRANKFURT_1-01-247,Barani B,18.148,0.57,-13.515,107.014,0.786,-13.534,107.049
20191008-1207-FRANKFURT_2-01-265,Doppelsalto C,33.738,32.394,423.325,-34.379,32.219,422.286,-34.492
0115-CHARI-05-31,Doppelsalto B,28.152,-1.412,361.789,-10.672,-1.381,361.258,-10.72
0827-BK2-02-47,Salto C,15.806,9.389,182.921,-28.589,9.374,182.33,-28.236
20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B,25.333,-55.835,-349.355,77.38,-55.296,-349.134,76.719
0609-1-01-367,Doppelsalto B,26.119,12.402,378.643,-9.145,12.649,378.277,-9.052
0609-4-01-388,Fliffis B,25.649,-46.471,-120.472,114.156,-46.613,-121.296,114.184
0115-CHARI-05-83,Strecksprung,10.461,-4.284,-8.029,-13.269,-4.413,-7.967,-13.458
20191007-1150-FRANKFURT_2-01-157,Strecksprung,10.576,2.741,2.554,1.807,2.707,2.628,1.93
0827-BK1-01-119,Salto A,14.432,10.59,176.775,-1.724,10.369,176.53,-1.818
0827-BK2-02-41,Salto C,16.376,-2.852,182.308,-36.077,-2.885,182.151,-35.721
0609-1-01-260,Doppelsalto B,26.451,10.801,398.267,-5.293,10.738,397.254,-4.787
0609-1-01-784,Von Bauch in Stand,10.353,-0.599,15.679,4.448,-0.564,15.961,4.035
20191001-1148-FRANKFURT_1-01-56,Grätschwinkel,13.973,3.457,5.63,7.807,3.095,5.645,7.525
20191008-1157-FRANKFURT_1-01-198,Fliffis C,36.922,28.773,-183.445,101.808,28.977,-183.524,102.172
20190930-1153-FRANKFURT_1-01-126,Salto B,17.961,29.525,188.337,9.782,29.329,188.489,9.69
0827-BK1-01-121,Salto A,14.574,-2.938,180.322,-3.945,-3.091,179.748,-3.599
20191001-1148-FRANKFURT_1-01-23,Strecksprung,10.649,-3.355,-1.065,8.37,-3.425,-1.319,7.908
0609-4-01-323,Salto C,12.942,1.381,181.139,5.652,1.162,180.069,5.493
20191007-1159-FRANKFURT_1-01-416,Barani C,18.261,-29.805,-25.928,118.311,-29.71,-24.971,118.232
0827-BK2-01-81,Salto B,15.608,7.422,172.96,-13.642,7.501,172.552,-13.673
20190930-1616-FRANKFURT_1-01-123,Strecksprung,10.694,3.588,-1.217,2.781,3.48,-1.177,2.821
0609-1-01-833,Bauchsprung,11.777,0.349,-22.312,-1.004,0.338,-22.55,-1.319
20191001-1148-FRANKFURT_1-01-96,Rudi,20.853,136.293,29.894,321.727,135.9,28.911,320.535
20191007-1150-FRANKFURT_2-01-36,Strecksprung,9.635,1.949,1.149,-2.11,1.941,1.061,-1.948
0609-1-01-352,Doppelsalto B,28.49,2.834,388.722,-5.18,2.731,388.374,-4.918
20191008-1207-FRANKFURT_2-01-139,Cody C,20.815,11.592,239.481,-10.149,11.402,240.289,-11.767
0115-CHARI-05-149,1 3/4 Salto vw C,25.712,10.663,-337.232,1.952,10.592,-337.448,1.772
20190930-1247-FRANKFURT_2-01-78,Salto B,18.175,7.068,194.561,-2.755,6.874,194.208,-2.486
20190930-1153-FRANKFURT_1-01-74,Strecksprung,10.654,-3.051,0.263,1.722,-3.128,0.254,1.676
0609-1-01-93,Bauchsprung,8.545,-2.623,-26.647,-3.154,-2.569,-26.348,-3.033
20190930-1616-FRANKFURT_1-01-241,Doppelsalto B,31.595,6.925,382.863,-11.043,7.091,381.999,-11.424
20191008-1157-FRANKFURT_1-01-114,Barani A,18.089,-60.681,49.845,99.853,-60.533,50.568,100.209
0827-BK2-02-28,Salto C,17.447,7.934,177.329,-26.836,7.862,177.195,-26.76
20191007-1159-FRANKFURT_1-01-372,3/4 Salto vw A,12.4,3.992,-159.594,12.34,3.99,-159.285,12.492
0609-1-01-877,Doppelsalto C,34.039,4.195,429.401,-18.816,3.789,428.972,-18.626
0609-1-01-676,Von Bauch in Stand,12.797,8.937,21.605,4.747,8.754,22.06,4.682
0609-4-01-215,Schraubensalto C,16.629,49.137,106.382,216.695,48.892,105.901,216.457
20190930-1153-FRANKFURT_1-01-105,Salto A,19.568,17.935,179.384,1.211,17.844,179.778,1.167
20190930-1153-FRANKFURT_1-01-184,Rudi,20.842,-0.772,-11.221,317.058,-0.805,-10.787,316.635
0609-4-01-496,Salto C,13.533,2.5,187.947,10.516,2.339,186.932,10.424
20191007-1150-FRANKFURT_2-01-131,Salto A,16.716,8.006,206.953,-7.595,8.181,206.965,-7.173
20190930-1247-FRANKFURT_2-01-77,Barani C,17.379,-54.339,-35.713,103.343,-54.266,-35.405,103.002
20191001-1202-FRANKFURT_2-01-42,Cody C,22.396,-32.58,-250.707,-14.47,-32.411,-250.832,-12.816
0110-MORITZ-01-18,Fliffis aus C,31.526,18.509,-146.78,-95.966,18.495,-145.945,-96.139
0115-CHARI-05-76,Fliffis- Rudi B,34.132,99.892,-159.462,269.503,99.766,-159.387,269.886
20191007-1534-FRANKFURT_2-01-28,Barani A,16.517,-73.392,42.363,119.739,-73.52,41.958,119.022
20191001-1202-FRANKFURT_2-01-94,Salto C,17.709,-28.096,-204.78,-10.668,-27.971,-204.615,-9.575
0609-4-01-618,Barani C,19.198,-48.931,-33.876,101.637,-48.781,-33.221,101.792
0609-1-01-800,Doppelsalto C,32.218,12.905,414.356,-15.962,12.868,413.811,-16.0
20191001-1148-FRANKFURT_1-01-181,Fliffis aus B,30.713,111.726,-245.512,99.605,111.057,-247.333,100.468
20191001-1202-FRANKFURT_2-01-95,3/4 Salto vw A,13.468,22.898,164.366,7.984,22.977,164.044,6.498
20191008-1157-FRANKFURT_1-01-91,Barani A,18.057,-51.252,53.55,102.323,-51.167,54.337,102.359
0609-4-01-41,Salto C,17.268,0.447,177.221,-2.004,0.514,176.231,-1.816
20191008-1157-FRANKFURT_1-01-94,Strecksprung,12.011,0.183,-0.381,2.541,0.395,-0.478,2.794
20191007-1534-FRANKFURT_2-01-78,Salto A,15.415,-17.919,211.73,-22.184,-17.837,210.083,-21.788
20191007-1159-FRANKFURT_1-01-341,Salto B,18.036,-5.087,203.375,-9.825,-4.581,202.975,-9.559
