SprungID,Sprungtyp,avg_Acc_N_Fil,avg_Gyro_x_R,avg_Gyro_y_R,avg_Gyro_z_R,avg_Gyro_x_Fil,avg_Gyro_y_Fil,avg_Gyro_z_Fil
0609-1-01-190,Doppelsalto C,28.935,-1.991,399.409,-10.93,-1.854,398.506,-10.87
0110-MORITZ-01-114,Voll- ein- voll- aus A,34.498,-131.715,136.8,-379.909,-131.929,136.467,-379.685
0110-MORITZ-01-69,Strecksprung,11.389,0.207,1.882,5.808,0.16,1.981,5.859
20191008-1207-FRANKFURT_2-01-323,Strecksprung,12.199,1.139,0.113,3.212,1.192,0.228,3.263
20191007-1159-FRANKFURT_1-01-21,Salto C,19.955,-7.689,203.402,-2.126,-8.345,202.988,-1.665
20191008-1157-FRANKFURT_1-01-245,Baby- Fliffis C,19.253,49.329,-108.505,132.766,49.19,-107.987,133.131
0609-1-01-693,Von Bauch in Stand,11.647,1.55,23.637,2.943,1.541,23.806,2.556
0609-4-01-528,Barani C,17.462,-13.564,-44.444,118.282,-13.661,-44.458,118.267
20191007-1159-FRANKFURT_1-01-419,Baby- Fliffis C,23.153,3.409,-69.581,116.336,3.083,-69.328,116.433
20191008-1207-FRANKFURT_2-01-266,Fliffis C,34.355,-14.138,-239.126,131.264,-14.999,-238.973,134.208
0609-4-01-132,Schraubensalto C,15.124,34.895,76.988,209.742,34.719,76.413,209.921
20190930-1153-FRANKFURT_1-01-128,Doppelsalto C,31.173,11.78,365.918,8.255,12.025,366.082,8.294
0609-1-01-710,Von Bauch in Stand,11.871,1.209,25.427,5.542,1.145,25.864,5.202
0609-4-01-290,Fliffis C,31.447,-45.95,-136.592,125.155,-45.978,-136.373,125.474
20191008-1207-FRANKFURT_2-01-102,Schraubensalto A,14.698,60.278,93.681,222.913,60.996,90.672,225.88
0115-MORITZ-03-94,Strecksprung,11.132,-0.431,0.102,4.946,-0.479,0.133,4.876
0827-BK2-02-10,Salto C,15.077,15.307,176.247,-26.244,15.3,175.747,-26.204
0609-1-01-897,Bauchsprung,11.851,-2.965,-19.781,-4.606,-2.864,-20.088,-4.343
0609-4-01-483,Fliffis B,28.649,-41.267,-127.24,135.435,-41.405,-127.867,135.309
20191008-1207-FRANKFURT_2-01-263,Salto B,19.044,21.496,197.712,-6.129,21.231,195.813,-5.755
0827-BK1-01-30,Strecksprung,11.494,1.125,-5.34,-0.23,1.184,-5.349,-0.331
20190930-1616-FRANKFURT_1-01-295,Barani A,16.129,-87.199,22.638,90.993,-87.175,23.065,91.305
0827-BK1-01-35,Salto C,16.346,-3.494,181.909,2.97,-3.471,181.594,2.932
20190930-1247-FRANKFURT_2-01-151,Salto B,20.166,0.537,187.21,-0.896,0.71,186.99,-1.123
20191001-1148-FRANKFURT_1-01-121,Rudi,21.865,128.85,45.572,316.408,128.705,45.949,317.296
0609-4-01-522,Barani C,17.477,-16.071,-24.174,119.175,-16.161,-24.006,119.18
20191008-1157-FRANKFURT_1-01-32,Salto A,13.38,2.05,203.43,-5.054,2.224,202.374,-5.04
20191008-1207-FRANKFURT_2-01-99,Salto A,15.185,15.063,203.584,-25.173,15.974,201.866,-22.302
20191003-1152-FRANKFURT_1-01-46,Barani A,17.039,81.708,2.939,-90.468,81.661,3.608,-90.729
20191003-1152-FRANKFURT_1-01-76,Barani A,17.151,85.671,-4.985,-93.187,85.657,-4.853,-93.15
20191007-1524-FRANKFURT_1-01-264,Fliffis- Rudi B,36.884,66.09,-202.331,329.386,65.702,-200.312,331.029
20191007-1150-FRANKFURT_2-01-119,Salto A,15.955,7.087,212.102,-11.574,7.214,211.852,-11.398
0609-1-01-399,Salto C,16.24,16.543,193.197,-14.129,16.491,193.544,-14.307
0609-1-01-107,Strecksprung,10.644,2.53,-0.056,-4.651,2.637,-0.023,-4.426
0609-1-01-586,Doppelsalto B,27.664,10.26,381.873,-4.687,10.163,381.709,-4.81
0609-1-01-301,Von Bauch in Stand,12.223,1.474,24.455,3.005,1.223,25.001,2.497
0609-1-01-428,Strecksprung,11.207,0.461,10.479,3.144,0.459,10.586,3.206
0609-1-01-688,Von Bauch in Stand,11.546,0.92,21.647,2.262,0.683,22.063,2.077
0609-1-01-86,Fliffis C,32.008,33.371,-202.519,-105.75,33.509,-202.784,-105.285
20191007-1159-FRANKFURT_1-01-306,Salto A,13.925,5.756,203.906,-3.909,5.643,202.82,-3.965
0115-CHARI-05-52,Doppelsalto B,29.652,2.526,377.743,-6.063,2.675,377.965,-6.259
0827-BK1-01-105,Salto A,14.598,0.865,178.419,-1.78,0.962,178.101,-2.076
20191001-1148-FRANKFURT_1-01-94,Barani A,17.044,-64.342,45.606,107.764,-64.291,45.683,108.137
20191008-1207-FRANKFURT_2-01-366,Salto C,15.04,19.679,202.967,-39.366,20.429,201.628,-38.67
0115-JANEIKE-01-114,Salto B,16.799,11.994,189.793,-4.898,12.348,190.154,-4.899
0609-1-01-828,Bauchsprung,11.676,-4.302,-24.017,-4.137,-4.145,-24.159,-4.11
0110-MORITZ-01-81,Voll- ein- voll- aus B,33.817,-271.57,20.811,-374.164,-271.502,19.895,-373.961
0609-1-01-893,Von Bauch in Stand,11.08,1.903,25.485,3.464,1.741,25.618,3.659
20191008-1207-FRANKFURT_2-01-310,Salto A,14.961,14.823,216.429,-52.381,14.671,216.594,-53.415
0110-JANEIKE-01-137,Schraubensalto,16.413,-19.601,54.969,-237.474,-19.49,55.074,-237.433
0609-1-01-628,Bauchsprung,11.456,-5.562,-20.418,-9.849,-5.382,-20.404,-9.537
20190930-1247-FRANKFURT_2-01-267,Barani C,18.035,-53.759,-44.652,105.473,-53.96,-44.004,105.116
0110-JANEIKE-01-159,Strecksprung,10.683,-1.643,-8.003,-14.255,-1.666,-8.115,-14.367
20191008-1157-FRANKFURT_1-01-197,Strecksprung,11.195,-2.034,1.999,3.675,-2.319,2.432,3.272
20190930-1616-FRANKFURT_1-01-327,Barani C,18.199,-58.406,-27.072,113.577,-58.528,-25.625,111.613
20191007-1159-FRANKFURT_1-01-371,Salto C,16.542,-10.866,204.19,-2.446,-10.874,203.375,-2.68
0827-BK2-02-128,Strecksprung,12.003,-0.166,-1.43,-14.91,-0.099,-1.328,-14.894
0115-JANEIKE-01-137,Fliffis B,35.968,-23.575,-216.896,-135.076,-24.131,-215.833,-135.403
0609-1-01-307,Salto C,14.765,17.524,198.076,-2.723,17.571,198.025,-2.793
20191007-1524-FRANKFURT_1-01-31,Strecksprung,10.091,-3.796,-0.076,5.003,-3.752,-0.191,5.264
0609-4-01-413,Fliffis B,28.836,-64.303,-59.112,113.968,-64.295,-59.23,113.808
0609-1-01-499,Strecksprung,10.723,2.342,2.403,-0.046,2.27,2.48,0.07
0609-1-01-414,Doppelsalto B,28.186,14.189,392.006,-12.846,14.348,391.366,-13.121
20190930-1153-FRANKFURT_1-01-164,Barani A,16.672,-60.407,3.48,101.915,-60.379,4.018,102.062
0609-1-01-888,Doppelsalto C,31.211,14.751,410.195,-17.856,14.928,409.653,-17.928
20191007-1150-FRANKFURT_2-01-42,3/4 Salto rw A,12.976,1.582,172.173,-16.637,1.67,171.378,-16.554
0609-1-01-799,Von Bauch in Stand,10.497,3.454,19.249,5.552,3.062,19.33,5.568
20191001-1148-FRANKFURT_1-01-166,Baby- Fliffis C,24.444,-33.363,-11.012,109.935,-33.173,-8.699,110.483
0609-4-01-104,Schraubensalto C,14.275,43.338,86.986,218.306,43.104,85.939,217.927
20191007-1534-FRANKFURT_2-01-38,Barani A,15.501,-69.565,33.954,127.431,-69.285,33.044,126.88
20191007-1524-FRANKFURT_1-01-194,Fliffis- Rudi B,37.48,103.201,-211.833,349.815,103.191,-211.569,350.019
20191003-1152-FRANKFURT_1-01-54,Strecksprung,11.075,0.263,-1.312,0.402,0.218,-1.352,0.473
20191001-1148-FRANKFURT_1-01-219,Salto rw B,16.887,-8.239,212.139,-10.07,-8.126,210.046,-9.938
20191001-1148-FRANKFURT_1-01-199,Salto rw A,15.203,-14.366,214.284,6.72,-14.012,214.099,6.311
20191007-1524-FRANKFURT_1-01-150,Strecksprung,12.741,2.341,11.025,3.358,2.736,11.417,2.321
20191008-1207-FRANKFURT_2-01-49,Salto A,16.274,8.864,210.044,-32.925,8.747,209.198,-32.65
20191007-1150-FRANKFURT_2-01-103,Strecksprung,9.395,0.421,2.738,3.235,0.69,2.558,3.402
20191007-1534-FRANKFURT_2-01-141,Baby- Fliffis C,24.953,-27.616,-80.239,128.356,-27.76,-80.554,128.212
20191008-1207-FRANKFURT_2-01-173,Salto A,17.616,35.382,203.834,-26.262,35.082,204.368,-26.412
0609-4-01-480,Fliffis B,31.431,-48.405,-94.879,126.859,-48.327,-94.129,126.854
20190930-1247-FRANKFURT_2-01-212,Strecksprung,9.895,1.159,1.062,3.176,1.131,0.975,3.155
20191007-1159-FRANKFURT_1-01-342,Barani A,17.241,-33.517,45.641,107.767,-34.05,46.403,107.406
20191003-1152-FRANKFURT_1-01-44,Grätschwinkel,13.052,-3.995,3.009,2.914,-4.118,3.457,2.948
20191007-1524-FRANKFURT_1-01-216,Salto C,32.015,76.577,410.437,-42.0,76.657,410.001,-42.013
0609-4-01-211,Schraubensalto C,16.692,32.776,86.188,212.117,32.575,85.982,212.021
0609-4-01-379,Salto C,13.371,-7.648,202.037,2.474,-7.681,201.298,2.29
20190930-1247-FRANKFURT_2-01-29,Salto B,18.945,0.755,206.031,1.553,0.778,206.02,1.323
0609-1-01-236,Strecksprung,11.303,-1.466,6.465,-5.534,-1.437,7.032,-5.805
0609-4-01-516,Barani C,19.158,-26.438,-30.894,118.199,-26.507,-30.465,117.902
20191008-1157-FRANKFURT_1-01-34,Salto B,17.535,-1.795,202.06,-5.38,-1.961,201.963,-5.207
20191008-1207-FRANKFURT_2-01-62,Barani A,19.195,-74.657,39.953,102.286,-74.85,39.808,101.87
20191008-1207-FRANKFURT_2-01-336,Fliffis- Rudi C,39.007,17.924,-170.151,384.556,17.848,-170.572,385.478
0609-4-01-544,Barani C,19.228,-1.203,-40.803,122.369,-1.414,-40.223,122.377
20191008-1207-FRANKFURT_2-01-114,3/4 Salto rw A,14.022,-3.614,160.857,-33.188,-3.252,159.942,-31.299
0609-1-01-436,Strecksprung,11.086,-0.086,8.581,3.381,-0.206,8.719,3.536
20191007-1159-FRANKFURT_1-01-91,Barani B,20.17,15.352,-18.327,102.286,15.099,-20.411,102.898
0609-4-01-494,Fliffis B,28.787,-51.913,-94.136,120.128,-51.806,-94.007,119.992
0609-1-01-820,Doppelsalto C,31.862,-9.392,414.526,-15.408,-9.445,414.135,-15.294
20190930-1247-FRANKFURT_2-01-196,Schraubensalto,15.362,54.799,110.687,198.777,55.009,110.389,198.392
0609-4-01-586,Barani C,17.762,-2.471,-43.597,130.271,-2.559,-43.499,130.036
20190930-1616-FRANKFURT_1-01-272,Barani A,15.37,-88.608,-3.967,96.962,-88.309,-3.533,96.84
0609-1-01-181,Von Bauch in Stand,10.818,2.021,23.599,5.115,1.743,24.027,4.638
0609-1-01-825,Doppelsalto C,33.162,29.215,415.958,-0.589,29.113,415.137,-0.469
0609-1-01-562,Doppelsalto B,27.184,4.886,371.708,-10.94,4.922,371.453,-10.757
20191008-1157-FRANKFURT_1-01-336,Grätschwinkel,15.589,-1.447,-5.015,-1.022,-1.37,-5.192,-0.011
0827-BK2-01-31,Salto C,16.349,13.849,165.526,-7.545,13.936,165.217,-7.607
0115-MORITZ-03-190,Doppelsalto C,29.872,3.276,350.13,15.741,3.296,349.719,15.61
0115-CHARI-05-174,Voll- ein 1 3/4 Salto vw C,28.04,88.622,-214.746,143.719,88.59,-214.582,143.5
0115-CHARI-05-10,Doppelsalto B,26.514,1.419,353.715,-6.515,1.426,353.312,-6.711
20190930-1247-FRANKFURT_2-01-107,Cody C,20.929,-16.775,218.005,7.256,-16.928,218.191,7.462
20191007-1159-FRANKFURT_1-01-346,Barani C,18.709,-3.423,-14.885,110.01,-3.338,-14.098,110.158
20190930-1153-FRANKFURT_1-01-89,Salto B,19.072,18.287,181.132,0.695,18.445,180.776,0.894
0609-1-01-519,Doppelsalto B,25.291,6.945,374.909,-12.432,7.276,374.152,-12.219
20191008-1207-FRANKFURT_2-01-59,Barani A,17.264,-96.75,29.027,115.104,-96.834,28.744,115.179
0827-BK2-01-61,Salto B,17.017,6.662,166.074,-6.361,6.668,165.943,-6.272
20191008-1157-FRANKFURT_1-01-140,Barani A,17.552,-62.996,49.336,107.219,-62.78,49.966,107.568
0609-4-01-423,Fliffis B,29.304,-48.971,-34.584,123.029,-49.23,-34.721,122.873
20191007-1150-FRANKFURT_2-01-167,Salto B,18.868,21.524,208.558,-9.2,20.986,208.217,-9.131
0115-MORITZ-03-115,Doppelsalto B,27.776,-18.404,363.414,4.402,-18.252,362.492,4.939
0827-BK1-01-78,Salto B,16.441,4.692,175.698,3.684,4.589,175.476,3.538
20190930-1247-FRANKFURT_2-01-46,Salto B,17.369,-8.974,212.385,-4.549,-8.858,212.311,-4.346
0609-1-01-113,Doppelsalto C,29.972,29.403,397.623,-8.655,29.342,396.725,-8.645
20191008-1207-FRANKFURT_2-01-253,Fliffis B,33.985,-5.04,-212.104,142.683,-5.036,-210.417,142.141
0609-1-01-5,Salto C,13.369,22.98,186.095,-10.228,23.012,185.898,-10.442
0609-1-01-759,Doppelsalto C,31.076,17.769,418.297,-18.851,17.522,417.525,-19.036
20191008-1207-FRANKFURT_2-01-214,Salto C,18.459,4.489,205.406,-14.02,4.39,204.198,-13.919
0827-BK1-01-83,Salto B,17.337,-7.444,177.207,6.298,-7.484,177.037,6.255
20191007-1524-FRANKFURT_1-01-179,Fliffis- Rudi C,40.18,58.037,-227.961,373.484,57.388,-230.285,376.149
20190930-1247-FRANKFURT_2-01-266,Salto B,16.663,-3.03,190.641,-4.565,-2.884,189.684,-4.213
0110-MORITZ-01-32,Doppelsalto B,27.743,-24.411,358.827,15.437,-24.348,358.074,15.21
20191007-1150-FRANKFURT_2-01-169,Schraubensalto A,16.914,58.758,122.035,226.584,58.867,121.832,226.299
0115-JANEIKE-01-123,Strecksprung,10.433,1.266,-0.261,-3.551,1.214,-0.154,-3.205
0827-BK2-02-63,Salto B,14.913,19.035,182.324,-30.206,19.088,182.125,-30.169
0609-1-01-767,Doppelsalto C,32.987,-1.223,414.322,-21.965,-1.233,413.884,-21.496
0609-4-01-456,Fliffis B,28.685,-65.039,-94.542,119.384,-65.017,-94.452,119.207
0827-BK1-01-84,Strecksprung,10.306,-2.587,-2.49,0.164,-2.515,-2.456,0.109
0609-1-01-322,Strecksprung,10.432,-0.172,9.072,2.503,-0.375,9.078,2.61
0609-1-01-551,Salto C,15.597,18.223,190.322,-18.206,18.153,190.465,-18.349
0827-BK1-01-24,Salto C,16.131,2.64,190.652,5.975,2.608,190.605,6.107
20190930-1247-FRANKFURT_2-01-110,Barani C,18.999,-63.319,-41.501,95.043,-63.564,-40.861,94.733
0115-MORITZ-03-153,Strecksprung,9.585,0.766,-4.75,3.726,0.79,-4.747,3.743
20191007-1150-FRANKFURT_2-01-198,Fliffis C,39.272,-65.814,-245.276,131.232,-65.663,-245.767,130.583
0609-1-01-870,Von Bauch in Stand,10.576,0.921,17.383,7.458,0.534,18.05,7.193
20190930-1616-FRANKFURT_1-01-109,Strecksprung,11.162,-4.319,-0.904,3.787,-4.372,-0.833,3.811
20190930-1247-FRANKFURT_2-01-195,Barani C,15.921,-69.294,-33.974,96.208,-69.348,-33.776,96.223
20191007-1150-FRANKFURT_2-01-83,Salto B,18.657,15.296,207.89,-2.416,14.83,206.595,-2.659
20190930-1247-FRANKFURT_2-01-318,Schraubensalto,15.231,62.135,108.146,199.608,62.171,107.911,199.215
0609-1-01-714,Bauchsprung,8.542,-2.908,-26.852,1.31,-2.991,-26.425,1.039
20191008-1207-FRANKFURT_2-01-185,Salto C,16.777,2.649,203.763,-9.648,2.909,202.368,-9.363
20191007-1159-FRANKFURT_1-01-388,Baby- Fliffis C,21.528,-4.734,-108.428,109.016,-4.948,-108.381,108.799
0609-1-01-793,Bauchsprung,8.722,-3.674,-23.184,-1.463,-3.491,-22.879,-1.612
20190930-1616-FRANKFURT_1-01-50,Barani C,15.542,-48.833,-37.664,109.874,-48.519,-37.514,110.281
20191001-1202-FRANKFURT_2-01-130,Salto A,16.553,-8.381,-226.624,-3.895,-8.11,-227.629,-5.278
0609-1-01-841,Bauchsprung,10.911,-4.133,-17.179,-5.873,-3.938,-17.639,-5.8
0609-4-01-151,Strecksprung,10.886,0.423,13.522,4.666,0.472,13.706,4.669
20191001-1202-FRANKFURT_2-01-184,Salto A,16.283,-17.935,-221.026,-5.955,-17.682,-220.908,-6.064
20191008-1207-FRANKFURT_2-01-338,Fliffis B,36.245,-66.522,-198.813,184.305,-66.407,-197.018,183.891
0115-JANEIKE-01-133,Voll- ein- halb- aus B,39.194,-132.289,-185.721,-289.377,-132.176,-185.825,-290.079
20190930-1153-FRANKFURT_1-01-242,Rudi,19.369,2.342,-12.937,320.823,2.047,-12.41,320.834
20190930-1153-FRANKFURT_1-01-223,Fliffis- Rudi C,35.379,45.294,-191.429,311.99,45.073,-190.559,312.19
0609-4-01-535,Strecksprung,10.736,0.702,-0.251,2.076,0.774,-0.194,2.175
0827-BK2-01-114,Salto A,13.964,11.461,172.042,-12.462,11.474,171.6,-12.704
20190930-1616-FRANKFURT_1-01-4,Strecksprung,10.392,0.308,-1.964,9.715,0.245,-1.85,9.728
0609-1-01-233,Bauchsprung,11.409,-1.864,-20.24,-4.064,-1.735,-20.357,-3.82
20191007-1524-FRANKFURT_1-01-2,Strecksprung,10.175,1.972,-1.778,3.499,1.857,-1.805,3.601
0827-BK2-01-108,Salto A,13.968,4.97,170.946,-9.858,5.188,170.334,-10.075
20191007-1150-FRANKFURT_2-01-168,Barani A,16.786,-69.609,37.766,114.487,-69.191,37.327,114.368
20190930-1247-FRANKFURT_2-01-148,3/4 Salto rw A,14.55,18.022,158.669,-0.958,18.152,158.35,-1.189
0609-4-01-514,Barani C,16.235,-27.884,-33.918,120.27,-28.022,-34.342,120.239
20191008-1207-FRANKFURT_2-01-7,Salto A,13.693,-2.199,199.049,-32.422,-2.054,199.297,-29.98
0609-4-01-406,Salto C,14.623,-14.493,213.395,18.591,-14.936,212.658,18.201
0110-MORITZ-01-80,Fliffis B,31.727,15.154,-139.873,-89.897,15.31,-138.528,-90.038
20191008-1157-FRANKFURT_1-01-112,Salto A,14.903,-7.943,205.543,-5.087,-8.01,205.205,-5.052
0609-4-01-88,Schraubensalto C,14.696,47.841,98.333,216.396,47.638,97.378,215.946
0609-4-01-538,Barani C,17.129,-14.616,-43.358,113.345,-14.735,-43.617,113.391
0115-MORITZ-03-11,Salto C,16.14,0.567,162.542,10.368,0.435,161.947,10.153
0115-CHARI-05-88,Fliffis- Rudi B,34.109,96.624,-144.735,266.7,96.468,-144.711,266.749
0827-BK2-02-81,Salto B,15.913,2.523,180.352,-26.376,2.659,179.717,-26.246
20190930-1247-FRANKFURT_2-01-244,Salto A,13.27,3.2,193.555,-6.086,2.95,192.849,-5.689
20190930-1616-FRANKFURT_1-01-226,Barani A,15.152,-81.486,0.927,96.144,-81.32,0.971,96.071
20191008-1157-FRANKFURT_1-01-199,Salto B,18.345,0.061,204.888,-11.512,0.267,204.497,-11.846
0827-BK2-02-123,Salto A,12.956,5.192,184.741,-26.777,5.193,184.721,-26.818
0827-BK2-02-133,Salto A,15.028,7.613,180.448,-26.543,7.671,180.433,-26.463
20191003-1152-FRANKFURT_1-01-91,Barani C,18.802,41.366,-25.141,-123.992,41.287,-24.951,-123.774
20191007-1150-FRANKFURT_2-01-68,Grätschwinkel,14.216,0.657,2.388,-0.359,0.673,2.864,0.308
20191007-1524-FRANKFURT_1-01-116,Salto A,17.064,19.385,211.235,-25.425,19.25,214.003,-27.279
20191007-1159-FRANKFURT_1-01-261,Strecksprung,10.601,-3.531,-4.228,6.633,-3.557,-4.204,6.405
0115-CHARI-05-155,Strecksprung,10.646,-3.902,-7.9,-13.646,-3.828,-7.912,-13.725
0110-MORITZ-01-116,Strecksprung,11.697,-2.875,2.88,-3.099,-2.736,2.793,-3.004
0827-BK2-01-12,Strecksprung,9.97,-2.504,1.734,-13.885,-2.566,1.945,-13.935
0827-BK2-01-7,Salto C,14.412,3.968,166.489,-9.375,3.973,166.162,-9.544
20191008-1157-FRANKFURT_1-01-89,Salto A,15.284,-9.617,204.436,-7.535,-10.054,204.121,-7.397
20191007-1159-FRANKFURT_1-01-164,Barani B,20.309,6.27,-37.935,116.65,6.144,-37.492,116.813
0609-1-01-603,Doppelsalto B,26.789,3.299,383.02,-11.547,3.308,382.374,-12.006
0609-4-01-601,Strecksprung,12.985,-0.416,2.429,-0.95,-0.121,3.312,-0.979
0827-BK2-02-79,Salto B,16.713,9.652,187.501,-27.713,9.645,187.103,-27.594
20191001-1202-FRANKFURT_2-01-142,Salto A,16.693,-10.765,-222.181,-14.799,-10.762,-223.111,-14.222
20191001-1148-FRANKFURT_1-01-145,Baby- Fliffis C,22.791,-25.065,-29.516,103.193,-24.832,-26.536,103.808
0609-1-01-611,Salto C,16.261,14.078,193.102,-9.446,14.054,193.297,-9.447
0609-1-01-129,Von Bauch in Stand,10.091,-0.449,21.185,1.792,-0.567,21.496,1.658
20191007-1150-FRANKFURT_2-01-220,Strecksprung,10.658,0.535,0.091,1.422,0.561,0.105,1.187
20191007-1150-FRANKFURT_2-01-95,Salto B,18.127,23.796,200.169,-17.005,23.698,199.385,-16.747
0609-4-01-503,Fliffis B,30.592,-31.009,-117.316,131.381,-31.127,-116.908,131.289
0609-1-01-766,Von Bauch in Stand,13.886,2.694,24.426,4.244,2.617,24.947,4.093
0827-BK1-01-16,Salto C,15.87,8.724,174.937,1.017,8.667,174.756,0.811
20191008-1157-FRANKFURT_1-01-221,Barani C,17.731,-12.062,-19.156,116.942,-12.118,-19.336,116.775
0609-1-01-574,Doppelsalto B,27.07,-0.465,391.233,-16.491,-0.264,390.674,-16.445
20191007-1524-FRANKFURT_1-01-115,Fliffis C,34.121,-63.868,-233.464,165.536,-63.732,-235.068,167.485
20191008-1157-FRANKFURT_1-01-241,Grätschwinkel,14.74,-1.066,-6.658,1.733,-1.343,-5.431,1.391
20191001-1148-FRANKFURT_1-01-162,Grätschwinkel,12.813,-4.629,-1.444,-8.737,-4.93,-1.758,-9.519
20191007-1159-FRANKFURT_1-01-248,Barani A,16.779,-20.413,34.193,109.601,-20.603,34.142,109.462
0609-4-01-241,Schraubensalto C,15.114,46.943,104.27,225.585,46.901,103.037,225.315
20190930-1153-FRANKFURT_1-01-182,Salto A,13.142,20.047,179.578,4.439,19.965,179.488,4.572
20191008-1207-FRANKFURT_2-01-287,Fliffis- Rudi C,39.751,37.254,-140.156,381.387,37.056,-139.379,380.173
0609-1-01-835,Doppelsalto C,35.069,22.642,427.789,-13.321,22.701,427.497,-13.476
0827-BK1-01-71,Salto B,16.725,-3.293,177.489,4.965,-3.289,177.302,4.932
0609-1-01-614,Salto C,15.049,11.808,193.602,-11.098,12.041,193.541,-11.275
20191007-1159-FRANKFURT_1-01-433,Barani A,10.423,2.114,-7.376,25.04,2.123,-7.353,24.537
20191001-1148-FRANKFURT_1-01-164,Salto rw C,16.247,0.008,209.682,-3.19,-0.438,208.136,-3.666
0827-BK1-01-44,Salto C,16.388,-2.14,183.318,3.398,-2.175,183.138,3.423
0609-1-01-284,Strecksprung,10.234,0.684,2.841,-1.063,0.743,2.904,-1.198
0110-MORITZ-01-14,Voll- ein- Rudi- aus B,38.963,-281.737,-61.712,-384.544,-281.561,-60.867,-384.519
0609-4-01-182,Strecksprung,11.279,-2.102,11.752,1.376,-1.944,12.083,1.77
0827-BK1-01-46,Salto C,13.672,-6.155,221.193,-1.51,-6.072,221.18,-1.427
0609-1-01-6,Fliffis C,32.881,39.235,-178.77,-94.042,39.268,-178.853,-93.988
0827-BK2-01-122,Salto A,13.896,2.558,170.226,-15.447,2.684,169.829,-15.361
0609-1-01-861,Doppelsalto C,31.946,-0.213,403.888,-9.571,-0.24,403.383,-9.66
0609-4-01-75,Salto C,13.238,-0.512,178.976,4.144,-0.667,177.887,4.27
20190930-1153-FRANKFURT_1-01-165,Salto A,14.759,24.67,186.525,-1.074,24.494,186.731,-1.005
0115-CHARI-05-158,Voll- ein 1 3/4 Salto vw C,27.121,87.935,-223.367,124.928,87.881,-223.035,124.964
0115-MORITZ-03-116,Fliffis aus B,32.702,21.874,-141.024,-83.296,21.802,-139.712,-83.971
0609-1-01-482,Doppelsalto B,28.398,14.617,376.554,-5.997,14.692,376.244,-5.949
20191007-1150-FRANKFURT_2-01-46,Barani A,16.897,-73.901,24.159,111.236,-73.959,23.654,111.18
20191008-1207-FRANKFURT_2-01-312,Salto C,17.108,31.937,201.48,-46.097,32.112,201.501,-46.731
20190930-1153-FRANKFURT_1-01-106,Salto B,18.543,20.115,190.014,11.532,20.128,190.136,11.551
20191001-1148-FRANKFURT_1-01-183,Fliffis aus C,36.269,8.797,-225.768,104.836,8.437,-225.303,104.662
0609-1-01-694,Doppelsalto C,31.424,10.089,419.536,-11.62,10.02,418.717,-11.239
20190930-1247-FRANKFURT_2-01-132,Schraubensalto,15.551,34.189,79.278,206.653,34.207,78.872,206.358
20190930-1616-FRANKFURT_1-01-78,Fliffis C,30.253,-41.313,-174.527,100.411,-41.388,-174.676,101.126
20191007-1524-FRANKFURT_1-01-110,Doppelsalto C,32.801,44.413,399.165,-27.594,44.532,402.17,-26.913
20191001-1202-FRANKFURT_2-01-173,Salto A,16.501,-13.215,-212.375,-9.107,-13.038,-213.093,-10.578
20191001-1202-FRANKFURT_2-01-79,Hocksprung,13.414,-1.637,-0.305,3.151,-1.079,-1.636,1.4
20190930-1247-FRANKFURT_2-01-79,Barani C,17.023,-69.805,-57.311,114.724,-69.567,-56.832,114.462
0609-1-01-174,Von Bauch in Stand,11.698,4.038,20.794,6.445,3.977,21.274,6.276
0609-4-01-610,Barani C,17.913,6.436,-52.538,127.822,6.561,-52.471,127.812
20191007-1150-FRANKFURT_2-01-94,Grätschwinkel,14.715,-0.622,3.158,-1.591,-0.365,2.913,-1.468
0110-MORITZ-01-59,Strecksprung,11.269,0.466,3.301,5.849,0.544,3.407,5.88
20190930-1616-FRANKFURT_1-01-362,Salto C,17.597,-11.489,188.805,8.069,-11.611,188.671,8.283
0110-MORITZ-01-19,Voll- ein- voll- aus B,35.867,-229.702,23.346,-395.835,-229.741,22.31,-395.633
20190930-1153-FRANKFURT_1-01-204,Fliffis- Rudi C,39.584,7.059,-197.219,310.991,6.907,-196.601,311.322
20191008-1157-FRANKFURT_1-01-217,Barani A,16.632,-53.764,50.721,95.91,-53.723,51.437,95.927
20191008-1157-FRANKFURT_1-01-219,Rudi,22.44,85.847,23.447,321.32,85.586,24.059,321.391
0609-1-01-461,Doppelsalto B,27.167,2.978,371.991,-14.678,3.352,371.631,-14.645
20191007-1150-FRANKFURT_2-01-164,3/4 Salto rw A,13.457,9.017,175.114,-10.943,8.888,173.354,-10.936
20191007-1150-FRANKFURT_2-01-118,Schraubensalto A,15.912,63.953,111.772,216.723,63.772,111.659,216.566
0609-4-01-107,Schraubensalto C,14.786,54.919,92.897,219.31,54.607,92.006,219.469
0609-4-01-592,Barani C,16.851,1.082,-44.144,125.463,1.11,-44.166,125.213
20191007-1524-FRANKFURT_1-01-155,Strecksprung,10.919,1.773,0.341,2.019,1.837,0.275,2.163
20191008-1207-FRANKFURT_2-01-251,Strecksprung,11.812,-1.236,16.211,5.537,-1.108,16.175,5.247
20191008-1157-FRANKFURT_1-01-70,Salto B,16.999,-7.508,204.936,-5.631,-7.276,204.597,-6.03
0609-1-01-351,Salto C,17.913,7.449,195.515,-5.54,7.448,195.975,-5.663
