SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd,0-mean_ACC_N,0-std_ACC_N,0-mean_ACC_N_ROT_filtered,0-std_ACC_N_ROT_filtered,0-mean_Acc_x_Fil,0-std_Acc_x_Fil,0-mean_Acc_y_Fil,0-std_Acc_y_Fil,0-mean_Acc_z_Fil,0-std_Acc_z_Fil,0-mean_Gyro_x_Fil,0-std_Gyro_x_Fil,0-mean_Gyro_y_Fil,0-std_Gyro_y_Fil,0-mean_Gyro_z_Fil,0-std_Gyro_z_Fil,10-mean_ACC_N,10-std_ACC_N,10-mean_ACC_N_ROT_filtered,10-std_ACC_N_ROT_filtered,10-mean_Acc_x_Fil,10-std_Acc_x_Fil,10-mean_Acc_y_Fil,10-std_Acc_y_Fil,10-mean_Acc_z_Fil,10-std_Acc_z_Fil,10-mean_Gyro_x_Fil,10-std_Gyro_x_Fil,10-mean_Gyro_y_Fil,10-std_Gyro_y_Fil,10-mean_Gyro_z_Fil,10-std_Gyro_z_Fil,20-mean_ACC_N,20-std_ACC_N,20-mean_ACC_N_ROT_filtered,20-std_ACC_N_ROT_filtered,20-mean_Acc_x_Fil,20-std_Acc_x_Fil,20-mean_Acc_y_Fil,20-std_Acc_y_Fil,20-mean_Acc_z_Fil,20-std_Acc_z_Fil,20-mean_Gyro_x_Fil,20-std_Gyro_x_Fil,20-mean_Gyro_y_Fil,20-std_Gyro_y_Fil,20-mean_Gyro_z_Fil,20-std_Gyro_z_Fil,30-mean_ACC_N,30-std_ACC_N,30-mean_ACC_N_ROT_filtered,30-std_ACC_N_ROT_filtered,30-mean_Acc_x_Fil,30-std_Acc_x_Fil,30-mean_Acc_y_Fil,30-std_Acc_y_Fil,30-mean_Acc_z_Fil,30-std_Acc_z_Fil,30-mean_Gyro_x_Fil,30-std_Gyro_x_Fil,30-mean_Gyro_y_Fil,30-std_Gyro_y_Fil,30-mean_Gyro_z_Fil,30-std_Gyro_z_Fil,40-mean_ACC_N,40-std_ACC_N,40-mean_ACC_N_ROT_filtered,40-std_ACC_N_ROT_filtered,40-mean_Acc_x_Fil,40-std_Acc_x_Fil,40-mean_Acc_y_Fil,40-std_Acc_y_Fil,40-mean_Acc_z_Fil,40-std_Acc_z_Fil,40-mean_Gyro_x_Fil,40-std_Gyro_x_Fil,40-mean_Gyro_y_Fil,40-std_Gyro_y_Fil,40-mean_Gyro_z_Fil,40-std_Gyro_z_Fil,50-mean_ACC_N,50-std_ACC_N,50-mean_ACC_N_ROT_filtered,50-std_ACC_N_ROT_filtered,50-mean_Acc_x_Fil,50-std_Acc_x_Fil,50-mean_Acc_y_Fil,50-std_Acc_y_Fil,50-mean_Acc_z_Fil,50-std_Acc_z_Fil,50-mean_Gyro_x_Fil,50-std_Gyro_x_Fil,50-mean_Gyro_y_Fil,50-std_Gyro_y_Fil,50-mean_Gyro_z_Fil,50-std_Gyro_z_Fil,60-mean_ACC_N,60-std_ACC_N,60-mean_ACC_N_ROT_filtered,60-std_ACC_N_ROT_filtered,60-mean_Acc_x_Fil,60-std_Acc_x_Fil,60-mean_Acc_y_Fil,60-std_Acc_y_Fil,60-mean_Acc_z_Fil,60-std_Acc_z_Fil,60-mean_Gyro_x_Fil,60-std_Gyro_x_Fil,60-mean_Gyro_y_Fil,60-std_Gyro_y_Fil,60-mean_Gyro_z_Fil,60-std_Gyro_z_Fil,70-mean_ACC_N,70-std_ACC_N,70-mean_ACC_N_ROT_filtered,70-std_ACC_N_ROT_filtered,70-mean_Acc_x_Fil,70-std_Acc_x_Fil,70-mean_Acc_y_Fil,70-std_Acc_y_Fil,70-mean_Acc_z_Fil,70-std_Acc_z_Fil,70-mean_Gyro_x_Fil,70-std_Gyro_x_Fil,70-mean_Gyro_y_Fil,70-std_Gyro_y_Fil,70-mean_Gyro_z_Fil,70-std_Gyro_z_Fil,80-mean_ACC_N,80-std_ACC_N,80-mean_ACC_N_ROT_filtered,80-std_ACC_N_ROT_filtered,80-mean_Acc_x_Fil,80-std_Acc_x_Fil,80-mean_Acc_y_Fil,80-std_Acc_y_Fil,80-mean_Acc_z_Fil,80-std_Acc_z_Fil,80-mean_Gyro_x_Fil,80-std_Gyro_x_Fil,80-mean_Gyro_y_Fil,80-std_Gyro_y_Fil,80-mean_Gyro_z_Fil,80-std_Gyro_z_Fil,90-mean_ACC_N,90-std_ACC_N,90-mean_ACC_N_ROT_filtered,90-std_ACC_N_ROT_filtered,90-mean_Acc_x_Fil,90-std_Acc_x_Fil,90-mean_Acc_y_Fil,90-std_Acc_y_Fil,90-mean_Acc_z_Fil,90-std_Acc_z_Fil,90-mean_Gyro_x_Fil,90-std_Gyro_x_Fil,90-mean_Gyro_y_Fil,90-std_Gyro_y_Fil,90-mean_Gyro_z_Fil,90-std_Gyro_z_Fil
20191007-1159-FRANKFURT_1-01-348,3/4 Salto vw A,12.813,-273.498,18.703,20.449,301.918,37.877,52.349,35.05,73.233,16.833,8.483,7.577,-0.441,1.357,46.853,34.728,11.158,19.945,-63.783,59.216,14.454,18.064,5.908,3.979,12.448,8.169,-1.319,2.536,-0.786,0.996,-3.164,1.012,16.281,5.391,-17.617,64.359,3.667,9.627,2.6,0.931,2.997,0.802,1.375,0.62,-0.656,0.377,-1.374,0.682,2.837,4.657,1.672,18.027,18.969,7.78,1.329,0.306,1.93,0.608,0.349,0.748,-0.635,0.131,-0.215,0.32,-4.943,1.916,-92.916,32.229,12.381,4.736,1.555,0.401,1.437,0.234,-0.023,0.256,-0.719,0.13,-1.12,0.328,1.533,2.525,-167.49,12.998,4.318,3.719,1.616,0.45,1.568,0.119,-1.098,0.256,-0.601,0.112,-0.909,0.246,7.919,2.136,-204.644,16.28,12.963,1.395,3.836,1.572,2.566,0.808,-3.194,1.49,-0.62,0.18,-1.937,0.39,9.391,2.039,-276.87,23.912,11.64,1.67,7.956,0.758,6.967,1.208,-6.695,0.551,-0.768,0.198,-3.911,0.76,7.314,5.829,-327.758,4.728,14.61,3.323,6.704,1.03,7.375,0.532,-3.329,1.693,-1.022,0.406,-5.677,0.64,5.077,9.894,-283.505,34.086,13.433,10.174,65.536,40.896,36.041,18.313,-46.443,32.286,0.956,1.21,17.353,21.535,9.937,7.832,-126.31,111.773,27.087,28.965
0609-4-01-610,Barani C,11.493,-97.595,221.474,34.574,330.674,226.605,51.839,33.317,72.898,15.486,18.266,13.207,2.276,1.314,46.272,28.604,-5.378,2.595,-137.928,103.01,31.04,25.396,13.757,3.568,16.577,6.185,-8.257,5.142,0.227,1.575,-0.929,5.07,-5.33,7.735,-333.983,42.436,57.54,17.264,17.692,1.536,16.072,1.555,-17.187,1.073,0.993,0.394,-2.188,2.47,-19.354,4.574,-446.38,14.28,105.545,13.979,13.767,2.605,16.386,2.051,-11.037,3.137,0.672,1.022,-7.754,0.478,16.385,14.052,-260.555,108.878,187.08,50.601,9.732,0.89,10.464,0.908,-7.407,0.21,1.151,1.517,-5.857,0.451,37.45,13.21,-15.718,31.948,262.569,3.182,7.476,0.979,8.498,0.842,-5.136,0.942,-0.764,0.934,-5.223,0.496,32.962,14.087,56.724,19.522,262.428,6.968,6.082,0.795,6.525,0.236,-3.462,0.536,-2.824,0.789,-3.856,0.803,-13.87,2.276,121.29,7.445,227.273,45.449,4.656,0.888,5.079,0.508,-2.56,0.454,-0.877,1.144,-3.488,0.608,4.456,12.629,125.194,4.758,109.654,29.304,6.969,0.979,5.992,1.14,-4.751,0.649,-1.18,0.957,-4.152,1.357,18.224,5.025,161.356,35.097,43.576,17.426,46.302,34.437,20.878,16.419,14.693,15.455,1.216,4.185,41.385,28.964,2.073,11.936,196.902,72.591,5.128,21.033
20191008-1157-FRANKFURT_1-01-354,Salto B,11.429,330.8,-4.983,46.034,388.413,52.402,50.095,35.023,72.768,16.835,0.086,4.006,-0.155,1.14,47.223,32.29,-18.257,4.698,226.276,55.53,-7.677,12.377,12.951,6.044,14.543,6.336,-5.545,4.746,-0.739,0.52,-3.406,6.752,19.221,18.696,-54.875,96.758,27.862,15.842,13.151,5.086,15.483,2.258,-1.742,8.35,-0.79,1.307,-4.586,6.407,3.622,11.577,43.708,145.357,29.355,12.861,20.062,3.12,15.641,3.425,3.439,6.907,-1.836,0.623,-16.044,7.376,58.92,24.979,486.562,95.571,1.336,32.648,29.713,4.858,27.6,3.422,-16.004,3.831,0.105,1.104,-21.052,7.547,35.877,25.674,486.212,51.756,-43.18,12.152,6.091,4.156,15.614,8.175,-5.616,3.382,-0.346,0.799,0.666,0.863,-18.183,6.825,242.17,89.358,3.87,12.924,4.768,1.046,3.843,0.82,-0.764,0.154,-0.916,0.118,-4.466,1.091,5.001,7.567,70.702,7.635,-3.207,8.728,5.869,0.542,5.735,0.207,-2.666,0.982,-0.533,0.422,-4.759,0.786,13.778,1.954,107.996,22.677,-3.031,8.945,5.329,0.725,5.287,0.196,-4.395,0.524,-0.516,0.561,-0.013,1.892,-4.529,8.325,184.663,25.674,-6.122,8.364,52.499,39.458,22.247,18.836,13.212,7.756,1.582,3.16,49.236,34.305,-22.441,22.338,150.688,121.011,-34.384,47.598
20190930-1247-FRANKFURT_2-01-290,Cody C,-34.554,379.785,-15.699,63.347,508.237,84.559,61.594,45.037,87.959,24.446,45.428,31.603,0.771,5.008,30.494,33.367,-47.63,62.892,-102.862,87.207,3.894,28.916,24.546,14.158,26.878,3.102,-7.489,10.081,0.834,2.422,-11.35,2.869,-35.215,25.706,-88.215,176.429,-32.698,19.004,28.332,4.496,23.435,4.895,-19.836,6.18,-1.299,0.586,-18.298,1.238,-32.891,4.092,621.889,102.633,12.991,14.795,45.095,18.919,35.04,5.608,-23.806,2.969,-0.339,2.646,-16.909,17.877,16.444,32.156,619.653,150.051,-21.037,72.021,25.822,20.328,41.073,11.551,-0.036,8.19,0.366,1.504,0.283,6.638,-32.603,11.529,195.795,114.564,-26.825,62.033,6.504,1.47,9.568,4.358,-0.993,1.235,-1.225,0.482,-5.662,0.531,-15.245,6.821,130.463,13.133,2.601,4.191,5.393,0.367,5.385,0.131,-1.708,0.167,-1.041,0.226,-5.007,0.15,-7.221,3.021,123.974,7.774,4.26,4.242,6.228,0.607,5.848,0.251,-2.904,0.551,-1.327,0.175,-5.36,0.377,-13.715,0.314,136.262,7.077,-4.074,1.922,7.025,2.22,7.24,0.459,-3.31,2.951,-0.515,0.454,-4.021,2.33,-22.005,4.707,171.315,15.637,-9.921,5.71,42.746,40.08,17.39,14.999,15.31,14.57,3.385,3.4,36.507,33.606,6.914,42.046,264.838,98.006,15.706,21.529
0609-1-01-479,Doppelsalto B,0.004,704.782,-18.826,59.71,735.111,61.357,50.952,36.33,73.014,19.68,4.587,13.124,3.113,1.805,46.956,33.367,18.734,9.029,287.585,74.385,-28.406,24.686,12.901,9.683,12.456,5.678,-2.776,3.064,-0.487,1.966,-6.173,8.597,3.53,19.063,25.836,90.826,-21.449,14.506,16.24,7.176,18.196,3.586,-12.041,3.026,-0.542,0.557,-7.588,4.975,-28.433,20.117,101.728,189.494,-26.405,17.387,32.9,4.219,24.935,7.632,-31.955,4.494,-2.071,0.848,-0.715,1.874,-49.293,7.567,621.674,55.091,5.398,17.79,35.823,1.018,35.712,0.319,-34.999,0.413,-2.972,0.643,-5.093,4.569,-53.463,5.291,697.981,22.735,15.442,6.109,41.934,3.482,40.548,2.472,-35.58,2.714,-0.075,0.491,-20.604,1.468,9.635,29.247,783.73,33.222,36.041,9.546,26.904,10.174,33.731,6.224,-20.629,7.37,0.568,0.446,-15.524,5.068,66.814,8.668,536.436,123.488,-6.162,5.285,11.011,1.319,13.009,2.914,-6.79,1.911,-0.044,0.552,-8.035,1.472,21.061,10.37,209.212,54.287,-44.57,10.562,13.365,1.649,11.789,0.796,-6.922,0.74,-0.225,0.426,-10.163,0.414,8.825,6.625,238.141,53.627,-14.236,24.294,42.523,32.132,22.687,12.712,17.602,15.183,-0.361,3.221,32.747,30.56,4.926,14.493,273.034,93.331,-14.598,27.481
0609-1-01-283,Doppelsalto B,-8.406,704.185,-25.931,77.897,730.968,81.794,48.149,31.274,67.783,15.612,5.609,13.614,1.057,1.784,44.15,28.094,21.761,23.348,343.704,71.968,-19.534,34.334,14.514,10.792,14.367,6.103,-3.248,2.577,0.385,2.321,-7.067,9.404,0.774,8.619,49.824,102.194,-33.363,31.292,21.716,9.667,23.169,3.74,-13.772,3.76,-1.856,0.937,-9.59,6.344,-39.257,19.258,117.252,174.981,-3.725,17.316,35.894,5.114,27.403,7.133,-34.603,4.99,-3.481,0.438,-1.59,1.764,-59.956,10.137,643.073,75.16,29.133,11.801,37.612,1.7,38.301,0.587,-36.039,1.744,-3.947,0.496,-8.513,6.452,-64.091,7.181,745.111,36.139,3.518,3.483,52.623,7.985,46.766,5.653,-37.314,3.589,-1.66,1.934,-34.025,3.224,-8.017,25.241,858.041,52.262,13.346,23.252,32.476,14.272,43.636,9.023,-24.025,8.146,-0.379,0.714,-19.976,9.958,103.132,16.327,558.675,115.646,-30.224,43.986,10.614,2.036,13.306,4.436,-5.733,1.889,-0.32,0.563,-8.079,1.984,33.831,26.215,229.463,59.727,-67.776,10.084,12.651,1.843,11.863,0.726,-4.551,0.929,-1.61,0.497,-10.772,1.108,-19.756,8.194,184.748,32.007,-55.386,13.316,46.479,36.447,22.621,14.61,10.826,13.824,1.139,1.897,37.785,36.648,-17.078,12.452,249.766,72.426,15.521,11.454
0609-1-01-744,Bauchsprung,-6.818,-41.563,-5.353,25.092,122.426,36.024,51.085,27.187,67.389,11.713,5.035,5.09,-1.457,0.779,49.862,24.813,-19.642,12.363,6.121,43.741,1.564,13.078,3.407,1.51,11.642,10.065,0.438,0.911,0.412,0.69,-0.356,1.786,-10.562,15.257,-25.543,12.767,7.465,10.431,1.178,0.428,1.561,0.431,-0.387,0.106,0.168,0.277,0.24,0.284,10.172,3.663,-30.761,19.865,3.185,5.981,1.26,0.455,0.914,0.06,-0.301,0.079,-0.444,0.288,0.048,0.332,-0.558,1.025,-84.457,5.828,-9.548,5.924,1.329,0.536,0.784,0.196,-0.858,0.403,-0.184,0.184,0.094,0.145,-7.014,2.581,-114.559,15.349,-15.593,1.751,2.732,1.019,2.14,0.501,-1.401,0.882,0.116,0.346,-1.024,0.872,-8.883,5.87,-103.059,19.446,0.854,13.548,2.079,0.584,1.94,0.415,1.078,0.301,0.001,0.391,-0.931,0.344,7.122,4.612,-39.799,12.055,2.412,6.392,3.743,1.328,2.492,0.49,0.531,1.844,-0.934,0.507,-0.961,0.959,15.618,2.312,-14.015,12.459,-1.585,7.454,4.015,1.043,3.587,0.228,-1.161,1.198,-0.364,1.274,-1.662,0.502,-11.102,17.055,76.276,34.892,-7.314,10.904,53.245,36.917,24.59,19.963,42.427,25.056,0.338,2.332,30.2,21.988,-11.186,16.15,90.924,93.389,-9.715,25.972
20191008-1207-FRANKFURT_2-01-39,Salto A,40.855,348.538,-30.853,47.312,351.28,52.297,47.839,37.348,73.068,18.902,5.12,5.701,5.213,3.405,43.887,34.928,7.638,8.36,205.803,53.493,-41.281,26.211,7.868,6.804,12.36,6.711,-1.469,0.982,-1.578,0.979,-3.449,3.979,1.217,5.274,98.525,46.47,-19.3,6.975,12.819,2.59,10.131,2.377,-1.918,2.944,-1.497,1.073,-11.268,1.04,-4.525,11.835,147.383,90.622,-31.846,7.748,10.141,1.693,11.47,0.896,-7.485,1.058,-0.964,0.55,-6.475,1.203,12.445,5.223,310.391,5.349,-14.58,7.778,7.016,0.638,7.667,0.702,-4.288,0.459,-1.104,0.365,-5.314,0.2,27.36,6.175,265.95,13.705,-20.197,3.905,6.703,0.343,6.777,0.115,-2.824,0.089,-0.922,0.133,-5.975,0.088,16.319,2.164,232.81,4.689,-8.568,7.11,6.478,0.333,6.544,0.102,-2.75,0.125,-0.712,0.158,-5.905,0.184,19.412,2.757,190.524,13.202,7.209,4.251,7.967,0.429,7.457,0.556,-4.278,0.949,-0.581,0.125,-6.532,0.647,38.441,7.023,187.691,4.017,-4.755,15.889,7.721,1.0,8.079,0.15,-6.604,0.798,0.804,0.527,-2.452,1.848,53.049,6.98,203.047,3.629,-8.861,25.411,51.938,41.199,22.022,19.204,8.631,7.852,3.888,5.065,49.494,35.556,69.515,16.091,200.843,84.986,-36.783,41.003
0609-4-01-604,Barani C,27.673,-132.603,228.851,47.231,336.138,235.831,55.938,31.722,74.47,13.82,17.824,10.788,2.369,0.749,51.131,27.673,13.01,10.166,-108.782,107.81,15.985,29.435,13.249,4.664,17.6,7.795,-9.097,5.307,-0.101,0.881,-0.108,4.685,-10.04,14.467,-341.548,63.296,72.283,22.776,19.538,1.488,17.639,1.97,-19.104,1.261,1.021,1.02,-1.67,2.547,-12.657,4.021,-493.125,23.089,101.431,22.133,16.204,4.023,19.061,1.685,-13.925,4.775,0.192,0.414,-6.957,1.349,1.218,17.84,-321.539,114.119,141.503,28.809,9.904,0.91,10.635,1.422,-7.291,1.217,2.611,0.505,-6.077,0.399,61.771,15.572,-28.116,51.274,263.388,19.076,7.477,2.363,9.104,1.593,-5.712,1.978,-0.407,1.529,-4.167,0.954,41.727,25.928,35.663,8.825,303.358,2.03,6.231,0.886,6.403,0.324,-3.639,0.486,-2.107,0.746,-4.228,0.967,-10.901,7.074,96.503,13.001,236.69,41.873,4.338,0.679,4.629,0.549,-2.572,0.446,-0.416,0.773,-3.413,0.338,12.526,4.831,108.446,0.61,126.448,24.024,5.816,2.123,5.748,0.797,-4.342,1.607,-1.031,0.701,-2.808,1.354,38.218,5.304,128.309,18.909,62.279,26.807,46.224,35.972,19.701,17.561,20.025,14.633,-1.614,1.967,40.466,29.622,21.166,15.862,196.598,49.334,-2.451,14.799
0827-BK2-01-46,Salto C,-11.649,340.605,-24.772,40.451,381.761,52.159,53.94,37.637,77.314,22.225,14.414,10.545,-5.211,3.943,49.673,34.688,1.573,16.279,100.187,66.09,11.477,14.289,11.824,3.001,12.724,4.698,-7.809,2.922,1.441,0.802,-6.47,1.349,8.596,12.12,-84.93,27.932,-32.844,14.819,16.563,4.854,13.804,2.628,-8.821,7.387,1.179,0.628,-10.979,2.129,22.83,9.518,455.133,201.61,-17.013,11.31,26.316,5.526,22.992,2.645,-20.078,3.085,0.408,1.082,-7.934,8.449,-6.127,11.506,504.615,60.234,-8.489,13.062,8.814,7.527,16.415,8.933,-1.437,2.131,0.742,0.423,0.213,6.031,9.33,9.851,123.474,42.737,-28.21,11.433,3.846,0.554,3.745,0.882,-1.545,0.156,0.25,0.192,-2.582,0.397,-14.576,16.353,125.446,3.061,-36.451,2.863,3.59,0.371,2.989,0.083,-1.769,0.1,0.195,0.097,-2.214,0.36,-21.839,3.924,123.232,4.313,-32.826,4.689,3.556,0.621,2.656,0.145,-1.623,0.152,0.313,0.159,-2.276,0.487,-16.612,5.518,95.567,10.314,-14.461,2.98,5.184,0.9,3.991,0.604,-3.841,1.29,0.34,0.278,-1.794,1.083,-37.782,9.258,99.39,3.762,10.678,12.835,46.48,42.169,20.319,20.356,14.204,13.921,-0.464,0.512,43.914,36.971,-2.099,13.454,142.221,56.677,24.784,10.239
0609-4-01-5,Fliffis B,-86.218,-282.807,225.89,133.666,620.56,244.799,64.591,37.397,82.698,24.02,15.159,26.277,2.956,2.302,42.112,43.242,-2.295,21.057,-275.47,184.404,37.166,54.538,30.468,9.443,32.187,2.968,-26.412,9.0,-1.262,1.065,0.428,3.986,-23.969,10.307,-628.077,44.185,3.305,8.234,39.182,2.182,37.295,2.161,-38.977,1.519,-1.295,0.769,-2.605,1.721,24.42,11.28,-589.296,34.436,-6.933,7.761,36.797,7.745,40.296,2.181,-33.77,9.697,-2.287,0.537,-9.305,3.069,44.996,4.664,-601.352,92.169,42.009,16.642,17.284,4.711,20.453,5.125,-11.995,1.738,4.299,2.751,-10.974,1.889,1.627,23.71,-25.901,83.015,182.884,71.218,17.409,2.736,17.352,1.288,-8.466,2.799,1.181,2.342,-13.478,5.463,-172.154,73.143,-106.466,26.675,301.594,4.903,18.109,1.555,19.016,0.82,-6.282,0.518,-2.688,0.856,-16.522,1.573,-218.645,29.468,102.591,73.03,286.964,15.09,13.298,0.907,14.455,1.377,-6.404,0.114,-2.935,0.58,-11.37,0.565,-93.947,44.29,186.495,11.476,186.049,39.553,16.326,1.826,14.898,1.511,-11.739,3.287,-1.945,0.279,-9.858,2.784,-14.405,17.753,236.605,50.448,91.845,15.449,48.541,41.529,25.218,14.388,9.943,18.319,0.533,2.319,42.332,38.001,19.49,3.484,277.906,83.995,9.901,20.826
0827-BK2-01-40,Salto C,3.824,335.601,-19.624,30.214,359.046,35.696,54.167,39.17,78.295,22.754,19.642,14.772,-2.729,2.804,48.281,34.696,5.826,5.67,90.167,45.849,18.442,21.63,12.62,3.804,14.492,3.995,-7.443,1.893,1.299,1.466,-6.538,2.364,-11.708,16.905,-46.017,31.503,-30.517,13.158,17.51,4.907,13.798,3.93,-10.31,7.441,1.936,0.437,-10.537,3.124,36.533,12.679,466.307,197.325,-33.727,14.546,25.649,4.889,23.591,2.909,-18.426,5.978,1.297,0.599,-5.004,9.665,5.614,12.045,468.926,108.528,2.19,4.738,4.812,2.563,11.518,7.901,-0.866,0.591,0.718,0.697,-2.174,1.723,-4.961,6.92,151.251,10.741,-8.403,5.894,3.483,0.486,3.087,0.175,-1.44,0.137,0.827,0.168,-2.334,0.205,0.745,10.127,122.552,6.05,-19.989,3.004,3.494,0.345,2.793,0.056,-1.523,0.137,0.564,0.211,-2.258,0.244,10.828,4.458,105.677,2.775,-14.618,1.664,3.58,0.319,2.892,0.074,-1.602,0.232,0.462,0.101,-2.333,0.177,-6.298,7.554,104.43,2.0,-8.256,2.118,4.93,1.469,3.668,0.876,-3.874,1.34,0.647,0.274,-1.386,0.962,-20.079,5.328,78.771,15.317,-5.627,6.28,46.6,42.668,20.193,19.828,20.344,17.563,-1.272,0.812,41.775,35.622,3.291,5.78,126.891,50.214,2.766,7.407
0115-MORITZ-03-102,Voll- ein- voll- aus B,-385.791,73.13,-598.106,506.988,481.685,634.355,54.039,39.239,76.207,23.146,13.828,14.136,-5.232,1.665,43.711,40.591,-57.651,93.981,283.416,54.619,-177.012,60.719,18.519,7.118,16.772,3.593,-15.612,7.057,-1.172,4.863,1.412,6.289,-450.807,64.857,76.631,110.528,-415.587,140.501,41.811,9.556,34.021,7.153,-38.051,7.254,4.868,4.489,-9.074,8.766,-329.175,71.111,-120.79,156.411,-918.355,137.435,27.92,10.572,37.125,9.94,-24.951,7.903,4.035,2.977,-11.794,4.652,-537.757,172.865,261.586,141.055,-531.372,272.861,43.506,7.267,34.508,9.795,-28.98,6.216,15.617,3.445,-26.657,5.661,-616.346,80.248,-398.639,141.472,35.415,72.794,36.832,7.961,42.983,5.253,-27.833,7.64,2.348,4.124,-23.352,1.718,-259.277,123.923,-417.773,118.422,-239.349,161.881,28.037,11.55,31.086,2.488,-12.648,6.489,0.28,3.965,-20.989,7.135,109.531,89.083,49.847,85.289,-467.295,72.313,17.605,1.564,18.249,1.461,-6.823,1.159,1.454,1.084,-15.758,0.58,143.808,64.197,170.306,10.783,-294.283,41.744,16.793,1.447,16.834,0.475,-11.741,2.758,1.807,1.523,-10.775,2.692,-3.017,10.633,205.913,26.909,-25.572,68.585,48.832,40.27,25.561,13.979,15.88,21.99,-5.462,4.883,39.563,35.048,23.273,25.456,256.25,84.585,-35.744,41.671
20191001-1202-FRANKFURT_2-01-96,3/4 Salto vw A,39.262,281.97,6.777,42.453,298.12,42.949,49.607,32.425,75.73,18.897,-17.297,14.366,-3.053,1.93,43.267,27.963,22.052,5.742,43.214,59.575,-3.675,28.403,6.905,4.902,13.205,8.206,1.116,1.357,-1.226,1.215,-3.482,1.73,11.841,8.178,88.596,39.262,25.645,11.838,3.257,0.409,3.755,0.466,0.173,0.391,-0.796,0.247,-3.058,0.311,24.82,1.285,35.329,7.611,23.638,4.928,2.178,0.713,2.694,0.288,-0.484,0.208,-0.703,0.179,-1.827,0.766,20.184,1.404,54.485,17.814,13.438,11.913,0.94,0.305,1.137,0.326,0.137,0.429,-0.348,0.12,0.145,0.497,20.797,2.738,143.23,33.314,-13.422,5.438,3.623,1.785,2.106,1.059,3.411,1.566,-0.913,0.352,-0.194,0.932,32.534,5.349,264.541,39.641,-8.728,5.247,8.99,1.316,7.185,1.487,8.146,1.074,-1.285,0.433,-3.235,0.567,41.516,4.503,363.126,19.388,-7.649,6.949,9.234,0.827,9.76,0.446,7.939,0.921,-1.109,0.447,-4.353,0.275,22.411,3.17,346.432,22.695,28.933,11.014,6.556,1.517,7.485,0.962,5.899,1.541,-1.07,0.314,-3.181,1.582,29.816,13.327,262.344,18.669,15.086,14.347,56.545,35.768,27.996,16.916,39.061,19.642,-5.083,3.684,27.821,29.493,2.743,13.565,40.887,92.121,-5.315,29.369
20191007-1159-FRANKFURT_1-01-432,Salto B,-34.393,332.815,-45.345,48.03,334.516,60.183,49.091,34.682,71.28,14.77,-4.683,1.758,2.815,2.99,46.652,31.517,18.412,9.047,255.864,29.01,-7.369,26.265,14.384,8.287,17.952,6.086,1.213,3.32,-1.59,3.652,-5.968,3.031,1.507,18.808,123.763,35.576,-26.161,27.566,7.788,0.553,9.762,1.973,-1.965,0.793,-0.836,0.611,-7.275,0.182,-9.06,3.261,173.475,28.766,-19.803,9.678,8.035,0.767,7.795,0.159,-3.31,0.737,-1.13,0.539,-6.953,0.218,-9.644,3.449,194.122,7.419,-27.921,3.931,8.108,0.466,8.172,0.126,-4.855,0.411,-1.835,0.465,-6.151,0.44,-22.891,7.506,202.666,4.948,-29.414,3.383,7.456,0.783,7.767,0.32,-5.272,0.27,-2.408,0.385,-4.521,0.293,-39.693,3.001,200.933,8.087,-26.008,3.847,7.066,0.874,7.051,0.174,-4.828,0.301,-2.401,0.251,-4.418,0.484,-43.143,2.88,239.207,10.526,-13.483,8.87,6.994,1.009,7.092,0.081,-5.407,0.35,-1.396,0.284,-4.109,0.455,-36.42,2.98,232.27,11.688,8.381,3.743,6.638,1.368,7.047,0.186,-5.656,1.097,-0.355,0.683,-1.984,1.609,-39.756,7.266,280.085,19.913,-5.378,8.821,52.805,36.112,22.99,18.661,14.51,10.923,1.769,4.434,48.985,30.525,-38.429,18.304,173.625,96.457,-104.343,44.716
