SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd,0-mean_ACC_N,0-std_ACC_N,0-mean_ACC_N_ROT_filtered,0-std_ACC_N_ROT_filtered,0-mean_Acc_x_Fil,0-std_Acc_x_Fil,0-mean_Acc_y_Fil,0-std_Acc_y_Fil,0-mean_Acc_z_Fil,0-std_Acc_z_Fil,0-mean_Gyro_x_Fil,0-std_Gyro_x_Fil,0-mean_Gyro_y_Fil,0-std_Gyro_y_Fil,0-mean_Gyro_z_Fil,0-std_Gyro_z_Fil,10-mean_ACC_N,10-std_ACC_N,10-mean_ACC_N_ROT_filtered,10-std_ACC_N_ROT_filtered,10-mean_Acc_x_Fil,10-std_Acc_x_Fil,10-mean_Acc_y_Fil,10-std_Acc_y_Fil,10-mean_Acc_z_Fil,10-std_Acc_z_Fil,10-mean_Gyro_x_Fil,10-std_Gyro_x_Fil,10-mean_Gyro_y_Fil,10-std_Gyro_y_Fil,10-mean_Gyro_z_Fil,10-std_Gyro_z_Fil,20-mean_ACC_N,20-std_ACC_N,20-mean_ACC_N_ROT_filtered,20-std_ACC_N_ROT_filtered,20-mean_Acc_x_Fil,20-std_Acc_x_Fil,20-mean_Acc_y_Fil,20-std_Acc_y_Fil,20-mean_Acc_z_Fil,20-std_Acc_z_Fil,20-mean_Gyro_x_Fil,20-std_Gyro_x_Fil,20-mean_Gyro_y_Fil,20-std_Gyro_y_Fil,20-mean_Gyro_z_Fil,20-std_Gyro_z_Fil,30-mean_ACC_N,30-std_ACC_N,30-mean_ACC_N_ROT_filtered,30-std_ACC_N_ROT_filtered,30-mean_Acc_x_Fil,30-std_Acc_x_Fil,30-mean_Acc_y_Fil,30-std_Acc_y_Fil,30-mean_Acc_z_Fil,30-std_Acc_z_Fil,30-mean_Gyro_x_Fil,30-std_Gyro_x_Fil,30-mean_Gyro_y_Fil,30-std_Gyro_y_Fil,30-mean_Gyro_z_Fil,30-std_Gyro_z_Fil,40-mean_ACC_N,40-std_ACC_N,40-mean_ACC_N_ROT_filtered,40-std_ACC_N_ROT_filtered,40-mean_Acc_x_Fil,40-std_Acc_x_Fil,40-mean_Acc_y_Fil,40-std_Acc_y_Fil,40-mean_Acc_z_Fil,40-std_Acc_z_Fil,40-mean_Gyro_x_Fil,40-std_Gyro_x_Fil,40-mean_Gyro_y_Fil,40-std_Gyro_y_Fil,40-mean_Gyro_z_Fil,40-std_Gyro_z_Fil,50-mean_ACC_N,50-std_ACC_N,50-mean_ACC_N_ROT_filtered,50-std_ACC_N_ROT_filtered,50-mean_Acc_x_Fil,50-std_Acc_x_Fil,50-mean_Acc_y_Fil,50-std_Acc_y_Fil,50-mean_Acc_z_Fil,50-std_Acc_z_Fil,50-mean_Gyro_x_Fil,50-std_Gyro_x_Fil,50-mean_Gyro_y_Fil,50-std_Gyro_y_Fil,50-mean_Gyro_z_Fil,50-std_Gyro_z_Fil,60-mean_ACC_N,60-std_ACC_N,60-mean_ACC_N_ROT_filtered,60-std_ACC_N_ROT_filtered,60-mean_Acc_x_Fil,60-std_Acc_x_Fil,60-mean_Acc_y_Fil,60-std_Acc_y_Fil,60-mean_Acc_z_Fil,60-std_Acc_z_Fil,60-mean_Gyro_x_Fil,60-std_Gyro_x_Fil,60-mean_Gyro_y_Fil,60-std_Gyro_y_Fil,60-mean_Gyro_z_Fil,60-std_Gyro_z_Fil,70-mean_ACC_N,70-std_ACC_N,70-mean_ACC_N_ROT_filtered,70-std_ACC_N_ROT_filtered,70-mean_Acc_x_Fil,70-std_Acc_x_Fil,70-mean_Acc_y_Fil,70-std_Acc_y_Fil,70-mean_Acc_z_Fil,70-std_Acc_z_Fil,70-mean_Gyro_x_Fil,70-std_Gyro_x_Fil,70-mean_Gyro_y_Fil,70-std_Gyro_y_Fil,70-mean_Gyro_z_Fil,70-std_Gyro_z_Fil,80-mean_ACC_N,80-std_ACC_N,80-mean_ACC_N_ROT_filtered,80-std_ACC_N_ROT_filtered,80-mean_Acc_x_Fil,80-std_Acc_x_Fil,80-mean_Acc_y_Fil,80-std_Acc_y_Fil,80-mean_Acc_z_Fil,80-std_Acc_z_Fil,80-mean_Gyro_x_Fil,80-std_Gyro_x_Fil,80-mean_Gyro_y_Fil,80-std_Gyro_y_Fil,80-mean_Gyro_z_Fil,80-std_Gyro_z_Fil,90-mean_ACC_N,90-std_ACC_N,90-mean_ACC_N_ROT_filtered,90-std_ACC_N_ROT_filtered,90-mean_Acc_x_Fil,90-std_Acc_x_Fil,90-mean_Acc_y_Fil,90-std_Acc_y_Fil,90-mean_Acc_z_Fil,90-std_Acc_z_Fil,90-mean_Gyro_x_Fil,90-std_Gyro_x_Fil,90-mean_Gyro_y_Fil,90-std_Gyro_y_Fil,90-mean_Gyro_z_Fil,90-std_Gyro_z_Fil
20191008-1157-FRANKFURT_1-01-179,Barani A,-66.325,95.923,166.864,82.562,309.971,205.301,58.737,33.628,77.963,13.938,12.816,14.778,3.638,1.044,51.777,31.913,24.744,24.429,-206.278,82.765,5.49,52.521,10.173,2.512,18.381,10.217,-6.897,1.491,0.465,1.464,-4.772,0.751,1.117,10.395,-170.557,90.686,92.254,10.471,7.516,1.263,8.629,1.016,-4.1,0.75,0.505,0.391,-6.205,0.479,-37.558,20.738,-124.592,24.864,133.726,24.7,10.26,2.162,8.928,1.494,-3.085,0.894,0.45,0.566,-9.326,1.506,-121.974,11.905,-132.929,32.62,234.546,34.025,10.068,0.537,10.088,0.375,-3.161,0.317,-2.533,1.305,-9.056,0.203,-124.953,5.116,32.474,52.334,321.379,9.532,9.545,0.475,9.906,0.315,-3.738,0.236,-4.759,0.302,-7.198,0.691,-88.038,18.384,174.184,25.007,239.777,40.521,8.215,0.715,8.532,0.397,-4.003,0.648,-3.457,0.988,-6.202,0.377,-27.398,12.652,185.267,7.566,66.537,50.113,8.399,0.508,8.546,0.174,-5.671,0.365,-1.765,0.247,-5.72,0.296,-8.392,3.156,197.831,11.947,-14.481,8.111,9.086,1.821,8.178,0.483,-7.344,2.312,-0.832,0.255,-3.125,2.882,-9.152,10.279,302.407,43.512,-3.839,16.912,50.996,36.022,24.01,15.599,1.972,5.265,1.914,2.572,48.465,32.597,-11.173,16.321,331.998,79.086,-62.705,15.291
20191007-1159-FRANKFURT_1-01-152,Barani B,90.925,-19.172,170.665,95.365,353.367,233.224,54.079,30.07,73.639,12.244,9.616,13.667,-2.121,0.681,48.837,27.764,34.519,32.407,-211.141,114.698,-43.38,18.108,20.104,2.565,24.542,6.766,-17.129,2.58,-2.078,0.322,-5.877,3.83,75.942,10.039,-478.992,22.642,50.207,16.973,8.63,3.811,14.144,3.946,-0.835,3.39,-2.238,0.259,-7.016,3.278,32.508,16.555,-342.926,95.646,56.648,16.404,7.902,4.045,5.783,1.133,-5.79,2.092,3.267,2.925,-3.008,1.768,30.116,27.333,-90.162,22.318,155.94,79.273,11.492,3.088,12.159,1.204,-9.752,1.846,2.345,3.005,-2.417,1.428,139.157,14.737,-50.056,30.839,378.163,31.366,8.813,0.747,9.125,0.433,-6.048,0.728,-3.599,0.345,-4.871,0.465,106.455,12.538,61.948,34.675,361.98,47.669,6.212,0.482,7.18,0.868,-3.268,0.556,-2.896,0.884,-4.29,0.415,50.521,18.055,146.115,9.803,149.703,58.154,7.434,1.313,6.648,0.621,-5.134,0.85,-0.051,0.456,-5.036,0.37,30.297,4.086,245.415,36.802,69.151,4.982,9.108,1.462,8.302,0.582,-7.183,0.931,-2.129,0.877,-4.028,0.903,70.664,9.842,333.342,16.28,26.366,56.641,44.262,34.99,19.333,13.144,11.178,11.734,2.791,2.798,39.907,30.692,2.638,24.64,267.482,96.948,-124.919,41.234
20190930-1247-FRANKFURT_2-01-45,Salto A,-1.122,343.711,-35.283,30.016,343.711,52.984,50.803,36.527,73.432,15.976,8.313,6.525,-0.021,0.895,48.507,32.657,2.51,10.841,197.8,8.166,28.083,21.897,9.285,6.261,14.65,6.303,-2.234,1.875,-0.318,1.68,-6.025,4.208,34.532,16.916,189.55,25.794,-14.368,23.008,6.834,0.801,6.198,0.558,-0.499,0.929,-0.917,0.304,-6.303,0.419,12.835,9.164,164.235,15.768,-46.0,7.576,7.336,0.652,7.065,0.313,-2.271,0.49,-0.798,0.289,-6.88,0.169,4.202,5.113,207.728,4.59,-21.56,7.726,7.019,0.596,7.362,0.234,-2.645,0.284,-1.444,0.237,-6.315,0.421,6.445,9.42,205.708,4.221,-26.326,4.985,7.178,0.322,6.917,0.163,-2.578,0.354,-1.761,0.359,-6.317,0.179,2.115,2.861,191.687,12.541,-18.433,3.354,7.628,0.303,7.545,0.151,-3.905,0.457,-1.999,0.264,-6.196,0.241,-15.294,9.495,165.978,5.52,-40.584,6.652,8.155,0.523,7.858,0.243,-5.074,0.239,-1.251,0.084,-6.276,0.236,-26.864,1.654,189.963,18.52,-6.647,8.799,7.347,1.631,8.235,0.526,-5.495,0.403,-0.894,0.217,-4.223,2.172,-21.42,1.882,249.575,23.772,-7.834,2.926,46.124,34.564,19.83,15.968,11.162,12.228,2.288,2.842,42.15,30.417,-1.032,17.675,272.942,47.013,-19.411,38.541
0609-4-01-76,Fliffis B,-105.968,-51.503,239.405,164.903,597.248,262.351,62.967,40.719,83.687,26.684,13.005,27.132,0.348,3.133,40.57,45.09,11.475,21.567,-321.802,213.561,43.08,22.782,42.282,10.646,39.3,3.661,-36.574,11.05,0.36,0.403,0.348,5.596,-25.437,21.018,-692.883,34.906,0.812,26.339,29.842,9.644,38.088,6.809,-27.373,10.765,-0.788,1.167,-8.384,3.695,35.607,5.407,-432.981,191.146,34.155,27.919,19.465,3.049,20.31,1.113,-14.275,0.529,5.164,2.244,-10.561,3.23,-3.083,35.856,-69.797,51.887,228.613,76.941,24.517,2.625,21.733,2.948,-10.437,1.065,0.151,1.393,-21.574,3.57,-244.182,55.825,-74.207,76.024,340.994,13.202,24.25,1.536,25.412,0.855,-10.631,0.244,-5.239,0.883,-20.95,2.099,-239.127,35.172,217.302,74.524,301.696,36.191,18.058,1.541,19.954,1.68,-7.732,1.011,-3.484,1.662,-15.839,1.045,-102.948,32.269,364.366,18.436,160.251,40.264,14.514,2.363,15.062,1.057,-6.704,0.753,-0.86,0.566,-12.843,0.897,-26.301,15.378,253.804,39.595,63.006,23.673,17.216,0.633,16.625,1.047,-13.119,2.091,1.104,1.456,-9.418,3.574,29.135,22.933,235.738,30.57,43.104,10.589,49.404,44.967,24.728,16.595,11.194,18.039,-0.272,2.421,43.828,39.28,35.393,17.779,273.034,96.553,-23.43,28.625
20190930-1153-FRANKFURT_1-01-91,Salto A,34.204,336.32,-23.149,42.143,336.32,47.275,50.29,34.181,71.628,17.471,2.853,10.004,1.054,1.405,47.31,31.774,16.153,7.715,243.065,42.517,-4.346,30.78,6.131,2.234,10.365,7.114,-0.328,2.899,-1.381,0.96,-3.28,2.972,10.67,10.978,135.528,30.745,7.838,4.955,6.329,1.088,6.589,0.237,-0.715,0.975,-0.507,0.269,-6.251,0.542,28.88,7.498,188.256,19.902,9.204,5.058,6.309,0.457,6.404,0.187,-1.773,0.137,-0.445,0.225,-6.019,0.167,41.741,3.567,219.141,2.983,-8.066,2.1,6.295,0.308,6.305,0.05,-1.709,0.147,-0.681,0.072,-5.983,0.073,30.01,2.846,210.622,6.92,-15.031,2.065,5.731,0.3,5.962,0.25,-2.225,0.194,-0.692,0.134,-5.207,0.261,22.385,5.299,176.479,16.217,-13.05,2.14,5.987,0.464,5.779,0.173,-2.062,0.131,-0.622,0.094,-5.597,0.328,1.125,3.096,131.768,5.552,-9.037,5.107,7.009,0.386,6.686,0.305,-3.367,0.724,-0.486,0.203,-6.083,0.209,13.956,11.778,162.301,15.8,23.714,8.498,7.546,1.186,7.703,0.334,-5.592,0.991,-0.544,0.208,-4.29,1.316,36.259,12.706,201.085,10.405,1.301,33.192,48.161,38.956,21.062,18.758,21.433,17.7,-1.146,1.348,41.531,31.522,-13.869,10.166,165.223,76.458,-87.836,38.428
0609-1-01-294,Salto C,24.573,352.311,-11.999,26.22,352.311,24.34,48.089,32.005,68.814,11.555,19.831,13.112,0.428,1.701,41.11,26.865,3.23,6.414,143.693,37.363,0.43,7.523,9.387,1.092,14.819,9.121,-3.22,1.16,-0.165,0.862,-7.425,1.665,12.664,4.629,233.672,36.447,-22.18,2.227,14.141,0.749,11.695,1.536,-7.34,1.328,-0.112,0.673,-11.195,0.348,25.045,5.151,360.817,27.172,-12.931,3.516,14.242,1.161,14.174,0.232,-10.04,0.478,0.272,0.257,-9.268,0.619,22.984,0.615,361.602,17.436,-1.257,3.043,10.19,2.042,11.797,1.303,-6.966,1.372,-0.121,0.293,-6.685,1.283,19.486,1.267,295.682,27.262,-18.267,3.45,5.786,0.465,6.505,1.236,-3.34,0.529,0.055,0.292,-4.201,0.338,22.112,0.452,203.23,21.789,-10.349,4.614,6.07,0.422,5.432,0.11,-2.874,0.143,-0.467,0.091,-4.681,0.172,21.181,2.132,157.146,4.833,-7.036,2.857,6.649,0.312,5.78,0.243,-2.953,0.196,-0.258,0.079,-5.326,0.199,10.982,4.697,183.594,16.733,-19.256,4.332,7.263,0.571,6.603,0.255,-3.004,1.143,0.211,0.191,-4.847,1.492,-1.345,3.142,217.767,6.827,-14.599,8.604,41.122,26.174,19.008,13.183,12.941,9.012,2.382,0.781,38.575,21.972,24.77,5.866,150.209,66.654,28.316,9.319
20190930-1247-FRANKFURT_2-01-200,Fliffis C,-131.345,-400.299,136.829,152.344,654.549,217.825,64.606,29.065,80.617,15.099,-0.254,21.303,5.438,3.031,51.519,35.668,-56.596,47.29,-314.447,201.798,25.203,13.133,35.83,14.043,37.993,6.109,-31.274,8.031,-0.019,2.209,-11.113,5.219,-26.024,19.135,-632.432,99.019,-48.359,16.97,56.35,9.055,47.216,8.283,-54.029,6.828,-1.507,0.987,-14.026,6.129,27.433,4.893,-663.573,27.486,-27.665,30.743,66.824,3.377,65.382,1.87,-58.821,2.859,6.778,3.651,-28.547,2.318,-62.143,60.803,-751.049,19.654,82.134,27.003,33.792,16.266,50.603,13.307,-18.846,15.839,5.555,3.146,-25.225,6.599,-136.694,31.439,-390.73,190.153,60.243,34.178,30.86,10.655,26.774,4.505,-8.474,8.127,5.259,8.393,-12.518,6.374,-71.967,87.557,-59.392,80.21,189.641,26.197,17.333,2.015,22.65,4.807,-2.944,2.665,-0.235,3.198,-14.98,2.217,-181.142,13.541,-79.612,101.911,253.866,25.637,14.433,1.493,15.649,1.078,-4.303,1.163,-6.732,0.98,-11.653,1.685,-103.98,15.008,155.445,45.217,283.287,23.852,14.327,1.326,14.098,0.564,-7.442,1.902,-4.913,1.779,-9.344,2.538,-74.055,21.276,237.106,27.709,105.856,45.355,46.455,37.273,23.147,12.94,15.376,16.838,1.817,7.169,34.16,32.865,-62.196,19.733,234.31,82.683,-114.774,45.374
20191007-1159-FRANKFURT_1-01-417,Salto C,0.046,346.631,6.744,31.879,402.19,47.86,52.09,34.022,73.331,15.458,1.659,3.86,0.322,1.641,49.17,31.61,-21.911,10.192,203.693,52.691,7.743,32.317,12.777,4.219,16.538,7.348,-3.327,6.866,-1.112,0.608,-7.202,2.562,11.871,4.417,-57.906,80.815,26.489,16.642,8.373,2.385,11.161,2.068,-6.186,1.141,-0.445,0.711,-5.551,1.294,0.66,4.787,120.327,290.38,9.902,23.792,15.648,1.717,12.224,3.153,-11.844,1.52,-0.478,0.966,-9.05,1.158,7.486,11.747,672.874,50.269,-10.242,6.051,15.383,2.225,15.039,0.665,-8.603,1.235,0.633,1.019,-12.145,1.416,-28.885,11.483,497.345,93.874,21.612,31.286,11.44,7.947,15.651,2.601,-3.321,2.339,-0.773,1.073,-0.988,5.545,-0.507,11.019,180.858,72.28,27.963,11.26,3.371,1.443,4.122,1.727,-1.673,0.452,-0.925,0.34,-2.664,1.337,12.089,2.231,20.196,11.614,24.867,8.56,5.277,1.318,5.175,0.41,-1.451,0.734,-0.2,0.495,-4.649,0.845,14.132,4.994,48.96,24.278,7.778,4.521,3.673,1.352,3.529,0.432,-2.771,1.343,0.159,0.306,-0.522,1.605,24.53,11.52,199.016,42.747,-24.993,16.717,46.221,38.458,17.933,16.284,12.547,10.733,1.305,2.054,43.802,32.135,-22.54,11.408,185.52,101.354,-20.281,35.426
20191007-1159-FRANKFURT_1-01-399,Salto C,14.955,351.413,-19.87,30.91,398.336,42.178,47.689,35.975,72.546,18.57,12.58,6.743,-1.041,0.597,43.035,33.242,-3.125,5.77,193.183,57.487,9.779,8.216,13.399,5.095,15.351,4.918,-6.297,4.905,-0.308,0.708,-8.156,1.386,17.525,6.871,-83.19,121.311,9.504,20.796,9.196,3.17,10.258,2.243,-4.104,2.591,-1.106,0.656,-7.288,1.619,25.919,4.366,338.397,237.418,3.725,17.366,15.759,1.126,13.489,2.455,-10.436,1.089,-0.265,0.634,-11.432,0.47,32.211,9.88,586.502,35.494,-23.171,2.425,13.837,5.066,15.818,0.778,-6.283,2.058,-0.557,0.744,-7.937,6.459,29.226,4.674,327.018,106.0,-13.897,6.807,4.22,2.631,7.208,3.372,-2.27,0.919,-0.796,0.372,-2.055,1.318,10.817,7.044,130.397,47.554,-15.453,6.664,4.272,1.028,3.588,0.52,-2.024,0.136,-0.924,0.078,-3.536,0.917,0.331,1.264,75.064,8.951,-25.442,2.672,4.235,0.587,4.631,0.26,-1.51,0.355,-0.547,0.299,-3.903,0.425,-13.355,3.257,114.998,23.325,3.988,10.232,5.179,1.046,4.643,0.439,-4.026,0.686,-1.201,0.567,-0.316,1.998,3.214,9.13,195.844,14.303,-10.248,26.281,50.32,40.743,20.204,18.443,11.618,7.601,2.096,1.527,48.295,35.411,-20.443,7.033,176.53,87.195,-27.416,19.275
0609-4-01-16,Fliffis B,-83.95,-193.94,248.787,144.611,619.001,269.08,60.137,41.423,82.077,27.732,12.278,25.371,1.595,2.799,43.045,43.291,7.373,18.531,-311.334,194.892,52.032,28.135,36.999,8.906,33.454,5.313,-34.923,8.61,-0.329,0.837,-0.028,4.445,-28.335,18.027,-691.753,22.585,0.192,23.712,43.091,2.525,42.931,0.722,-42.163,2.353,-2.489,1.06,-2.868,1.884,57.837,21.708,-629.669,21.325,8.843,33.209,20.626,6.116,28.157,9.354,-16.859,6.015,0.148,2.522,-11.46,1.987,35.92,11.658,-194.942,214.322,95.701,42.145,19.192,4.629,18.96,1.592,-13.101,1.434,3.589,2.702,-11.187,5.021,-95.834,82.066,-119.789,68.1,297.185,44.703,23.773,1.82,22.957,2.019,-9.765,0.259,-1.814,2.199,-21.064,1.916,-237.427,15.936,8.965,107.132,366.031,20.518,17.02,1.523,19.034,1.947,-7.961,0.636,-3.515,1.186,-14.623,1.171,-155.116,29.859,226.817,27.106,236.376,36.682,14.848,0.913,14.898,0.447,-8.859,1.049,-1.622,0.307,-11.781,0.403,-34.997,23.355,230.53,13.219,118.792,32.641,15.624,0.467,15.625,0.24,-12.885,1.362,-1.268,0.251,-7.622,3.091,2.03,7.347,283.458,24.605,60.221,6.546,47.181,40.125,24.321,15.178,7.863,18.326,1.058,2.631,40.66,36.409,29.873,12.293,238.687,87.174,1.726,33.146
0609-1-01-833,Doppelsalto C,0.931,704.759,-43.428,44.547,706.858,57.748,48.414,24.964,63.861,10.949,9.313,8.71,-0.435,1.452,45.327,22.559,33.874,5.27,254.157,39.968,-15.543,11.197,15.364,7.606,17.881,7.591,-2.872,3.803,-1.001,0.856,-11.846,5.583,3.294,8.134,70.325,44.101,-20.733,17.233,30.037,6.23,23.974,4.422,-25.231,7.809,-0.382,1.09,-14.911,1.539,-23.641,19.669,375.39,212.145,-23.644,14.978,50.446,2.422,44.412,6.015,-47.211,1.608,-1.644,0.947,-15.179,2.637,-13.044,3.294,761.87,14.4,-10.223,10.66,55.656,1.39,53.418,1.852,-48.058,1.646,-3.431,0.703,-26.438,4.024,-24.471,10.629,828.621,16.968,-42.284,14.846,50.467,7.709,54.403,2.448,-39.42,4.522,-1.484,0.919,-28.297,6.753,12.637,18.294,751.942,87.441,-17.304,7.744,21.184,5.839,30.472,8.074,-16.276,4.429,-0.572,1.392,-12.412,3.224,38.424,8.156,443.598,102.978,-23.29,6.987,10.444,1.618,12.903,3.519,-6.126,1.555,-0.324,0.492,-7.443,1.267,20.23,8.295,196.841,26.028,-22.701,5.393,11.308,1.996,9.886,0.577,-4.523,0.41,-1.296,0.612,-9.177,1.495,0.7,18.013,240.976,29.767,-62.515,24.904,42.349,30.92,21.418,12.066,16.023,14.708,2.598,1.315,34.028,29.18,-43.999,20.961,246.794,63.085,-16.972,26.737
20190930-1616-FRANKFURT_1-01-96,Fliffis C,-126.594,-335.766,196.149,140.963,650.857,218.566,68.089,31.394,83.925,16.623,-1.148,24.47,4.712,3.087,49.97,42.34,-38.24,51.999,-371.581,208.558,84.056,36.29,35.068,4.396,37.77,3.66,-32.495,1.532,1.487,1.219,-12.923,1.317,-72.663,8.854,-702.237,34.786,4.377,15.857,39.392,5.123,36.983,2.232,-38.585,3.514,1.667,1.642,-3.634,2.491,-44.869,12.82,-582.001,31.407,23.816,17.551,41.766,3.253,42.742,0.914,-39.151,4.323,5.755,1.109,-10.776,1.817,-75.091,16.358,-636.47,20.073,53.996,17.133,16.533,7.544,24.664,10.083,-13.881,4.44,3.343,2.299,-7.603,3.695,-67.449,22.248,-297.819,191.1,82.163,45.299,19.639,5.701,19.523,2.684,-12.266,3.342,7.59,3.359,-11.798,1.34,-51.486,66.154,-37.755,75.584,269.271,48.923,18.792,1.093,18.154,1.055,-4.6,1.98,-3.186,1.783,-17.161,1.005,-195.587,17.021,45.294,75.712,290.863,12.492,15.321,1.101,16.303,1.198,-5.323,1.369,-5.562,0.565,-13.277,0.928,-112.17,36.244,219.285,14.384,244.037,40.433,13.94,2.784,15.17,0.913,-8.616,0.817,-2.759,1.352,-9.914,2.577,-29.503,13.094,231.19,22.695,52.303,48.008,41.344,39.372,18.369,12.916,6.986,13.196,1.364,2.553,35.897,35.513,2.323,17.01,309.652,45.743,-5.608,21.018
20191008-1207-FRANKFURT_2-01-174,Schraubensalto A,72.906,160.739,362.591,166.61,279.43,374.104,52.423,39.812,75.651,19.437,-1.463,3.762,11.258,3.926,47.949,36.47,76.561,19.678,260.198,45.617,74.137,32.023,9.907,3.821,14.228,5.843,-1.837,2.406,-1.625,2.787,-1.875,3.658,112.531,30.964,137.6,60.763,196.334,70.068,6.175,1.556,7.218,0.903,-2.389,1.447,-2.219,1.519,-3.685,0.816,139.046,25.362,35.704,21.433,223.766,14.636,6.107,2.545,5.911,0.734,-4.368,0.769,-2.392,1.164,-2.568,0.758,185.834,7.216,-98.68,20.183,242.373,27.449,9.321,2.431,7.606,1.483,-5.899,0.752,-2.375,0.734,-6.426,1.909,60.981,58.833,-161.157,14.022,349.101,27.29,11.502,1.339,11.247,0.585,-5.3,0.617,-3.569,1.15,-9.242,0.439,-105.368,32.957,-72.584,45.934,390.725,30.218,9.966,0.875,10.562,0.443,-3.649,0.334,-3.886,0.204,-8.35,0.649,-119.274,17.132,79.867,40.457,301.783,17.336,8.397,1.014,9.003,0.353,-5.474,0.582,-2.581,0.292,-5.911,0.599,-35.552,33.043,170.996,10.58,232.485,23.489,9.202,3.096,9.349,0.905,-6.066,1.484,-3.096,0.73,-4.886,2.543,27.263,7.011,207.731,46.129,74.939,65.693,43.748,44.773,16.168,14.906,4.194,7.795,3.133,2.248,41.89,38.762,76.566,26.841,356.594,77.08,7.773,23.859
0115-CHARI-05-117,Voll- ein 1 3/4 Salto vw C,191.042,-427.098,271.549,348.649,514.866,324.55,52.37,36.839,74.926,20.606,7.762,10.505,2.668,1.734,47.542,36.5,32.846,22.431,-181.873,74.809,71.226,54.854,13.659,4.391,13.742,4.419,-9.704,2.627,5.204,2.21,-6.518,2.506,-110.984,36.639,-233.159,26.607,125.298,17.964,18.586,1.93,17.32,1.109,-8.215,0.649,7.481,0.78,-14.477,2.066,-210.517,27.013,-194.197,64.382,328.957,60.53,24.106,2.489,22.501,2.106,-16.168,4.447,4.596,3.633,-14.062,4.55,34.522,168.017,103.546,95.112,548.782,64.281,18.604,6.414,18.147,3.222,-15.24,2.63,-8.783,6.373,0.3,3.526,533.324,72.074,-42.82,214.81,317.107,128.65,42.956,4.905,35.749,8.025,-32.212,4.082,-15.427,4.409,-20.038,4.75,418.431,65.545,-580.409,52.834,-54.315,66.109,29.047,6.894,35.504,6.323,-22.143,5.786,-6.713,2.122,-16.225,2.893,221.67,70.531,-463.15,69.816,11.792,34.327,15.432,2.879,17.516,2.86,-10.427,2.372,-3.017,1.143,-9.573,0.967,42.842,27.315,-262.213,37.857,38.154,15.612,19.655,33.557,11.31,3.528,-5.826,3.594,-0.535,1.249,-6.799,1.969,21.713,3.608,-219.797,17.896,23.238,17.416,55.653,19.07,44.598,10.006,-44.69,14.118,-3.14,0.907,25.696,16.051,-6.741,10.957,-106.28,59.266,-26.106,28.655
0609-1-01-542,Doppelsalto B,6.237,708.416,-40.012,81.746,739.619,66.509,48.789,36.85,72.176,21.869,4.796,11.936,1.47,0.95,44.38,34.569,31.373,6.8,284.249,70.122,-28.255,16.269,15.21,11.954,12.488,4.955,-5.908,3.818,-0.231,1.039,-7.933,9.442,0.757,10.383,1.655,101.528,-48.598,39.68,17.787,8.398,18.855,4.396,-13.776,6.33,-1.228,0.749,-7.275,3.107,-19.043,23.978,226.613,209.78,-21.221,15.094,34.84,1.146,29.925,6.249,-33.96,1.23,-4.099,0.683,-1.296,1.266,-71.476,7.551,651.57,23.697,-28.681,13.165,37.953,4.003,35.577,1.18,-34.275,0.725,-3.63,1.129,-13.297,8.388,-67.055,15.843,747.336,70.69,-14.059,15.713,48.077,3.968,46.274,3.021,-36.104,2.624,-1.096,2.192,-29.501,1.434,15.607,53.332,767.362,89.73,15.092,20.258,19.537,11.427,30.584,11.078,-14.692,8.037,0.495,0.712,-10.782,5.079,81.181,17.019,469.926,137.779,-28.806,12.2,10.631,2.825,9.751,1.231,-2.901,1.01,-0.43,0.346,-9.354,1.85,29.938,5.208,197.259,43.326,-28.169,5.76,12.222,1.576,11.959,0.694,-7.789,2.124,-0.338,0.394,-7.464,3.413,16.434,7.538,175.695,31.981,-18.786,16.203,49.071,40.047,23.825,18.067,14.344,17.051,-0.539,0.769,44.624,34.902,14.965,17.251,207.882,62.582,-8.404,17.197
