SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,10_Acc_N_Fil,10_Gyro_x_R,10_Gyro_y_R,10_Gyro_z_R,10_Gyro_x_Fil,10_Gyro_y_Fil,10_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,30_Acc_N_Fil,30_Gyro_x_R,30_Gyro_y_R,30_Gyro_z_R,30_Gyro_x_Fil,30_Gyro_y_Fil,30_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,70_Acc_N_Fil,70_Gyro_x_R,70_Gyro_y_R,70_Gyro_z_R,70_Gyro_x_Fil,70_Gyro_y_Fil,70_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil,90_Acc_N_Fil,90_Gyro_x_R,90_Gyro_y_R,90_Gyro_z_R,90_Gyro_x_Fil,90_Gyro_y_Fil,90_Gyro_z_Fil
0609-1-01-676,Von Bauch in Stand,14.997,35.441,8.135,14.997,35.441,8.135,35.595,75.075,67.138,7.358,-14.323,8.821,5.139,3.108,-4.057,-7.98,7.931,6.69,10.48,38.725,-3.318,7.358,14.323,8.821,5.139,-3.108,-4.057,-7.98,-7.931,6.69,10.48,32.158,-3.318,7.741,16.637,14.48,6.334,7.836,21.23,9.872,11.877,13.554,11.648,38.725,17.874,97.774,4.72,-39.6,-31.92,-0.34,-8.05,-20.1,8.151,38.08,-209.6,86.56,31.62,-138.83,37.95,2.559,-0.72,1.28,38.64,8.33,0.47,31.99,1.0,22.72,-14.64,58.96,22.86,-10.89,51.68,1.394,2.56,10.8,-49.2,2.4,17.44,-50.49,1.382,-25.76,-2.4,19.52,-21.47,-0.34,13.85,1.771,-28.4,-2.16,54.4,-28.86,4.61,43.76,1.814,-2.32,63.84,4.0,-0.49,58.62,-4.48,5.753,36.08,42.48,38.72,42.34,48.14,42.01,14.982,19.68,35.04,-81.28,16.82,52.55,-58.86
0609-4-01-215,Schraubensalto C,90.89,192.798,395.377,90.89,192.798,395.377,158.005,275.491,399.683,39.543,76.293,64.583,62.345,-37.254,216.607,-25.15,68.515,103.662,14.152,85.244,10.525,39.543,76.293,64.583,62.345,-37.254,216.607,-25.15,68.515,103.662,14.152,85.244,10.525,40.048,76.293,64.583,78.057,45.44,216.607,25.152,68.515,103.662,14.748,85.244,14.831,95.123,-22.84,116.0,39.64,-10.88,133.86,34.96,7.076,69.52,241.44,181.48,74.49,251.93,166.02,3.517,124.0,77.52,187.16,123.46,83.28,185.11,11.093,310.4,-15.36,419.8,298.77,-22.23,416.49,16.425,85.76,-159.56,550.16,88.02,-155.09,546.2,14.381,-92.08,31.12,439.08,-89.98,29.22,432.67,8.344,-62.52,164.48,237.72,-63.26,166.79,236.03,5.929,-16.64,159.08,156.56,-19.16,160.42,153.84,6.134,22.92,138.16,53.32,22.69,137.13,53.9,2.868,38.12,184.72,-14.64,39.05,195.82,-6.44
20190930-1153-FRANKFURT_1-01-105,Salto A,36.174,356.371,-3.033,36.174,356.371,3.033,48.534,384.379,41.034,-0.804,13.004,-0.137,25.852,216.063,7.337,6.106,63.537,-1.724,5.02,63.767,-8.508,0.804,13.004,0.137,24.243,216.063,7.063,6.106,63.537,-1.724,5.02,63.767,-2.443,8.036,41.012,10.153,26.038,216.063,13.725,7.756,63.537,4.313,6.704,63.767,12.842,74.763,13.8,65.16,9.8,13.73,86.25,-4.62,22.585,-33.84,144.72,49.76,-20.73,121.38,35.72,16.524,-19.16,-121.28,-3.92,-15.03,-113.58,0.2,20.147,56.32,592.52,47.92,54.28,577.36,54.59,23.459,84.6,457.0,18.56,78.1,464.99,10.83,3.617,37.2,165.48,17.32,35.78,171.25,9.84,2.948,14.24,134.92,-16.52,18.35,141.3,-11.79,4.433,-5.2,100.12,10.32,-5.74,100.09,7.99,3.243,1.56,74.88,17.88,2.93,75.29,12.44,2.024,18.36,129.72,-29.92,15.75,137.01,-26.2
20190930-1153-FRANKFURT_1-01-184,Rudi,-0.652,-20.58,605.169,0.652,20.58,605.169,178.439,252.437,607.974,-24.575,-52.002,104.837,33.6,-29.145,245.464,-29.737,-40.367,208.647,20.06,100.934,46.221,24.575,52.002,104.837,-15.55,29.145,245.464,11.687,40.367,208.647,-20.06,-100.934,46.221,41.519,59.069,106.186,76.032,31.244,245.464,39.856,61.19,208.647,21.032,100.934,47.677,100.187,47.32,126.68,-35.32,51.24,125.62,-16.72,2.114,-67.28,-224.52,187.44,-47.09,-220.81,182.7,7.907,-125.44,-84.16,368.4,-127.19,-90.06,363.64,13.152,-121.48,-46.24,491.36,-122.2,-42.39,491.37,14.069,165.52,-0.04,547.16,167.22,-9.78,538.22,15.126,133.84,-213.0,523.72,135.78,-210.42,528.86,16.057,-101.44,-174.52,526.36,-103.69,-167.42,518.07,9.784,-75.64,73.36,302.72,-75.81,60.75,308.66,8.817,20.4,162.56,173.44,21.59,165.99,180.18,5.96,75.36,241.6,38.92,71.25,247.36,49.3
0609-4-01-496,Salto C,4.694,367.138,15.539,4.694,367.138,15.539,21.901,378.026,33.283,-3.51,59.088,5.606,2.906,175.107,5.164,-0.516,63.327,7.714,5.814,69.616,-2.946,3.51,59.088,5.606,-2.906,175.107,5.164,0.516,63.327,7.714,3.574,69.616,-2.946,4.858,69.976,7.587,5.265,175.107,6.396,3.012,63.327,8.139,8.765,69.616,11.162,103.515,-5.08,171.4,3.64,-5.42,174.93,8.49,6.076,1.6,165.72,13.68,-5.93,144.15,10.93,10.417,-12.56,23.68,52.32,-8.85,37.35,33.1,14.896,10.44,493.72,38.4,13.2,492.92,30.79,11.313,-2.16,335.96,26.0,-1.46,336.36,17.06,3.776,-6.08,108.52,16.44,-5.91,113.56,17.64,3.765,1.2,134.92,22.44,1.25,134.51,22.77,3.411,3.84,136.12,13.8,3.45,135.55,13.22,3.193,14.84,95.64,-14.28,12.19,94.24,-12.49,7.286,27.96,131.84,47.48,28.9,119.65,33.22
20191007-1150-FRANKFURT_2-01-131,Salto A,13.083,348.337,-17.228,13.083,348.337,17.228,27.428,348.93,37.66,10.621,86.953,-12.389,1.337,106.562,-1.51,-0.696,76.207,-6.444,1.822,78.615,3.114,10.621,86.953,12.389,1.337,106.562,1.51,-0.696,76.207,6.444,1.822,78.615,-3.114,10.863,86.953,13.705,4.043,106.562,5.041,2.812,76.207,6.836,9.71,79.208,12.078,79.192,89.8,169.0,-33.8,67.64,201.73,-24.64,11.838,44.88,280.24,-8.04,41.99,265.09,-4.73,2.829,10.04,218.4,-49.64,8.42,199.59,-52.99,8.991,-5.96,277.16,21.8,-5.79,287.26,15.93,8.583,-4.84,248.4,2.16,0.28,249.54,-7.18,8.828,17.32,205.84,0.04,16.24,197.42,-0.23,9.309,-2.76,183.04,-26.28,-2.9,181.89,-23.57,9.326,-2.2,176.04,-17.36,-4.03,178.4,-12.64,8.62,-9.56,170.08,37.16,-11.78,166.65,34.75,5.444,-17.64,262.24,-46.16,-12.49,256.93,-27.37
20190930-1247-FRANKFURT_2-01-77,Barani C,-100.638,-69.688,184.164,100.638,69.688,184.164,105.525,311.59,194.877,-29.367,-117.946,16.814,-33.892,-60.176,68.243,-29.011,18.286,85.746,-8.369,90.149,13.362,29.367,117.946,16.814,33.892,60.176,68.243,29.011,-18.286,85.746,8.369,-90.149,13.362,30.972,121.286,24.406,33.892,67.706,68.243,29.011,32.45,85.746,11.651,90.149,16.482,103.239,36.92,78.96,20.32,36.05,79.4,35.32,8.908,-112.08,-320.6,153.44,-106.2,-265.18,121.36,14.426,-84.2,-429.68,10.6,-85.51,-422.05,7.28,12.128,-100.24,-371.64,57.04,-103.28,-329.02,98.96,9.384,-62.84,4.36,170.52,-65.18,2.27,182.03,2.364,-49.76,-53.44,104.84,-56.93,-33.35,135.1,6.976,-57.0,10.12,239.28,-58.92,15.8,243.92,4.829,-63.4,109.52,148.88,-61.47,113.81,149.88,5.517,-18.84,185.2,26.0,-19.85,175.36,30.25,5.212,-18.2,178.88,34.32,-22.99,203.05,30.99
20191001-1202-FRANKFURT_2-01-42,Cody C,-50.758,-389.942,-26.857,50.758,389.942,26.857,55.855,452.352,75.677,-8.737,-6.525,13.331,-20.623,-245.963,-23.664,-15.056,-69.841,0.762,-6.342,-67.613,-17.286,8.737,6.525,13.331,20.623,245.963,-2.999,15.056,69.841,-0.762,6.342,67.613,17.286,12.253,68.936,24.83,21.406,245.963,24.15,15.056,69.841,6.279,7.14,67.613,20.417,112.152,-33.36,143.88,-13.44,-18.6,107.36,-41.37,21.362,-48.6,213.68,251.2,-37.44,122.98,162.15,16.329,28.04,-193.2,9.16,11.47,-214.17,7.4,31.387,-73.12,-712.32,-62.12,-65.11,-719.35,-64.82,32.202,-83.2,-621.72,-47.16,-68.55,-617.3,-51.89,8.236,-70.68,-321.8,27.24,-48.65,-376.38,2.04,7.455,-41.44,-185.92,-13.8,-37.57,-184.96,-11.61,6.993,-25.36,-91.92,25.72,-26.62,-96.21,18.96,8.563,-3.16,-112.72,-24.6,-2.52,-112.1,-21.38,2.547,-47.56,-186.16,25.16,-43.39,-190.35,5.85
0110-MORITZ-01-18,Fliffis aus C,35.796,-283.391,-184.896,35.796,283.391,184.896,113.085,659.728,231.999,11.539,-215.93,0.767,-10.163,-246.538,-25.84,39.83,61.963,-147.336,-5.41,117.114,-12.486,11.539,215.93,0.767,-10.163,246.538,24.307,39.83,-61.963,147.336,-5.41,-117.114,12.486,20.37,223.945,20.824,12.363,246.538,33.571,64.452,72.131,147.336,15.9,117.114,30.267,101.432,-2.88,155.28,7.04,-0.95,162.43,-14.59,24.38,21.88,-420.48,-119.24,34.19,-429.12,-48.94,41.116,11.88,-700.92,42.28,13.03,-708.75,42.04,47.481,-38.16,-736.16,20.52,-39.15,-737.19,19.06,26.504,0.84,-544.52,-21.68,2.26,-522.46,-32.23,26.743,-82.96,-31.12,-359.32,-85.92,-42.19,-349.35,20.797,205.88,188.84,-345.96,187.92,174.42,-352.98,13.348,99.68,224.84,-181.32,103.55,213.33,-185.4,14.458,-30.4,117.64,-51.84,-26.27,138.02,-58.05,11.477,-47.0,283.72,32.32,-37.29,272.29,31.58
0115-CHARI-05-76,Fliffis- Rudi B,184.769,-295.058,498.204,184.769,295.058,498.204,252.9,670.691,540.024,14.679,-232.047,3.135,62.066,-182.34,175.49,116.977,-32.114,303.821,-8.953,151.444,15.757,14.679,232.047,3.135,62.066,182.34,175.49,116.977,32.114,303.821,-8.953,-151.444,15.757,17.598,232.108,12.8,73.612,188.487,175.49,149.468,98.653,303.821,12.222,151.444,47.913,95.161,-56.88,6.4,-71.04,-30.49,20.29,-65.89,13.287,16.0,-575.92,-56.08,16.48,-550.3,-1.54,43.708,34.32,-716.72,-22.16,37.23,-713.88,-10.49,46.239,-6.24,-703.6,193.6,-2.14,-699.06,179.19,22.155,66.4,-221.6,386.96,84.07,-263.32,382.16,27.135,501.04,148.88,790.8,505.01,123.33,778.86,25.259,443.04,-381.36,642.0,436.18,-355.3,659.38,28.747,-116.32,106.08,611.12,-107.93,91.04,606.89,19.167,0.48,228.96,182.56,-5.13,245.93,170.17,16.087,-16.8,361.92,-12.72,-13.25,361.46,-23.7
20191007-1534-FRANKFURT_2-01-28,Barani A,-120.463,69.118,196.398,120.463,69.118,196.398,130.55,258.792,209.0,-13.676,-73.532,51.115,-68.012,-17.774,84.5,-39.856,58.66,64.513,1.081,101.764,-3.73,13.676,73.532,51.115,68.012,17.774,84.5,39.856,-58.66,64.513,-1.081,36.472,-3.73,13.697,73.884,51.177,68.012,24.484,84.5,39.856,58.66,64.513,8.984,101.764,8.81,94.157,-1.0,-4.32,-15.48,-2.31,-29.17,20.82,8.277,-45.88,-364.2,175.96,-54.31,-341.3,148.19,9.469,-2.64,-75.36,121.76,-10.4,-81.89,126.75,9.099,-119.0,-94.32,110.24,-117.8,-92.03,123.42,10.332,-197.36,-51.6,261.12,-196.4,-46.61,256.01,10.756,-206.16,69.56,216.68,-199.84,59.6,226.43,9.438,-111.24,133.48,172.76,-112.2,131.66,174.17,8.76,-40.56,195.44,111.64,-37.96,194.66,113.79,8.702,-8.56,199.4,7.48,-12.62,206.76,3.47,7.965,-20.36,254.32,-21.92,-13.11,259.81,-12.87
20191001-1202-FRANKFURT_2-01-94,Salto C,-47.389,-347.537,-24.052,47.389,347.537,24.052,54.542,364.63,61.6,-6.31,-30.485,0.513,-18.675,-204.783,-6.815,-15.489,-54.612,3.497,-6.915,-57.657,-21.247,6.31,30.485,0.513,18.675,204.783,5.79,15.489,54.612,-3.497,6.915,57.657,21.247,9.544,42.256,16.743,19.841,204.783,12.067,15.489,54.612,6.048,9.668,62.979,26.742,81.529,-10.6,103.08,-20.8,6.96,-63.35,-3.56,16.282,3.32,-188.32,-22.44,3.05,-165.02,-13.26,15.807,-43.4,18.52,80.56,-43.06,13.97,61.29,11.481,9.2,-554.04,0.48,-3.07,-535.57,0.61,24.099,-85.84,-353.56,-70.8,-74.61,-424.15,-48.8,7.858,-41.68,-349.72,23.72,-54.0,-367.16,1.06,3.352,-30.08,-127.12,9.84,-30.3,-130.11,11.92,3.454,-11.76,-42.6,5.88,-18.83,-45.47,7.46,5.113,-11.4,-89.36,-19.68,-13.49,-87.47,-22.45,3.133,-31.76,-198.0,-21.28,-31.43,-191.63,-26.98
0609-4-01-618,Barani C,-94.071,-69.085,189.503,94.071,69.085,189.503,123.099,263.725,228.883,7.2,-104.967,10.313,-28.812,-51.126,76.286,-59.42,32.678,82.676,-13.039,54.331,20.228,7.2,104.967,10.313,14.411,51.126,76.286,59.42,-32.678,82.676,13.039,-54.331,20.228,15.903,114.434,26.944,30.845,59.826,76.286,59.42,35.134,82.676,16.931,54.331,42.977,71.611,-14.64,41.84,-58.6,-22.04,87.12,-24.59,28.072,32.6,-159.76,8.24,34.31,-140.32,-2.32,20.047,48.72,-494.16,45.12,47.17,-454.58,75.58,7.166,-78.64,-136.08,86.04,-69.58,-136.84,88.29,9.662,-32.28,-44.08,200.72,-40.49,-64.49,189.22,6.298,-135.56,-31.4,248.08,-130.2,-36.15,238.61,6.703,-152.52,73.24,178.68,-152.37,73.12,180.69,4.612,-85.04,112.6,132.16,-85.41,110.17,136.45,5.08,-53.88,45.2,101.2,-50.68,47.44,102.02,5.879,32.12,84.6,31.8,20.38,111.95,37.55
0609-1-01-800,Doppelsalto C,22.124,714.866,-27.634,22.124,714.866,27.634,39.575,719.332,56.719,5.565,65.241,-6.564,-1.421,313.459,-8.842,11.496,237.742,-7.314,6.484,98.423,-4.914,5.565,65.241,6.564,-1.421,313.459,8.842,11.496,237.742,7.314,6.484,98.423,4.914,11.61,69.708,15.737,5.973,313.459,13.792,13.217,237.742,12.517,8.774,98.423,14.673,80.547,25.2,204.72,24.56,27.52,207.56,21.37,15.44,15.6,180.88,34.24,25.81,192.77,16.17,20.358,-15.84,56.56,-10.08,-11.89,75.4,-9.53,41.951,-7.68,681.76,-36.56,-8.59,666.25,-25.73,50.948,3.68,787.84,2.72,-0.61,786.83,6.16,51.158,-21.12,874.88,-35.12,-1.9,871.1,-39.88,35.637,40.64,480.56,12.96,33.87,557.76,5.84,11.306,25.44,177.44,-91.52,23.93,283.5,-29.4,10.482,35.76,207.04,-38.96,32.53,202.3,-34.43,10.19,-0.96,255.36,-11.52,0.16,251.5,-13.38
20191001-1148-FRANKFURT_1-01-181,Fliffis aus B,178.513,-390.145,154.94,178.513,390.145,154.94,180.835,727.27,230.236,28.119,-222.513,-5.594,58.195,-246.714,-20.404,70.403,-84.927,151.016,21.797,164.009,29.922,28.119,222.513,5.594,58.195,246.714,20.404,70.403,84.927,99.02,21.797,-164.009,29.922,28.295,222.513,11.402,58.195,246.714,26.688,70.403,94.034,151.016,23.942,164.009,41.13,102.537,-26.6,-182.44,15.92,-8.17,-137.04,-33.16,30.105,62.36,-633.84,26.2,61.0,-595.28,16.4,36.671,127.96,-772.72,7.2,113.93,-756.96,4.7,35.868,73.12,-570.52,-74.16,77.08,-586.37,-76.02,37.743,182.44,-644.68,-74.6,181.6,-646.18,-74.69,31.605,159.8,-537.4,132.76,160.57,-534.22,111.79,14.27,33.92,-170.76,326.96,46.54,-189.24,329.4,22.083,374.28,-5.44,591.32,351.49,-34.08,579.6,15.499,42.36,250.12,91.96,53.11,276.7,113.73,20.59,16.92,418.84,9.28,11.88,429.22,45.07
20191001-1202-FRANKFURT_2-01-95,3/4 Salto vw A,39.391,281.78,8.916,39.391,281.78,8.916,43.017,299.688,44.889,7.829,25.516,5.945,9.037,32.443,1.762,14.846,136.85,-3.201,7.678,86.971,4.41,7.829,25.516,5.945,9.037,32.443,1.762,14.846,136.85,-3.201,7.678,86.971,4.41,8.59,30.95,16.988,9.037,32.443,7.348,14.846,136.85,5.715,10.544,99.445,14.838,91.978,-77.88,156.84,327.4,8.3,-55.75,-22.07,3.8,25.48,157.6,82.44,27.27,126.38,51.47,3.843,26.68,48.12,26.8,22.33,46.98,26.54,2.795,24.36,27.8,33.68,23.84,27.71,32.52,1.05,18.52,80.36,-1.12,18.24,80.89,-0.59,1.063,24.12,189.32,-16.88,24.04,189.15,-15.31,5.893,38.12,324.12,0.4,38.38,318.81,-4.57,10.416,42.16,386.16,-2.56,36.12,383.87,0.09,8.384,29.56,321.4,31.0,25.0,317.37,30.59,8.404,26.96,282.32,28.08,35.27,255.01,4.48
20191008-1157-FRANKFURT_1-01-91,Barani A,-86.073,89.411,171.73,86.073,89.411,171.73,96.559,305.15,191.5,-9.305,-74.959,30.193,-65.556,-22.858,107.573,-12.372,72.017,34.609,1.16,115.211,-0.645,9.305,74.959,30.193,65.556,22.858,107.573,12.372,-72.017,34.609,-1.16,63.611,-0.645,11.4,74.959,31.144,65.556,42.963,107.573,12.374,72.017,42.414,7.229,115.211,10.369,101.609,-4.84,-111.8,12.88,-2.34,-108.92,-8.54,9.157,-27.0,-338.32,63.36,-29.25,-321.89,60.93,9.591,5.4,-92.2,124.92,-11.52,-98.38,116.38,9.122,-177.32,-172.36,173.44,-167.59,-162.31,171.13,11.901,-186.0,-46.72,292.56,-177.85,-43.24,298.43,10.823,-96.28,144.96,301.88,-100.98,139.69,298.71,7.222,-1.88,166.96,113.2,-11.58,169.11,109.33,8.905,-7.84,195.64,-24.12,-9.88,186.36,-24.29,10.204,-3.6,256.16,-6.48,-5.16,258.75,-7.23,6.269,13.56,324.0,12.72,10.63,334.0,-3.86
0609-4-01-41,Salto C,1.007,376.297,-4.206,1.007,376.297,4.206,31.428,402.703,34.554,0.395,69.392,1.832,0.063,182.411,-3.608,1.275,66.221,0.167,-0.725,58.272,-2.597,0.395,69.392,1.832,0.063,182.411,-0.055,1.275,66.221,-0.167,-0.725,58.272,2.597,8.043,95.495,10.994,10.057,182.411,8.245,1.789,66.221,2.357,11.538,58.576,12.958,107.898,1.28,136.2,10.28,2.84,148.64,19.17,4.212,-42.84,64.76,10.24,-24.58,52.56,-3.0,7.828,16.4,53.08,-33.8,9.46,92.4,-10.23,20.585,24.28,526.68,14.32,22.83,530.4,9.08,14.131,-26.56,234.0,14.2,-16.27,241.11,-3.1,3.356,-2.64,131.24,3.68,-3.9,132.05,2.25,3.049,7.56,122.36,6.04,6.21,123.77,4.81,2.967,1.4,127.92,-11.76,1.39,124.25,-9.24,2.626,-20.12,54.32,-5.48,-18.17,54.34,-2.64,7.099,67.8,64.84,-2.32,51.12,94.56,-2.75
20191008-1157-FRANKFURT_1-01-94,Strecksprung,0.355,-0.603,4.39,0.355,0.603,4.39,18.375,64.808,27.77,-1.89,-2.675,2.079,2.886,-15.981,1.669,-2.599,7.0,3.947,1.958,11.054,-3.305,1.89,2.675,2.079,-0.893,15.981,1.669,0.607,-7.0,3.947,-1.248,-11.054,-3.305,3.825,27.239,11.804,3.363,15.981,3.688,5.077,7.762,4.013,6.11,13.826,8.265,92.128,18.4,95.92,-40.36,14.55,78.07,-25.78,4.56,-6.24,-2.24,-13.4,-5.63,-14.38,-6.91,1.336,-9.56,-63.8,42.48,-7.92,-60.03,37.67,1.252,3.0,-54.96,14.16,3.04,-54.48,13.22,0.724,12.24,-35.36,-7.32,12.95,-36.25,-4.92,0.564,7.4,-7.8,5.24,7.61,-7.6,3.4,1.362,-4.64,25.0,-1.56,-6.36,21.46,1.0,0.833,-7.72,23.32,12.76,-10.59,23.75,13.16,1.756,0.64,44.2,-0.4,0.23,45.72,-0.8,15.681,36.36,-11.68,13.84,26.38,1.41,14.21
20191007-1534-FRANKFURT_2-01-78,Salto A,-29.085,345.445,-35.991,29.085,345.445,35.991,35.439,346.707,47.397,-12.886,106.088,-6.148,-3.582,77.38,-12.12,-8.702,80.102,-7.373,-3.915,81.875,-10.35,12.886,106.088,6.148,3.582,77.38,12.12,8.702,80.102,7.373,3.915,81.875,10.35,14.856,106.61,12.514,3.624,77.38,12.12,8.702,80.102,7.374,8.258,82.616,15.389,85.513,9.0,-130.36,-53.52,-9.39,164.18,-32.65,7.71,-46.6,308.32,11.24,-46.96,288.07,-9.31,3.356,-1.44,257.48,-7.96,-9.59,256.69,-5.76,8.429,0.44,171.0,-10.4,-3.86,175.33,-14.56,7.679,-6.6,202.36,-43.2,-6.47,198.78,-40.01,8.096,-21.48,200.16,-35.52,-20.06,200.31,-34.82,7.843,-19.28,204.76,-23.64,-19.25,203.51,-22.42,8.052,-17.44,190.68,-7.0,-20.34,190.89,-7.41,8.548,-8.16,199.88,-23.96,-10.83,197.75,-24.89,8.624,-29.64,188.96,-50.12,-18.88,206.56,-50.58
20191007-1159-FRANKFURT_1-01-341,Salto B,-7.541,339.1,-21.176,7.541,339.1,21.176,33.644,440.274,52.847,1.729,6.964,-7.478,-3.403,175.546,-6.19,-0.906,78.373,5.205,-4.961,78.217,-12.713,1.729,6.964,7.478,-0.055,175.546,6.19,0.906,78.373,-5.205,4.961,78.217,12.713,10.394,80.926,15.85,8.222,199.481,12.055,5.129,78.373,10.217,9.899,81.493,14.726,98.656,16.4,50.52,-36.28,21.85,108.62,-35.65,4.185,15.64,175.12,-101.56,-3.63,158.74,-48.59,13.827,42.16,-306.52,-72.72,34.17,-260.11,-33.72,2.126,36.36,204.6,2.68,21.99,212.22,4.84,21.223,-13.28,663.4,-39.6,-14.52,647.72,-36.63,25.774,-45.12,506.44,-15.4,-36.08,483.11,-17.18,4.764,1.64,179.88,38.68,-1.29,168.91,40.71,6.074,4.04,89.24,-8.24,8.95,93.11,-10.1,5.581,16.48,207.32,-43.04,13.95,200.87,-32.7,6.122,-1.16,310.04,-40.28,-9.37,286.7,-31.97
20191008-1157-FRANKFURT_1-01-236,Fliffis C,27.304,-327.932,192.073,27.304,327.932,192.073,121.269,679.556,250.295,37.309,-226.823,-5.225,26.084,-268.318,46.632,-31.76,35.164,155.478,-4.329,132.045,-4.812,37.309,226.823,5.225,26.084,268.318,36.182,-31.76,-35.164,155.478,-4.329,-132.045,-4.812,37.309,226.823,19.717,41.428,268.318,54.99,31.76,52.37,155.478,10.773,132.045,20.109,108.975,27.6,-45.0,-66.16,39.63,-106.55,15.76,41.109,69.96,-654.52,-24.52,64.1,-647.79,-20.16,42.134,110.28,-664.28,-1.52,115.44,-651.74,-22.15,50.786,157.0,-720.76,-26.24,151.12,-711.66,-14.26,56.818,31.72,-788.08,191.44,38.78,-755.26,185.92,19.657,-56.6,-188.84,246.76,-68.84,-198.85,280.05,16.244,-139.4,69.92,429.36,-124.41,71.56,409.41,13.287,-34.36,170.16,283.2,-38.86,174.82,278.53,14.357,-7.52,239.8,17.56,-10.67,251.44,27.93,8.797,21.8,396.2,-56.44,12.34,412.92,-50.71
20191001-1148-FRANKFURT_1-01-109,Strecksprung,-6.85,24.456,3.293,6.85,24.456,3.293,24.878,109.236,42.372,0.661,37.126,-4.657,-5.067,-20.453,8.401,-1.849,-20.624,-2.091,-0.595,28.407,1.64,0.661,37.126,4.657,3.745,-20.453,-0.913,1.849,-12.721,-2.091,0.595,20.505,1.64,9.118,37.126,13.415,5.58,20.924,9.655,3.291,20.624,8.503,6.889,30.562,10.799,95.126,5.0,140.24,-43.44,11.25,119.98,-23.35,3.857,21.24,118.92,-26.4,15.43,94.74,-7.75,4.437,-34.04,12.12,29.64,-25.69,45.7,26.58,0.35,-11.56,-55.64,7.76,-9.27,-46.66,5.24,0.655,-19.6,-98.44,52.36,-20.88,-87.85,52.81,1.219,-27.68,-8.64,0.4,-19.42,-17.92,7.05,1.392,-6.28,-73.76,13.72,-4.86,-71.19,15.01,1.842,-8.96,-48.12,-28.2,-7.57,-48.2,-28.18,1.116,11.96,33.48,-6.6,10.1,32.05,-3.07,4.369,-16.0,104.2,-16.28,-14.73,110.27,-20.03
