SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd,0-mean_ACC_N,0-std_ACC_N,0-mean_ACC_N_ROT_filtered,0-std_ACC_N_ROT_filtered,0-mean_Acc_x_Fil,0-std_Acc_x_Fil,0-mean_Acc_y_Fil,0-std_Acc_y_Fil,0-mean_Acc_z_Fil,0-std_Acc_z_Fil,0-mean_Gyro_x_Fil,0-std_Gyro_x_Fil,0-mean_Gyro_y_Fil,0-std_Gyro_y_Fil,0-mean_Gyro_z_Fil,0-std_Gyro_z_Fil,25-mean_ACC_N,25-std_ACC_N,25-mean_ACC_N_ROT_filtered,25-std_ACC_N_ROT_filtered,25-mean_Acc_x_Fil,25-std_Acc_x_Fil,25-mean_Acc_y_Fil,25-std_Acc_y_Fil,25-mean_Acc_z_Fil,25-std_Acc_z_Fil,25-mean_Gyro_x_Fil,25-std_Gyro_x_Fil,25-mean_Gyro_y_Fil,25-std_Gyro_y_Fil,25-mean_Gyro_z_Fil,25-std_Gyro_z_Fil,50-mean_ACC_N,50-std_ACC_N,50-mean_ACC_N_ROT_filtered,50-std_ACC_N_ROT_filtered,50-mean_Acc_x_Fil,50-std_Acc_x_Fil,50-mean_Acc_y_Fil,50-std_Acc_y_Fil,50-mean_Acc_z_Fil,50-std_Acc_z_Fil,50-mean_Gyro_x_Fil,50-std_Gyro_x_Fil,50-mean_Gyro_y_Fil,50-std_Gyro_y_Fil,50-mean_Gyro_z_Fil,50-std_Gyro_z_Fil,75-mean_ACC_N,75-std_ACC_N,75-mean_ACC_N_ROT_filtered,75-std_ACC_N_ROT_filtered,75-mean_Acc_x_Fil,75-std_Acc_x_Fil,75-mean_Acc_y_Fil,75-std_Acc_y_Fil,75-mean_Acc_z_Fil,75-std_Acc_z_Fil,75-mean_Gyro_x_Fil,75-std_Gyro_x_Fil,75-mean_Gyro_y_Fil,75-std_Gyro_y_Fil,75-mean_Gyro_z_Fil,75-std_Gyro_z_Fil
20191007-1150-FRANKFURT_2-01-224,Fliffis C,-109.305,-404.877,188.511,144.733,651.542,209.969,47.089,19.457,51.802,18.481,-18.691,26.487,3.392,2.54,14.164,33.399,-89.691,31.805,-531.099,173.282,12.393,25.468,60.092,4.737,56.985,6.421,-54.843,3.886,7.166,2.153,-20.433,7.611,-87.856,29.381,-652.214,49.548,22.795,45.316,28.084,11.286,35.504,14.516,-11.574,8.337,4.362,7.288,-23.599,7.801,-124.678,79.587,-105.489,180.237,370.266,98.546,24.23,23.708,16.529,7.249,-1.439,11.538,-2.165,2.3,9.204,27.825,29.614,55.261,281.888,71.888,77.597,61.771
20191007-1150-FRANKFURT_2-01-225,Salto A,36.819,355.424,6.142,38.857,355.887,37.025,23.013,27.298,32.029,27.656,1.741,8.598,0.055,1.508,14.86,28.901,23.043,12.551,237.773,39.423,-15.479,15.36,8.255,1.25,8.104,1.022,-0.696,2.136,-0.015,0.529,-7.842,0.838,2.837,7.277,211.268,48.245,8.082,16.198,8.874,0.966,8.525,0.441,-3.606,1.441,-0.392,0.302,-7.903,0.429,23.723,4.575,182.475,12.968,20.228,6.735,23.829,28.071,14.102,11.562,1.794,11.074,0.427,0.885,15.422,29.005,39.713,25.81,228.246,60.618,12.627,22.723
20191007-1150-FRANKFURT_2-01-233,Fliffis B,-54.283,-354.216,197.96,123.09,724.583,228.245,50.306,19.04,56.478,18.466,-23.927,22.707,4.344,2.009,9.442,37.4,-101.963,40.116,-619.233,155.48,42.876,14.47,41.38,7.141,43.352,3.004,-39.642,7.603,5.283,0.693,-8.302,2.164,-82.089,23.834,-594.96,83.983,44.632,65.943,23.4,3.437,24.62,2.315,-13.964,3.144,4.553,8.772,-15.01,2.515,20.854,57.183,25.215,212.435,382.407,111.3,27.596,24.012,20.126,7.722,-6.433,10.116,-1.148,2.257,10.823,30.122,32.22,57.999,333.393,84.388,28.019,70.407
20191007-1150-FRANKFURT_2-01-234,Salto B,33.533,338.323,-12.357,36.703,393.007,36.91,26.224,26.629,34.541,27.665,-2.445,6.249,0.233,1.371,16.104,30.063,8.539,11.271,53.854,138.224,-6.696,24.662,14.513,7.25,13.497,4.746,-8.52,6.822,-0.468,1.27,-10.433,3.736,18.97,9.691,334.805,232.385,-17.58,12.358,10.552,6.131,13.245,6.824,-8.533,5.251,-0.113,0.462,-5.594,2.755,31.245,9.14,262.26,144.481,2.763,5.987,21.998,27.643,12.012,11.412,4.472,10.342,-0.32,0.69,15.491,27.186,23.062,15.253,180.096,84.973,-0.024,26.818
20191007-1150-FRANKFURT_2-01-235,Fliffis C,-88.25,-411.504,195.737,129.058,653.011,217.16,47.352,18.912,52.208,17.511,-20.246,24.273,2.793,1.705,14.208,34.309,-74.533,24.809,-534.859,169.442,13.072,21.197,59.323,4.812,55.903,6.642,-54.045,3.23,5.619,2.645,-21.056,7.741,-65.353,27.466,-653.697,38.153,26.596,64.111,29.576,12.725,37.148,14.697,-13.875,9.586,4.471,6.912,-24.126,7.972,-115.676,85.189,-119.442,211.041,380.41,79.952,24.255,23.363,16.63,6.805,-1.499,11.928,-2.656,2.557,8.717,27.361,33.784,62.851,276.246,77.048,86.422,72.951
20191007-1150-FRANKFURT_2-01-236,Salto A,42.753,350.254,9.881,44.876,350.254,40.299,25.065,27.3,34.392,26.406,3.742,11.029,-1.056,2.657,14.977,29.156,20.299,17.678,238.775,31.121,7.785,24.549,8.352,1.563,7.808,0.684,-0.881,1.314,0.16,1.052,-7.849,0.387,20.265,14.404,208.964,20.623,13.31,7.752,8.943,0.901,8.749,0.506,-3.941,1.079,-0.546,0.521,-7.931,0.393,37.953,12.031,191.232,9.74,10.795,13.214,21.232,22.383,13.231,9.774,2.248,11.432,0.521,1.444,12.706,24.061,26.604,8.389,220.05,32.221,1.691,35.435
20191007-1159-FRANKFURT_1-01-8,Salto C,6.772,355.758,12.747,35.629,397.237,44.135,28.417,28.184,39.425,29.617,-2.888,6.413,-1.76,2.52,13.797,33.952,7.68,27.404,75.548,177.213,27.5,20.6,18.512,9.245,17.268,5.183,-8.109,3.059,-0.403,1.107,-8.804,8.024,10.409,33.297,486.971,179.97,-13.104,17.79,4.077,1.818,6.076,4.596,-0.972,0.692,-0.423,0.454,-3.365,1.795,1.837,6.439,48.309,34.402,-0.34,14.424,22.0,31.972,10.618,12.748,0.08,5.78,-0.508,1.212,17.45,32.021,-2.765,14.966,223.39,63.472,16.044,22.958
20191007-1159-FRANKFURT_1-01-9,Salto C,-9.954,358.686,-7.325,31.787,402.237,41.046,28.631,29.384,39.229,30.624,-1.459,5.006,-0.818,1.083,14.162,35.029,13.592,8.294,111.123,185.277,7.284,25.138,16.532,6.985,16.779,4.056,-5.956,4.347,-0.515,1.085,-9.21,7.783,2.542,10.59,438.855,171.506,-16.12,17.905,4.317,1.425,4.951,2.171,-1.206,0.853,-0.703,0.614,-3.836,1.184,-12.009,2.01,51.064,38.921,-0.174,14.219,21.497,33.015,10.312,12.249,-1.459,3.437,-1.278,0.887,17.348,32.023,-27.525,10.589,237.488,64.991,-7.78,14.692
20191007-1159-FRANKFURT_1-01-10,Salto C,-16.317,346.571,-1.015,31.967,418.064,43.442,29.132,28.63,38.657,30.722,-5.113,5.25,-1.048,1.43,16.046,33.396,1.654,16.303,48.116,195.078,17.48,27.484,20.59,10.807,18.126,7.093,-4.911,10.14,-1.735,0.901,-15.205,9.961,-15.229,17.456,429.753,242.779,-25.38,25.2,7.804,6.094,12.3,10.477,-4.87,4.545,-0.857,0.61,-2.791,3.327,-15.435,14.502,140.377,122.399,5.431,17.957,21.973,33.276,10.546,13.4,0.163,5.073,-1.031,1.034,18.358,32.232,-10.879,16.306,205.082,66.551,-1.35,10.874
20191007-1159-FRANKFURT_1-01-11,Salto C,-13.588,354.622,21.698,46.766,432.788,52.712,29.065,28.611,38.507,30.529,-3.634,5.818,-1.743,1.205,15.417,33.331,3.097,39.105,44.037,213.568,19.319,22.214,18.666,8.911,17.357,6.296,-5.846,10.515,-1.459,1.097,-12.981,9.28,-13.72,22.255,389.022,268.084,-5.378,23.284,11.979,11.33,15.474,11.246,-8.304,8.245,-0.678,1.323,-4.177,6.509,-28.033,32.301,205.053,174.793,30.835,28.337,21.63,33.348,10.235,12.762,1.414,7.081,-0.777,0.819,18.016,32.071,7.396,18.323,205.3,76.565,6.932,14.1
20191007-1159-FRANKFURT_1-01-19,Salto C,-0.328,356.285,-8.483,46.783,382.294,48.114,28.749,29.384,38.825,31.111,-2.696,5.935,-0.852,1.601,14.777,35.215,1.755,10.872,59.769,101.778,19.203,20.488,16.727,8.382,16.49,5.795,-8.424,3.249,-0.346,1.298,-10.212,7.667,45.297,25.637,500.956,179.974,-9.031,27.245,4.563,1.911,6.104,4.093,-1.784,1.393,-1.014,0.583,-3.043,1.8,-20.778,9.656,68.519,58.839,-28.742,7.897,20.965,33.659,9.748,13.005,-1.012,2.929,-1.112,0.915,18.353,31.617,-26.549,17.27,202.658,71.011,-1.276,15.246
20191007-1159-FRANKFURT_1-01-20,Salto C,-6.304,357.293,5.777,38.1,396.456,52.423,28.182,28.799,39.209,29.787,-4.045,5.494,-1.338,2.334,13.852,34.007,-0.679,15.108,95.039,158.005,9.902,19.513,17.53,10.894,17.904,7.358,-6.345,6.187,-0.822,0.895,-10.318,8.063,5.346,32.475,440.834,155.454,7.363,21.374,4.947,1.29,5.264,1.411,-2.571,1.295,-0.798,0.505,-3.698,1.096,-7.549,19.248,84.721,24.329,2.001,21.326,20.16,33.822,8.798,12.975,-0.669,2.39,-1.299,1.56,17.766,31.758,-12.115,20.764,229.995,62.052,-6.542,31.13
20191007-1159-FRANKFURT_1-01-21,Salto C,-13.526,336.65,-5.324,30.003,404.572,46.135,29.532,27.65,39.29,29.6,-5.222,4.499,-1.292,1.659,15.537,33.198,5.146,9.748,39.494,200.056,14.554,25.26,18.382,7.028,17.256,4.933,-5.737,10.288,-0.964,1.003,-12.333,7.074,-8.428,16.393,396.745,200.664,-17.36,18.933,7.244,5.336,10.54,7.233,-5.992,3.946,-1.129,0.643,-3.137,1.79,-17.026,11.149,173.113,107.721,-17.406,26.463,21.743,33.842,9.776,12.675,1.56,7.53,-0.501,1.123,17.947,32.443,-13.746,10.731,209.296,79.952,8.439,13.531
20191007-1159-FRANKFURT_1-01-33,Salto C,16.495,350.256,-2.657,45.226,382.541,71.289,27.849,30.183,38.8,31.805,-2.176,6.106,0.241,1.479,14.07,35.293,10.461,34.547,86.558,150.008,28.125,22.579,25.414,20.263,25.577,13.038,-7.138,5.74,0.103,2.156,-10.29,11.75,35.787,35.632,448.581,174.346,-20.104,52.841,4.774,1.851,5.338,2.066,-1.682,1.773,-0.471,0.818,-3.539,1.465,-1.48,9.149,71.171,38.534,-22.524,15.174,20.899,34.901,9.515,13.102,-0.14,3.563,-0.117,1.509,17.906,32.63,-5.365,15.457,197.429,58.093,8.337,21.626
20191007-1159-FRANKFURT_1-01-34,Salto C,-22.907,353.893,0.155,36.624,398.926,53.159,28.429,30.217,39.802,31.64,-2.433,5.462,-0.0,1.507,14.695,35.615,-1.664,13.559,67.289,167.244,12.055,31.617,16.261,6.122,16.078,4.578,-7.508,3.518,-1.029,1.072,-9.943,7.355,-33.511,32.37,471.193,187.395,-15.898,39.066,4.131,1.133,4.654,1.74,-1.229,0.715,-1.005,0.546,-3.476,1.114,2.046,8.857,57.467,29.042,-5.174,17.969,22.242,33.937,10.61,13.355,0.281,5.402,-0.385,1.486,18.188,32.907,-19.795,6.248,215.561,66.241,8.362,11.043
20191007-1159-FRANKFURT_1-01-35,Salto C,-2.078,356.851,-2.093,31.495,437.527,60.062,28.4,29.459,38.705,31.713,-4.743,4.872,-0.182,1.324,15.129,33.883,-2.93,14.135,38.359,197.32,9.914,40.485,18.134,8.583,16.338,6.355,-6.112,9.203,-0.976,0.823,-13.356,8.477,11.878,17.966,426.709,258.996,-13.638,23.345,8.736,7.214,12.36,9.056,-6.967,5.146,-0.736,1.276,-3.439,3.86,-11.194,14.952,180.406,112.603,-2.76,33.042,20.556,38.063,8.729,13.018,-0.47,4.157,-0.34,1.605,16.838,32.151,-3.06,16.672,188.11,60.321,1.859,21.405
20191007-1159-FRANKFURT_1-01-36,Salto C,18.623,344.117,-3.768,52.507,425.177,61.134,28.535,31.292,39.367,33.471,-2.834,4.475,-0.844,1.504,17.992,34.735,0.127,30.529,43.959,184.308,-8.089,27.611,13.659,4.395,13.371,3.261,-5.185,7.769,-0.197,1.077,-8.242,4.825,26.325,31.428,307.937,297.729,29.264,28.264,11.538,7.424,13.345,6.258,-9.36,5.33,0.165,1.044,-5.098,5.251,28.034,45.396,268.671,117.836,-36.759,26.46,21.352,32.751,9.816,12.541,1.928,8.393,-0.14,1.303,17.167,31.479,-9.652,3.267,192.946,70.472,7.172,21.897
20191007-1159-FRANKFURT_1-01-59,Salto C,-1.863,355.302,-1.585,40.345,385.193,39.173,28.064,30.667,38.5,32.367,-2.159,5.272,-0.394,1.119,15.253,35.51,0.771,7.998,43.837,108.884,14.086,13.771,14.482,4.616,13.841,2.691,-10.276,2.709,-0.271,1.286,-8.601,3.268,26.695,20.163,501.008,146.865,-0.938,20.375,5.289,3.135,7.179,4.322,-2.351,0.906,-0.806,0.51,-1.94,2.464,-11.263,27.221,81.159,37.653,-22.062,8.279,20.488,34.132,8.933,13.298,0.974,4.037,-0.728,0.871,18.08,32.233,-20.32,7.579,188.308,64.757,5.602,20.745
20191007-1159-FRANKFURT_1-01-60,Salto C,-9.698,354.735,-0.136,27.305,389.937,39.279,27.056,30.789,38.252,32.405,-1.486,5.042,-0.271,1.313,14.856,35.337,-7.303,6.935,63.895,134.999,18.994,13.485,16.383,7.804,15.4,6.466,-6.743,3.227,-1.002,0.588,-10.076,7.492,-3.653,13.585,481.396,136.557,-11.611,19.695,3.938,2.194,5.482,3.864,-1.178,0.717,-0.795,0.38,-2.812,2.38,-1.43,18.964,50.503,59.696,3.456,6.461,21.424,32.281,10.123,12.571,-0.21,4.836,-0.471,1.254,17.023,32.139,-10.466,10.287,217.981,58.967,-11.092,15.74
20191007-1159-FRANKFURT_1-01-61,Salto C,19.417,356.236,6.7,31.787,356.236,34.264,25.898,30.562,37.31,32.171,-1.454,2.724,-0.301,1.687,14.171,34.049,-4.373,15.228,168.808,81.595,6.114,14.819,8.87,0.699,8.976,0.362,-4.711,0.923,-0.17,0.58,-7.333,0.593,11.406,12.735,254.309,31.567,24.727,14.69,7.331,1.004,7.639,0.425,-5.246,0.519,-0.178,0.424,-4.803,1.487,23.374,4.67,198.614,24.167,2.278,9.822,21.1,32.319,10.08,12.447,-0.283,5.182,0.453,1.994,16.447,31.242,16.69,11.563,232.951,59.018,-17.338,21.494
20191007-1159-FRANKFURT_1-01-74,Barani B,57.158,-46.207,205.775,100.652,363.464,242.351,36.021,28.78,47.327,27.53,-6.201,17.621,-1.735,2.263,14.26,36.124,48.366,56.369,-423.721,152.184,61.342,66.553,13.204,3.877,12.708,2.856,-8.502,1.875,1.893,5.639,-7.039,2.047,46.327,66.9,0.849,128.196,297.533,114.676,8.655,2.917,9.834,2.22,-6.229,1.983,-2.418,2.518,-3.353,2.472,-11.726,38.333,248.703,46.724,128.242,59.662,22.859,36.368,10.463,11.176,0.349,6.935,1.687,4.513,13.729,34.931,53.717,39.893,58.332,79.734,9.262,60.1
20191007-1159-FRANKFURT_1-01-91,Barani B,26.839,-29.636,176.383,49.778,358.044,220.759,34.477,28.895,45.691,28.141,-5.861,16.187,-2.236,0.686,14.378,35.752,36.485,30.331,-413.467,143.498,17.765,47.008,12.871,3.015,12.383,2.609,-8.918,1.958,2.638,4.514,-7.089,1.624,41.432,38.902,-7.932,109.677,345.761,157.266,8.78,2.495,9.832,1.739,-6.363,1.813,-2.577,1.068,-4.056,2.998,-0.46,14.702,210.348,28.172,85.276,79.553,20.716,31.412,10.058,8.938,0.536,5.74,-0.558,1.995,11.584,31.045,-12.501,15.768,134.671,80.841,-20.726,25.802
20191007-1159-FRANKFURT_1-01-107,Barani B,45.553,-22.432,179.017,63.911,373.172,212.405,34.349,29.663,45.036,28.833,-3.553,15.59,-1.393,1.436,15.965,36.072,52.273,22.438,-390.152,135.79,29.221,42.842,9.642,3.719,9.792,2.973,-6.976,2.561,2.364,3.773,-4.208,1.852,50.856,52.989,-68.452,106.231,264.526,159.595,8.776,0.886,8.959,0.845,-5.469,1.789,-2.722,1.383,-5.665,1.037,4.336,19.009,161.79,36.849,152.817,136.983,23.526,32.827,12.508,13.133,-1.384,7.006,-0.943,1.242,18.772,31.531,2.417,15.818,244.734,93.497,-10.403,50.033
20191007-1159-FRANKFURT_1-01-116,Barani B,25.795,-14.108,181.112,54.281,344.593,220.19,31.933,29.09,42.911,29.359,-2.54,14.375,-1.505,0.919,16.879,34.466,19.879,37.031,-344.383,117.82,21.657,48.99,9.974,4.201,9.878,3.247,-6.995,3.682,2.66,3.9,-4.243,1.341,30.621,54.382,-85.564,54.84,262.214,209.23,7.878,1.508,8.35,1.617,-5.185,1.018,-2.517,1.264,-5.087,0.829,20.494,8.281,152.307,94.463,160.323,136.056,25.371,31.442,13.991,12.631,1.013,10.944,-0.239,1.803,17.571,31.904,-7.723,13.906,242.615,83.057,-6.963,34.874
20191007-1159-FRANKFURT_1-01-117,Barani B,47.476,-36.977,163.669,57.152,357.718,200.542,32.349,27.953,43.184,28.836,-3.97,14.75,-0.83,1.275,15.501,33.882,19.109,12.919,-363.527,149.344,6.22,19.398,9.359,3.822,9.435,3.073,-6.702,4.084,2.668,3.53,-3.115,1.261,53.211,49.241,-113.439,68.159,250.529,190.33,7.162,1.982,8.279,2.465,-3.93,1.996,-3.043,1.732,-4.72,0.48,45.806,38.501,121.469,56.005,164.671,153.886,25.15,29.273,14.014,11.249,1.453,12.72,-1.016,2.247,16.099,30.176,-3.683,17.614,264.89,77.951,-22.327,56.9
20191007-1159-FRANKFURT_1-01-118,Barani B,-65.493,61.318,174.894,80.992,289.887,226.771,26.54,32.406,37.501,33.262,1.263,11.316,0.417,1.954,18.08,33.189,-5.957,22.318,-165.381,91.136,42.365,73.833,8.576,2.424,8.289,1.521,-3.772,0.543,0.811,0.794,-7.358,1.956,-117.441,31.42,-106.123,57.74,223.666,46.662,8.826,1.22,9.004,0.289,-5.259,1.368,-2.775,0.798,-6.18,1.178,-37.016,13.658,139.111,84.308,165.479,81.471,25.58,29.442,14.725,11.801,0.746,12.743,-0.004,3.913,14.979,30.593,3.986,15.122,282.391,99.801,-10.295,74.01
20191007-1159-FRANKFURT_1-01-126,Barani B,27.94,-27.653,181.399,49.997,346.837,207.219,34.005,24.333,43.597,23.542,-5.642,13.125,-1.667,1.434,14.935,33.68,33.398,20.451,-380.753,146.002,31.805,33.463,10.51,6.176,10.996,4.643,-6.586,5.24,2.674,4.748,-3.581,2.034,20.042,50.389,-102.311,94.589,203.176,149.791,8.996,1.686,9.564,1.238,-5.074,1.459,-3.55,2.144,-5.737,0.847,22.531,9.497,122.723,62.517,252.489,132.298,24.231,29.184,13.235,11.249,0.075,7.581,-1.423,1.539,16.473,30.866,-3.177,20.623,290.081,93.076,-15.984,28.979
20191007-1159-FRANKFURT_1-01-130,Barani B,-16.119,-72.857,195.952,51.075,335.611,215.29,33.509,25.798,43.698,25.333,-4.734,16.236,-0.437,1.379,15.499,32.658,21.212,26.041,-412.643,140.651,33.24,60.418,10.421,5.31,11.397,3.877,-7.138,3.042,3.843,4.675,-4.571,1.409,-31.165,45.063,-107.325,114.129,261.36,128.02,9.402,1.317,9.145,0.898,-4.358,1.565,-2.775,1.408,-7.412,1.209,-25.97,21.017,84.334,78.309,189.163,83.436,24.536,28.524,14.085,11.905,-0.535,8.228,-1.343,1.927,18.854,29.435,-5.805,13.048,247.805,66.918,22.735,28.976
20191007-1159-FRANKFURT_1-01-140,Barani B,13.685,-22.875,174.913,61.364,356.82,211.991,34.03,28.179,44.966,26.833,-4.589,14.885,-1.151,1.372,15.788,35.211,23.144,21.472,-384.881,134.789,18.946,40.328,10.932,2.972,10.522,2.455,-7.519,1.659,2.717,3.531,-6.224,1.327,34.139,42.163,-67.324,119.808,259.521,168.391,9.42,1.14,10.014,1.158,-5.823,0.916,-2.95,0.854,-6.383,1.993,-45.334,30.329,172.22,12.758,172.245,97.025,22.113,29.668,11.671,12.281,0.668,6.157,-1.742,1.725,17.745,29.195,22.19,22.587,222.822,55.983,-11.633,58.834
20191007-1159-FRANKFURT_1-01-151,Barani B,45.477,1.863,171.755,64.632,342.043,213.509,34.874,28.327,45.898,27.409,-3.532,15.178,-2.703,1.189,15.179,36.037,46.973,36.374,-365.38,130.872,19.007,51.308,10.155,3.539,9.828,2.895,-7.095,2.547,2.567,3.385,-5.4,1.725,44.177,16.909,-43.891,62.963,307.745,171.092,8.215,1.439,8.638,1.557,-5.469,1.469,-2.521,1.612,-5.136,0.499,34.169,27.113,188.115,32.262,120.168,148.265,23.836,30.23,12.979,12.737,1.552,10.435,-0.835,0.631,18.809,29.866,-12.309,24.427,225.584,107.131,-21.252,29.6
20191007-1159-FRANKFURT_1-01-152,Barani B,90.925,-19.172,170.665,95.365,353.367,233.224,31.962,26.415,42.728,26.871,-3.503,14.943,-2.111,0.479,15.151,32.722,53.381,29.077,-360.995,144.649,17.065,52.454,8.862,4.048,9.294,3.232,-6.059,4.309,1.79,3.375,-2.989,1.733,71.561,58.963,-107.674,86.35,222.486,144.715,7.333,1.369,7.754,1.336,-4.612,1.405,-2.589,1.503,-4.648,0.492,68.62,34.922,125.903,63.578,219.531,129.23,22.959,28.086,12.469,10.01,0.417,11.506,0.228,2.888,13.276,29.098,35.694,34.865,295.389,69.352,-25.997,93.218
20191007-1159-FRANKFURT_1-01-164,Barani B,12.215,-64.618,200.63,80.733,337.175,243.562,36.783,27.908,46.816,26.836,-5.223,18.881,-2.56,1.842,16.451,35.327,54.829,36.762,-421.106,153.729,27.044,44.234,11.817,4.533,12.098,3.506,-8.495,3.37,1.96,3.812,-5.866,2.443,14.533,56.711,-13.93,99.295,252.458,206.306,10.479,2.468,11.457,1.579,-6.847,1.223,-3.535,0.827,-5.719,4.108,-56.701,43.845,172.499,27.828,196.404,108.127,22.091,27.593,12.303,14.123,7.836,14.307,-1.597,1.385,15.966,24.656,15.346,20.992,110.593,138.814,7.239,69.864
20191007-1159-FRANKFURT_1-01-177,Barani B,-6.025,-42.551,177.757,63.112,362.639,200.533,35.549,27.758,46.421,26.721,-5.893,17.3,-1.75,1.328,14.824,35.585,23.562,20.758,-416.087,143.786,31.809,27.89,12.066,3.387,11.553,3.094,-8.459,2.179,2.073,4.628,-6.342,2.394,32.886,39.844,-14.16,120.412,284.678,166.179,9.082,2.891,10.183,2.307,-5.78,2.035,-3.982,1.111,-4.216,3.622,-54.455,28.235,217.481,15.271,121.187,67.892,20.251,30.846,9.894,8.719,0.433,4.633,-0.457,1.45,10.529,30.866,-17.403,8.54,107.316,100.561,-13.28,27.957
20191007-1159-FRANKFURT_1-01-189,Barani B,22.636,-11.292,170.358,67.271,358.93,204.996,33.628,27.868,44.26,27.399,-1.571,16.856,-1.145,1.523,15.608,34.088,4.511,30.475,-379.435,121.402,12.016,29.999,9.884,3.501,10.05,2.64,-7.221,3.068,2.259,3.818,-3.742,1.773,58.491,61.63,-78.461,83.428,248.391,197.315,7.686,1.079,8.086,1.224,-4.419,0.581,-2.623,1.534,-5.466,0.582,15.672,15.535,134.114,69.887,173.588,139.515,25.875,27.736,15.322,10.791,-2.752,8.417,-1.667,1.176,17.425,30.128,-21.944,34.637,295.984,83.733,-8.006,48.299
20191007-1159-FRANKFURT_1-01-200,Barani B,39.232,-37.577,191.22,54.007,334.383,218.781,35.742,26.672,45.367,26.536,-4.839,15.62,-1.63,1.59,15.795,35.65,28.748,28.341,-382.094,166.291,11.971,46.365,10.509,4.578,11.386,3.726,-7.122,5.002,2.521,3.932,-3.566,2.248,24.55,41.104,-61.278,75.91,229.591,183.688,8.124,2.101,8.795,1.596,-4.696,2.191,-2.886,2.441,-4.906,0.629,21.097,23.585,93.489,30.61,218.725,152.558,22.693,28.061,12.36,11.669,2.112,10.156,-0.875,1.026,13.343,29.673,19.397,13.31,259.538,80.598,1.025,22.288
20191007-1159-FRANKFURT_1-01-213,Barani B,-6.064,-29.348,184.188,74.472,355.536,199.499,33.784,27.429,44.631,26.141,-4.619,15.921,-0.683,1.679,14.154,34.753,-17.672,17.528,-400.877,133.143,26.568,29.342,12.298,3.748,11.623,3.361,-7.505,2.357,2.323,5.305,-7.017,2.543,24.158,53.26,-3.613,133.08,285.128,154.87,8.208,2.424,9.326,2.312,-5.509,1.551,-3.403,0.936,-3.866,2.775,-50.233,41.564,188.435,19.057,121.252,70.243,22.057,32.004,10.844,10.73,0.018,4.989,0.819,2.539,12.438,32.55,31.148,34.397,140.931,96.044,13.369,25.476
20191007-1159-FRANKFURT_1-01-227,Barani B,13.962,-36.252,179.237,45.079,347.619,203.456,33.561,27.883,44.633,27.323,-3.668,15.297,-0.412,1.328,14.911,34.79,4.956,20.81,-393.329,126.431,35.343,57.833,9.34,3.153,9.293,2.629,-6.546,2.177,2.996,3.395,-4.522,1.45,37.586,52.937,-82.317,91.29,249.772,153.47,8.245,1.031,8.723,1.005,-5.31,0.813,-2.722,0.877,-5.499,0.631,5.368,19.4,163.629,34.532,172.528,129.621,23.925,30.426,12.727,12.535,2.905,11.9,-0.93,0.725,18.502,29.69,-12.367,22.791,219.049,98.519,-6.323,24.859
20191007-1159-FRANKFURT_1-01-228,Barani B,25.103,-32.581,183.473,49.12,334.495,210.096,33.751,26.006,44.503,25.837,-4.282,16.986,-0.552,1.024,15.072,32.822,10.576,20.277,-367.619,148.104,25.081,51.11,10.039,4.531,10.53,3.732,-6.412,4.062,3.415,4.53,-4.061,1.525,19.227,46.848,-96.66,95.906,266.628,152.752,7.589,1.114,8.125,1.218,-3.988,1.094,-2.883,1.492,-5.45,0.395,34.925,15.241,118.385,53.778,188.96,128.017,24.449,28.297,13.616,10.25,0.911,12.819,-0.757,0.729,14.993,28.975,-0.213,21.165,261.0,81.293,-8.846,16.875
20191007-1159-FRANKFURT_1-01-229,Barani A,-50.402,73.044,171.403,73.54,291.198,202.85,29.69,32.338,40.236,31.578,0.002,12.315,-0.421,3.194,18.472,34.599,5.576,29.872,-185.067,96.251,56.419,67.942,10.626,1.752,10.431,1.12,-4.198,0.715,-0.104,2.298,-9.209,1.611,-104.22,30.832,-64.903,100.503,286.84,75.752,9.27,1.094,9.412,0.864,-5.091,1.904,-2.863,1.812,-6.619,0.698,-14.831,22.899,183.861,23.106,111.303,103.418,25.15,32.364,13.589,12.4,2.808,13.629,-0.935,2.384,18.095,30.498,-14.09,37.148,251.775,103.668,-18.466,21.096
20191007-1159-FRANKFURT_1-01-230,Barani A,-24.564,59.865,154.116,62.258,315.199,214.351,27.711,29.836,39.646,31.839,0.292,14.027,-1.342,5.464,15.129,31.226,-3.557,20.566,-204.913,94.33,15.339,85.442,9.897,2.057,9.817,1.055,-4.834,0.33,0.745,1.216,-8.375,1.521,-80.284,42.622,-112.597,73.667,271.778,87.856,9.616,1.187,9.701,0.892,-5.78,1.069,-3.453,1.547,-6.503,0.71,27.138,22.868,174.03,58.952,133.44,149.728,26.628,28.973,15.711,11.765,-1.21,10.893,-1.003,0.93,18.494,30.939,-6.254,23.0,297.84,76.704,-28.321,35.635
