ACC_N,ACC_N_ROT_filtered,Acc_x_Fil,Acc_y_Fil,Acc_z_Fil,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
6.35,7.257,-4.214,-1.738,-4.334,-7.032,162.72,129.608,0609-4-01-189,Schraubensalto C,103.601,183.365,396.418,143.41,287.872,400.713
5.503,5.916,-3.623,-0.161,-4.117,-0.165,147.579,82.302,0609-4-01-189,Schraubensalto C,103.601,183.365,396.418,143.41,287.872,400.713
6.084,5.714,-3.898,0.198,-4.693,15.636,156.393,59.119,0609-4-01-189,Schraubensalto C,103.601,183.365,396.418,143.41,287.872,400.713
7.153,6.425,-5.305,-0.789,-4.747,29.444,178.255,40.821,0609-4-01-189,Schraubensalto C,103.601,183.365,396.418,143.41,287.872,400.713
8.223,7.733,-6.498,-0.379,-3.918,55.184,210.729,11.926,0609-4-01-189,Schraubensalto C,103.601,183.365,396.418,143.41,287.872,400.713
9.452,7.291,0.364,1.556,9.695,25.457,263.091,4.629,0609-4-01-189,Schraubensalto C,103.601,183.365,396.418,143.41,287.872,400.713
80.676,31.895,30.184,1.831,70.39,0.496,167.529,-5.619,0609-4-01-189,Schraubensalto C,103.601,183.365,396.418,143.41,287.872,400.713
89.778,99.641,26.11,-0.681,82.132,32.656,111.531,13.233,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
16.019,57.411,2.757,-0.862,14.331,-0.378,51.374,-9.486,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
8.549,12.609,-2.607,-0.662,-6.334,4.466,-31.356,22.677,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
5.48,6.285,-2.286,-0.997,-4.647,5.087,51.895,9.825,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
6.65,5.805,-3.738,-1.025,-5.27,2.556,176.18,-1.057,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
8.356,7.374,-6.941,-1.139,-4.369,-12.37,276.129,-2.046,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
9.623,8.876,-8.706,-1.364,-3.182,-10.455,285.703,-12.786,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
8.136,9.146,-7.671,-0.919,-2.702,-13.975,270.076,-13.62,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
7.141,7.72,-6.561,-0.885,-2.481,-17.843,249.588,-12.666,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
6.671,6.829,-5.63,-0.997,-2.643,-18.029,232.355,-6.477,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
5.8,6.38,-4.946,-0.77,-2.49,-21.031,210.269,-8.328,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
5.133,5.54,-4.249,-1.003,-2.703,-17.427,193.033,-2.959,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
5.228,5.177,-4.057,-1.012,-3.194,-19.614,202.407,-10.688,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
6.349,5.763,-5.357,-1.121,-2.604,-25.242,224.194,10.384,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
4.988,5.785,-4.677,-1.23,-0.768,-24.633,203.413,21.117,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
3.163,4.327,-3.011,-0.755,0.164,-15.003,166.972,19.54,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
1.888,2.612,-1.575,-0.846,0.111,1.301,135.923,14.522,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
1.745,1.801,0.221,-1.1,-0.264,-4.029,98.378,-4.736,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
8.371,2.408,7.309,-0.687,6.11,-12.237,84.318,7.536,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
79.006,32.508,38.189,-6.125,65.689,-13.999,108.81,-20.698,0115-MORITZ-03-25,Salto C,-18.833,342.335,2.05,38.468,354.82,32.536
81.991,88.064,20.412,5.465,75.59,67.096,184.067,102.801,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
20.05,58.822,0.812,0.536,19.571,88.56,243.348,107.057,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
12.271,17.046,-0.019,0.88,-6.119,66.786,119.651,121.626,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
3.884,8.288,-1.721,0.974,-2.856,95.261,102.561,132.558,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
4.544,4.247,-3.497,1.204,-2.546,140.956,95.498,191.619,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
7.604,5.677,-6.058,2.4,1.389,240.842,51.902,289.434,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
7.272,7.584,-6.913,-1.494,1.772,251.654,-82.612,357.249,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
9.815,8.023,-9.296,-2.335,0.015,182.026,-167.724,391.744,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
12.546,10.744,-11.055,-2.454,-4.762,56.295,-187.566,426.297,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
14.235,13.179,-10.104,-1.995,-9.648,-65.912,-121.437,440.28,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
14.312,14.405,-8.418,-3.342,-10.805,-116.297,-0.388,404.274,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
11.535,13.382,-6.148,-4.157,-8.759,-116.155,109.821,332.987,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
8.764,10.511,-4.129,-4.042,-6.475,-102.299,160.474,227.411,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
6.346,7.853,-3.164,-2.477,-5.061,-82.33,144.458,156.564,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
5.704,6.151,-3.118,-0.993,-4.743,-61.845,123.575,132.298,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
6.167,5.889,-3.672,-0.126,-4.911,-28.306,118.101,119.499,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
7.008,6.39,-4.62,-1.197,-5.0,32.461,131.326,108.553,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
7.439,7.343,-4.954,-2.462,-3.919,67.634,175.306,32.133,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
9.333,6.479,5.368,-0.115,8.169,-5.805,244.86,-58.346,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
82.658,32.934,36.022,-0.914,69.924,-22.988,155.039,-51.916,0609-4-01-110,Schraubensalto C,66.967,154.213,380.384,185.563,267.375,402.435
78.717,85.373,-4.452,2.433,74.216,9.6,253.312,8.063,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
15.134,58.68,-3.906,-1.072,12.057,-28.639,259.299,-28.566,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
10.85,16.254,-0.58,1.156,-1.289,16.496,229.808,-65.203,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
6.98,8.467,3.383,-0.595,-1.818,4.295,210.303,-39.05,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
10.324,9.023,3.485,-1.026,-8.582,-38.826,149.035,-7.148,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
8.89,9.516,1.178,-0.853,-7.806,-46.459,176.523,6.917,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
7.68,8.202,-0.72,-1.395,-7.062,-29.558,208.887,-6.744,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
6.431,7.482,-1.465,-0.538,-5.998,-27.684,229.115,-1.912,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
6.06,6.514,-0.784,-0.904,-5.771,-16.548,222.095,6.441,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
5.856,6.007,-0.563,-1.129,-5.662,-10.952,202.58,-6.12,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
5.731,5.805,-0.605,-1.273,-5.503,-11.21,186.396,-7.572,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
5.453,5.677,-1.25,-0.905,-5.24,-5.951,167.934,-7.437,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
5.637,5.439,-1.702,-1.085,-5.119,-0.225,139.511,-6.415,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
5.826,5.408,-2.042,-1.764,-5.275,1.272,110.392,-6.289,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
7.068,6.426,-3.011,-1.805,-6.051,-18.593,109.355,-27.308,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
7.046,7.163,-3.724,-0.787,-5.687,-31.171,133.231,-11.989,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
5.86,6.571,-3.778,-0.626,-4.322,-31.31,190.549,-10.177,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
7.021,6.125,-6.183,-0.11,-0.275,-31.615,271.663,8.149,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
13.649,8.326,0.055,-2.808,13.866,-21.463,347.232,-37.783,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
82.49,32.262,12.462,6.354,76.4,-10.245,191.209,33.373,20191008-1157-FRANKFURT_1-01-54,Salto A,-28.544,342.627,-17.791,41.641,342.627,41.101
79.092,91.695,36.884,14.636,60.411,-5.294,-265.406,153.951,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
53.764,68.703,-26.943,3.183,0.504,-144.229,-532.454,71.862,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
36.464,48.405,-26.019,-0.1,-3.627,3.203,-680.07,-39.023,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
42.276,43.128,-40.714,-3.958,-9.678,50.062,-646.278,8.078,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
56.803,46.038,-52.044,-6.422,-16.914,67.335,-633.493,90.962,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
53.594,55.15,-50.257,-5.945,-23.003,39.223,-680.629,91.139,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
65.483,58.502,-54.435,0.49,-31.855,-11.971,-730.313,157.143,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
58.137,62.328,-44.966,2.61,-34.8,-101.032,-715.645,224.293,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
42.528,54.365,-31.004,9.244,-27.857,-134.084,-552.884,380.256,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
36.64,41.301,-27.483,11.851,-20.658,11.34,-317.033,713.139,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
48.54,39.552,-42.308,11.526,-0.524,495.564,-104.734,942.155,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
43.983,45.925,-43.052,0.61,12.714,585.822,239.852,1002.903,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
53.957,48.962,-45.538,-9.813,22.66,665.742,-116.634,1007.147,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
61.889,54.979,-51.613,-22.933,1.478,492.628,-40.733,1060.732,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
35.158,53.816,-23.473,-25.252,-5.614,175.45,318.881,798.006,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
17.599,32.398,-10.158,-6.331,-11.702,69.37,317.988,414.439,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
20.338,19.352,-17.257,2.01,-7.554,126.634,320.836,272.201,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
17.244,19.597,-10.236,-5.964,-3.68,181.24,392.231,84.356,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
29.658,18.688,9.122,-1.973,20.95,105.38,357.239,-148.512,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
67.427,38.425,33.799,-3.382,55.552,-7.364,89.141,-64.973,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808
88.355,86.728,28.951,2.811,77.631,6.192,-122.467,13.331,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
25.371,70.082,-4.023,-0.173,19.909,23.78,-303.578,20.995,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
8.034,22.438,-5.171,2.129,-4.49,11.505,-211.65,57.936,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
9.33,8.991,-6.65,1.232,-5.751,-12.553,-97.767,113.865,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
8.429,9.205,-4.177,0.419,-6.975,-23.861,-91.983,130.298,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
6.356,7.799,-3.915,1.875,-4.423,-95.347,-137.784,154.398,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
8.657,6.888,-4.005,0.807,-7.329,-138.34,-171.799,158.146,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
10.536,9.099,-2.15,1.054,-9.924,-163.378,-139.636,195.117,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
9.235,10.052,-1.906,0.258,-9.025,-172.09,-74.987,255.087,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
8.983,9.14,-2.91,-0.804,-8.539,-146.536,-8.774,305.582,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
9.779,9.285,-3.507,-2.815,-8.507,-96.536,60.713,307.471,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
8.861,9.555,-3.594,-4.177,-6.984,-50.64,114.655,242.959,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
8.039,8.826,-3.214,-3.921,-6.03,-13.183,143.819,130.442,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
7.193,7.63,-3.066,-2.51,-5.984,-2.534,162.505,37.007,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
8.543,7.423,-4.865,-1.804,-6.676,-9.962,192.983,12.52,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
9.37,8.809,-6.765,-2.415,-5.868,-21.901,243.549,12.297,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
9.876,9.523,-7.559,-1.39,-5.187,-35.741,274.525,12.61,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
8.461,9.424,-7.72,-0.391,0.889,-5.728,316.364,2.571,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
13.02,8.805,0.174,-1.8,15.635,-6.057,385.5,-55.933,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
79.513,31.124,7.561,3.957,74.42,-14.101,252.606,-60.06,20191008-1157-FRANKFURT_1-01-368,Barani A,-81.019,63.997,170.765,91.097,294.346,193.555
81.418,84.91,24.124,4.295,73.471,19.921,217.023,62.111,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
20.538,59.47,0.079,2.455,21.149,67.705,267.019,111.422,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
8.202,15.492,-1.843,1.502,-4.89,100.372,164.939,158.184,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
3.637,6.395,-1.459,-0.366,-1.518,104.111,106.18,163.802,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
6.328,4.635,-3.991,2.463,-2.447,186.744,98.516,230.188,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
10.916,7.632,-9.315,2.75,3.585,282.982,10.806,383.965,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
14.312,12.237,-12.789,-3.837,2.736,257.71,-142.622,477.484,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
16.591,14.966,-14.873,-4.355,-3.026,140.315,-183.296,513.777,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
15.475,16.329,-12.356,-3.778,-8.575,-15.701,-120.166,504.236,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
15.183,15.568,-10.124,-3.546,-10.52,-94.75,-3.582,445.637,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
12.335,14.283,-7.662,-4.397,-8.48,-99.347,103.278,348.447,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
8.952,11.164,-5.01,-3.568,-6.417,-67.394,166.354,258.61,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
6.812,8.018,-3.522,-1.526,-5.703,-48.729,178.84,184.47,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
6.656,6.803,-3.799,-0.755,-5.394,-17.502,163.227,141.117,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
6.64,6.654,-4.144,-0.715,-5.059,2.349,164.383,87.724,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
5.957,6.47,-4.549,-0.765,-3.906,9.719,156.058,46.204,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
6.609,6.151,-5.183,0.129,-3.832,19.164,154.92,34.499,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
6.654,6.619,-5.869,0.275,-1.309,36.73,175.202,44.625,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
9.163,6.204,2.63,-1.906,10.932,41.402,217.247,13.094,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
79.887,31.864,22.909,3.418,72.477,32.838,158.191,3.692,0609-4-01-233,Schraubensalto C,91.285,192.331,395.99,160.573,287.587,398.567
82.78,91.866,6.051,12.939,77.442,39.08,135.755,-33.445,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
16.783,57.432,-0.333,1.209,11.965,9.277,157.859,-26.413,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
6.633,13.774,-0.269,-2.033,-3.094,-4.307,83.168,-51.272,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
3.161,4.94,0.722,-0.756,-2.06,1.598,52.581,-18.428,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
5.038,3.971,0.944,-1.339,-4.212,0.151,55.38,-26.983,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
4.762,4.702,-0.922,-0.575,-4.575,-13.231,99.702,-17.607,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
5.076,5.057,-1.931,-1.379,-4.379,-12.683,169.014,-23.28,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
5.015,5.062,-2.806,-0.826,-3.723,-11.585,202.015,-5.442,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
3.641,4.648,-1.808,-1.077,-2.618,-17.197,198.556,-17.9,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
3.966,3.67,-0.865,-0.909,-3.501,10.539,199.987,-15.156,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
4.157,4.223,-2.117,0.086,-3.173,24.979,200.933,23.742,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
3.62,3.657,-1.027,-1.796,-2.579,31.727,178.676,7.171,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
3.458,3.64,-0.595,-1.197,-3.215,12.735,171.497,-49.608,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
3.653,3.621,-0.464,-0.697,-3.453,13.861,186.826,-32.899,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
4.898,3.791,0.74,-1.43,-4.489,15.797,193.703,-28.964,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
6.148,5.452,-0.225,-1.719,-5.66,12.44,188.811,-42.409,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
6.116,5.906,-2.87,-0.866,-5.024,15.172,190.667,-10.421,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
7.507,6.939,-4.37,0.057,-3.592,40.955,263.616,-41.65,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
18.483,8.369,17.417,-0.515,5.742,30.578,195.489,-127.474,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
85.427,38.577,65.908,17.999,45.345,15.042,32.577,-71.364,20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,20.15,300.37,-60.094,35.528,302.893,73.601
93.971,94.391,23.424,-4.826,85.704,-42.939,223.641,-35.882,0110-MORITZ-01-48,Doppelsalto C,-1.343,711.669,9.378,48.037,715.478,37.896
16.807,64.666,1.898,-0.412,14.404,-2.259,90.11,0.913,0110-MORITZ-01-48,Doppelsalto C,-1.343,711.669,9.378,48.037,715.478,37.896
13.995,15.452,-4.568,-1.171,-11.073,8.453,14.953,-3.401,0110-MORITZ-01-48,Doppelsalto C,-1.343,711.669,9.378,48.037,715.478,37.896
17.814,14.501,-13.892,-0.553,-10.265,-2.413,123.308,0.52,0110-MORITZ-01-48,Doppelsalto C,-1.343,711.669,9.378,48.037,715.478,37.896
23.49,19.324,-22.164,-1.121,-8.443,-21.187,380.833,5.771,0110-MORITZ-01-48,Doppelsalto C,-1.343,711.669,9.378,48.037,715.478,37.896
33.181,27.539,-32.353,-2.527,-4.229,-32.711,576.155,21.89,0110-MORITZ-01-48,Doppelsalto C,-1.343,711.669,9.378,48.037,715.478,37.896
38.798,35.182,-38.083,-2.392,-5.744,-30.026,624.606,19.774,0110-MORITZ-01-48,Doppelsalto C,-1.343,711.669,9.378,48.037,715.478,37.896
41.577,39.723,-40.804,-2.225,-7.279,-26.383,653.056,13.958,0110-MORITZ-01-48,Doppelsalto C,-1.343,711.669,9.378,48.037,715.478,37.896
43.796,42.317,-42.705,-2.428,-8.6,-30.511,664.781,6.383,0110-MORITZ-01-48,Doppelsalto C,-1.343,711.669,9.378,48.037,715.478,37.896
43.956,43.841,-42.292,-2.114,-11.895,-30.284,687.855,13.129,0110-MORITZ-01-48,Doppelsalto C,-1.343,711.669,9.378,48.037,715.478,37.896
42.709,44.074,-40.088,-1.656,-10.737,-16.211,709.68,12.706,0110-MORITZ-01-48,Doppelsalto C,-1.343,711.669,9.378,48.037,715.478,37.896
25.576,36.648,-25.169,-1.175,-6.554,2.801,555.848,10.579,0110-MORITZ-01-48,Doppelsalto C,-1.343,711.669,9.378,48.037,715.478,37.896
16.305,22.317,-15.137,-0.862,-6.503,17.691,384.693,13.041,0110-MORITZ-01-48,Doppelsalto C,-1.343,711.669,9.378,48.037,715.478,37.896
12.797,15.038,-10.623,-0.028,-6.641,22.832,273.923,11.766,0110-MORITZ-01-48,Doppelsalto C,-1.343,711.669,9.378,48.037,715.478,37.896
9.039,11.324,-7.445,-0.235,-5.376,28.216,225.49,8.967,0110-MORITZ-01-48,Doppelsalto C,-1.343,711.669,9.378,48.037,715.478,37.896
8.409,8.72,-6.071,-0.052,-5.756,27.781,253.747,1.189,0110-MORITZ-01-48,Doppelsalto C,-1.343,711.669,9.378,48.037,715.478,37.896
10.492,9.212,-8.407,-0.521,-3.526,40.904,281.141,-15.507,0110-MORITZ-01-48,Doppelsalto C,-1.343,711.669,9.378,48.037,715.478,37.896
