SprungID,Sprungtyp,avg_Acc_N_Fil,std_Acc_N_Fil,avg_Gyro_x_R,std_Gyro_x_R,avg_Gyro_y_R,std_Gyro_y_R,avg_Gyro_z_R,std_Gyro_z_R,avg_Gyro_x_Fil,std_Gyro_x_Fil,avg_Gyro_y_Fil,std_Gyro_y_Fil,avg_Gyro_z_Fil,std_Gyro_z_Fil
20191007-1159-FRANKFURT_1-01-34,Salto C,18.956,26.661,-13.53,26.677,200.604,220.8,-1.061,40.652,-13.421,22.94,200.774,209.084,-1.02,29.362
20191007-1159-FRANKFURT_1-01-35,Salto C,15.161,18.655,-0.989,26.238,212.384,235.902,-1.767,44.76,-1.297,18.241,211.618,225.819,-1.473,32.041
20191007-1159-FRANKFURT_1-01-36,Salto C,19.795,25.786,10.394,39.117,199.859,223.846,-1.514,46.217,10.824,35.104,200.152,210.932,-1.686,35.069
20191007-1159-FRANKFURT_1-01-49,Strecksprung,12.057,24.338,-0.548,18.922,3.038,82.297,2.471,27.044,-0.682,15.006,2.84,78.049,2.313,21.477
20191007-1159-FRANKFURT_1-01-59,Salto C,15.651,22.486,-0.022,28.129,202.954,215.907,-0.447,29.501,-0.576,25.064,201.969,206.802,-0.24,21.266
20191007-1159-FRANKFURT_1-01-60,Salto C,18.466,26.139,-6.106,18.499,199.976,209.945,-0.291,32.18,-5.989,13.517,200.611,199.687,-0.489,19.114
20191007-1159-FRANKFURT_1-01-61,Salto C,14.571,21.065,11.74,19.024,214.957,73.647,4.016,28.64,11.838,15.555,214.337,62.704,4.027,21.738
20191007-1159-FRANKFURT_1-01-63,Strecksprung,11.13,24.067,6.768,17.29,-16.258,39.744,1.28,33.881,6.897,13.827,-16.149,36.671,0.938,29.06
20191007-1159-FRANKFURT_1-01-74,Barani B,17.052,19.787,36.765,62.872,-27.264,276.081,127.237,141.077,35.921,57.366,-27.568,271.386,127.492,133.464
20191007-1159-FRANKFURT_1-01-91,Barani B,20.17,24.416,15.352,39.01,-18.327,263.133,102.286,173.84,15.099,35.52,-20.411,256.738,102.898,168.9
20191007-1159-FRANKFURT_1-01-99,Strecksprung,10.744,21.34,-0.481,16.661,2.11,75.54,4.291,23.676,-0.563,15.738,2.283,72.562,4.369,22.043
20191007-1159-FRANKFURT_1-01-107,Barani B,15.949,19.161,28.815,44.51,-16.97,274.73,114.243,159.937,28.863,39.38,-16.239,269.803,114.041,154.069
20191007-1159-FRANKFURT_1-01-108,Strecksprung,13.224,26.049,1.025,18.702,-11.21,44.045,1.464,37.573,0.635,14.743,-11.645,37.329,1.659,32.447
20191007-1159-FRANKFURT_1-01-116,Barani B,15.555,18.229,17.524,39.845,-11.121,252.822,114.21,173.595,17.466,36.285,-11.307,249.034,114.46,168.821
20191007-1159-FRANKFURT_1-01-117,Barani B,20.315,24.886,26.466,43.046,-19.607,257.043,95.089,171.518,26.53,40.72,-19.635,252.89,94.986,167.498
20191007-1159-FRANKFURT_1-01-118,Barani B,16.853,22.755,-39.15,54.316,36.759,204.726,103.851,121.611,-38.888,52.45,37.463,200.05,104.291,117.548
20191007-1159-FRANKFURT_1-01-126,Barani B,19.147,21.513,17.882,37.336,-17.775,275.89,116.02,156.279,17.985,32.211,-17.587,271.064,116.215,151.953
20191007-1159-FRANKFURT_1-01-130,Barani B,19.065,20.864,-10.538,39.103,-46.933,269.997,126.141,136.027,-10.45,35.295,-46.58,266.377,126.115,131.74
20191007-1159-FRANKFURT_1-01-140,Barani B,18.922,21.905,8.386,46.442,-13.637,260.846,108.404,156.096,8.318,43.537,-13.44,257.544,108.596,151.803
20191007-1159-FRANKFURT_1-01-145,Strecksprung,9.851,19.46,-4.504,9.367,-5.7,78.357,-6.138,25.639,-4.46,7.85,-5.758,75.051,-6.098,22.752
20191007-1159-FRANKFURT_1-01-151,Barani B,19.111,22.996,27.702,39.869,0.779,256.04,105.235,176.87,27.853,36.216,0.318,251.779,105.278,172.411
20191007-1159-FRANKFURT_1-01-152,Barani B,16.458,19.504,58.035,46.041,-12.507,270.418,108.755,162.963,57.757,43.234,-12.429,266.566,109.09,158.74
20191007-1159-FRANKFURT_1-01-163,Strecksprung,11.484,23.859,-2.122,12.762,7.64,61.08,4.846,24.375,-2.014,10.177,7.331,57.956,4.617,20.029
20191007-1159-FRANKFURT_1-01-164,Barani B,20.309,22.734,6.27,61.554,-37.935,260.578,116.65,169.656,6.144,57.757,-37.492,256.37,116.813,163.741
20191007-1159-FRANKFURT_1-01-177,Barani B,19.76,23.656,-3.972,47.15,-25.486,265.846,103.333,149.783,-4.055,43.407,-27.382,258.94,103.565,145.316
20191007-1159-FRANKFURT_1-01-189,Barani B,16.652,18.428,16.146,52.196,-10.454,275.677,110.971,168.899,16.147,47.958,-10.58,271.661,111.18,164.185
20191007-1159-FRANKFURT_1-01-194,Strecksprung,10.947,22.743,-0.368,17.281,2.484,58.303,5.762,20.686,-0.436,15.345,2.272,55.531,5.612,17.495
20191007-1159-FRANKFURT_1-01-195,Strecksprung,9.796,21.153,-1.89,10.139,-3.431,65.382,1.889,25.432,-1.842,9.153,-3.351,64.206,2.017,23.029
20191007-1159-FRANKFURT_1-01-200,Barani B,17.381,19.792,23.798,33.694,-23.879,262.891,117.066,167.2,23.6,28.739,-24.487,258.922,116.933,163.746
20191007-1159-FRANKFURT_1-01-201,Strecksprung,11.822,24.207,2.374,15.606,-3.825,34.883,0.155,28.482,2.568,13.355,-3.128,32.535,0.324,25.617
20191007-1159-FRANKFURT_1-01-203,Strecksprung,10.14,21.66,1.466,13.46,0.013,36.53,6.987,23.059,1.622,11.824,-0.458,33.019,6.804,18.486
20191007-1159-FRANKFURT_1-01-204,Strecksprung,11.711,23.306,3.579,16.473,-3.707,37.973,2.901,33.815,3.589,14.424,-3.01,34.293,3.268,30.769
20191007-1159-FRANKFURT_1-01-213,Barani B,19.435,23.311,-3.725,57.361,-17.592,258.436,106.832,144.841,-3.473,50.368,-20.253,251.666,107.694,139.168
20191007-1159-FRANKFURT_1-01-222,Strecksprung,11.673,22.064,-0.826,16.056,-2.673,66.461,2.298,29.352,-0.651,14.331,-2.759,64.007,2.431,26.075
20191007-1159-FRANKFURT_1-01-227,Barani B,18.739,22.784,8.521,39.718,-23.216,262.734,111.886,150.866,8.635,36.733,-23.294,258.375,111.616,147.236
20191007-1159-FRANKFURT_1-01-228,Barani B,17.526,19.457,16.478,34.288,-20.86,262.793,119.165,157.12,16.455,31.289,-21.085,258.558,119.167,153.644
20191007-1159-FRANKFURT_1-01-229,Barani A,18.473,23.429,-32.179,55.283,45.61,203.937,107.881,138.632,-31.948,52.289,45.909,198.068,108.311,134.187
20191007-1159-FRANKFURT_1-01-230,Barani A,18.403,22.057,-15.63,51.454,38.671,222.112,97.698,156.182,-15.74,48.597,39.169,217.808,97.18,152.017
20191007-1159-FRANKFURT_1-01-243,Strecksprung,10.657,22.784,-1.877,13.69,-2.4,60.702,-0.246,31.496,-1.874,10.97,-2.327,58.799,0.175,27.437
20191007-1159-FRANKFURT_1-01-246,Barani B,18.388,22.987,2.256,42.847,-24.209,245.762,119.882,149.186,2.227,39.882,-24.298,241.936,120.265,145.672
20191007-1159-FRANKFURT_1-01-247,Barani B,18.148,22.285,0.57,23.534,-13.515,253.676,107.014,153.333,0.786,20.343,-13.534,249.158,107.049,150.18
20191007-1159-FRANKFURT_1-01-248,Barani A,16.779,22.103,-20.413,46.622,34.193,209.801,109.601,139.087,-20.603,44.563,34.142,205.419,109.462,136.596
20191007-1159-FRANKFURT_1-01-249,Barani A,15.924,20.714,-33.302,67.484,33.487,214.314,103.089,126.951,-33.261,66.011,33.762,209.456,103.238,124.253
20191007-1159-FRANKFURT_1-01-261,Strecksprung,10.601,23.079,-3.531,15.094,-4.228,66.428,6.633,23.869,-3.557,12.98,-4.204,64.691,6.405,20.644
20191007-1159-FRANKFURT_1-01-263,Barani A,17.475,22.685,-50.939,63.156,38.068,211.071,105.136,116.566,-50.774,60.96,38.916,206.243,105.224,112.13
20191007-1159-FRANKFURT_1-01-264,Salto A,15.019,21.436,-10.442,25.367,200.736,72.129,-17.038,27.614,-10.295,20.342,199.874,57.379,-16.862,19.219
20191007-1159-FRANKFURT_1-01-265,Schraubensalto A,19.178,19.997,179.508,146.073,2.225,269.101,309.081,295.842,178.82,143.871,2.067,260.435,309.232,289.616
20191007-1159-FRANKFURT_1-01-266,Strecksprung,11.568,22.682,-4.979,19.121,-0.243,59.019,-0.756,40.811,-4.748,16.182,0.264,55.194,-0.939,35.609
20191007-1159-FRANKFURT_1-01-272,Strecksprung,10.493,21.993,-0.855,22.697,-4.786,81.073,0.349,31.422,-0.866,19.232,-4.835,77.482,0.63,27.132
20191007-1159-FRANKFURT_1-01-291,Barani A,17.24,22.474,-45.804,54.832,54.134,200.567,106.615,113.44,-45.844,53.84,54.789,196.328,106.763,111.439
20191007-1159-FRANKFURT_1-01-292,Salto A,13.808,20.091,-3.38,15.446,208.646,68.238,-2.501,25.598,-3.38,12.265,207.552,57.568,-2.546,19.393
20191007-1159-FRANKFURT_1-01-293,Schraubensalto A,20.509,20.878,126.521,145.825,54.021,237.007,322.094,280.693,126.225,142.669,54.146,228.799,321.925,274.345
20191007-1159-FRANKFURT_1-01-299,Strecksprung,11.131,20.711,2.586,15.37,2.555,87.927,6.664,23.739,2.46,12.535,2.588,85.034,6.623,19.686
20191007-1159-FRANKFURT_1-01-305,Barani A,17.844,23.486,-53.19,70.263,34.857,219.708,102.84,115.56,-53.023,68.654,35.527,215.012,103.009,112.761
20191007-1159-FRANKFURT_1-01-306,Salto A,13.925,20.421,5.756,16.827,203.906,72.023,-3.909,28.593,5.643,13.072,202.82,60.168,-3.965,14.785
20191007-1159-FRANKFURT_1-01-307,Schraubensalto A,21.237,20.611,158.323,130.794,25.895,249.881,319.954,289.598,157.786,128.033,26.594,242.136,320.414,284.078
20191007-1159-FRANKFURT_1-01-308,Grätschwinkel,14.404,23.094,-5.346,28.526,-2.22,158.603,4.513,36.112,-4.806,24.96,-2.135,154.567,4.411,29.104
20191007-1159-FRANKFURT_1-01-311,Strecksprung,13.807,27.031,-3.381,18.031,-28.056,101.138,5.391,31.128,-3.264,15.958,-28.183,97.915,5.479,23.434
20191007-1159-FRANKFURT_1-01-323,Barani A,17.201,22.995,-43.783,57.435,56.736,199.655,105.886,116.634,-43.939,55.586,57.811,196.24,105.68,114.719
20191007-1159-FRANKFURT_1-01-324,Salto A,13.941,20.539,-7.971,22.851,205.743,70.472,-11.341,29.562,-7.787,19.205,204.593,56.732,-11.319,21.61
20191007-1159-FRANKFURT_1-01-325,Schraubensalto A,23.747,22.775,111.804,128.361,52.613,242.931,321.795,330.46,111.613,125.486,53.487,235.603,322.304,325.646
20191007-1159-FRANKFURT_1-01-326,Grätschwinkel,13.244,21.244,-2.072,23.37,-0.515,147.639,12.561,28.03,-2.098,19.386,-0.279,143.304,11.956,19.079
20191007-1159-FRANKFURT_1-01-337,Strecksprung,10.952,23.504,-4.121,8.557,0.68,77.088,1.814,24.59,-4.18,5.915,0.396,74.037,1.924,21.051
20191007-1159-FRANKFURT_1-01-340,Fliffis C,37.679,25.178,-8.565,51.998,-205.957,430.803,114.223,158.95,-8.944,48.496,-206.424,425.178,114.682,154.208
20191007-1159-FRANKFURT_1-01-341,Salto B,18.036,22.202,-5.087,26.15,203.375,249.794,-9.825,37.854,-4.581,20.659,202.975,235.006,-9.559,25.149
20191007-1159-FRANKFURT_1-01-342,Barani A,17.241,21.78,-33.517,53.683,45.641,207.659,107.767,140.513,-34.05,51.561,46.403,203.417,107.406,137.67
20191007-1159-FRANKFURT_1-01-343,Salto A,15.046,22.066,-12.751,16.72,201.822,81.956,-9.328,32.001,-12.446,12.996,200.971,69.52,-9.425,22.347
20191007-1159-FRANKFURT_1-01-344,Schraubensalto A,20.965,20.929,141.986,177.161,31.107,257.335,307.696,270.537,141.821,174.129,31.752,246.608,307.585,266.812
20191007-1159-FRANKFURT_1-01-345,Grätschwinkel,14.611,21.48,-10.508,22.839,-5.604,173.72,-4.291,33.912,-10.538,18.42,-6.07,166.956,-4.163,23.465
20191007-1159-FRANKFURT_1-01-346,Barani C,18.709,23.411,-3.423,36.924,-14.885,246.629,110.01,150.361,-3.338,34.441,-14.098,242.687,110.158,147.355
20191007-1159-FRANKFURT_1-01-347,Salto C,15.591,21.35,-9.343,26.8,205.372,233.351,-14.13,47.659,-9.385,21.029,204.799,212.125,-14.104,24.323
20191007-1159-FRANKFURT_1-01-348,3/4 Salto vw A,14.085,26.145,6.708,13.97,-153.747,157.789,13.53,62.832,6.59,9.865,-153.948,120.791,13.566,13.831
20191007-1159-FRANKFURT_1-01-349,Baby- Fliffis C,21.429,19.667,-14.114,46.858,-51.358,311.048,104.312,169.499,-13.86,42.099,-51.257,298.504,104.015,163.541
20191007-1159-FRANKFURT_1-01-364,Fliffis C,33.88,22.538,13.933,64.357,-221.122,437.28,111.571,182.627,13.139,58.899,-220.678,432.966,111.98,175.543
20191007-1159-FRANKFURT_1-01-365,Salto B,19.698,24.69,-0.088,27.189,198.706,227.688,-15.886,50.627,0.466,18.456,199.313,214.747,-15.804,35.487
20191007-1159-FRANKFURT_1-01-366,Barani A,14.569,19.167,-35.273,58.903,54.522,198.413,102.783,138.825,-35.132,56.932,53.656,193.746,102.523,136.466
20191007-1159-FRANKFURT_1-01-367,Salto A,17.617,26.204,-0.86,28.66,198.094,81.666,-7.23,36.355,-0.686,23.351,198.148,68.879,-7.508,28.34
20191007-1159-FRANKFURT_1-01-368,Schraubensalto A,22.281,21.022,150.219,128.651,10.988,264.416,321.195,311.505,150.102,125.697,11.83,254.378,321.25,307.683
20191007-1159-FRANKFURT_1-01-369,Grätschwinkel,14.703,22.42,-3.841,23.262,-4.574,163.675,-2.156,35.951,-3.93,18.539,-5.397,158.551,-2.208,26.863
20191007-1159-FRANKFURT_1-01-370,Barani C,18.281,22.264,-9.999,41.384,-10.5,250.982,120.935,126.695,-9.928,38.218,-9.596,247.098,121.355,123.625
20191007-1159-FRANKFURT_1-01-371,Salto C,16.542,22.417,-10.866,23.622,204.19,250.938,-2.446,41.421,-10.874,19.29,203.375,223.932,-2.68,27.786
20191007-1159-FRANKFURT_1-01-372,3/4 Salto vw A,12.4,23.331,3.992,16.113,-159.594,144.149,12.34,42.636,3.99,13.052,-159.285,122.838,12.492,13.761
20191007-1159-FRANKFURT_1-01-373,Baby- Fliffis C,21.78,21.019,33.338,55.385,-79.06,379.322,124.627,163.254,33.24,47.733,-79.833,334.81,124.251,153.824
20191007-1159-FRANKFURT_1-01-381,Strecksprung,10.839,22.482,-2.55,21.986,0.106,79.878,7.792,23.039,-2.788,20.663,0.037,77.316,7.669,21.278
20191007-1159-FRANKFURT_1-01-384,Grätschwinkel,14.131,22.345,-4.335,18.312,-6.63,145.613,6.205,30.386,-3.977,14.269,-6.948,140.27,5.944,24.404
20191007-1159-FRANKFURT_1-01-385,Barani C,15.925,19.417,-17.097,50.56,-9.49,249.978,107.138,144.63,-16.887,47.103,-9.397,245.735,107.408,140.521
20191007-1159-FRANKFURT_1-01-386,Salto C,18.847,25.375,-11.246,24.103,198.44,228.158,-2.538,42.867,-11.625,18.817,198.374,207.949,-2.418,29.031
20191007-1159-FRANKFURT_1-01-387,3/4 Salto vw A,12.402,22.303,-1.104,17.12,-155.59,160.758,4.626,24.001,-1.026,11.61,-155.444,138.264,4.924,10.901
20191007-1159-FRANKFURT_1-01-388,Baby- Fliffis C,21.528,22.529,-4.734,56.089,-108.428,306.417,109.016,159.999,-4.948,48.905,-108.381,297.122,108.799,153.032
20191007-1159-FRANKFURT_1-01-397,Grätschwinkel,14.455,24.146,-2.368,18.967,-4.955,144.384,-0.535,29.374,-2.194,13.004,-5.08,137.482,-0.755,18.007
20191007-1159-FRANKFURT_1-01-398,Barani C,18.267,24.118,-18.296,55.043,-0.971,231.479,111.742,125.801,-18.484,52.107,-0.412,227.474,112.233,122.389
20191007-1159-FRANKFURT_1-01-399,Salto C,15.81,22.443,8.026,20.814,205.958,209.631,-8.533,29.32,8.155,18.33,205.224,197.73,-8.88,19.902
20191007-1159-FRANKFURT_1-01-400,3/4 Salto vw A,13.187,24.813,5.603,11.384,-155.506,156.861,9.661,35.078,5.505,8.028,-155.633,128.784,9.782,12.002
20191007-1159-FRANKFURT_1-01-401,Baby- Fliffis C,21.864,20.973,-5.896,57.906,-12.541,310.129,100.142,173.007,-5.943,51.844,-12.367,295.857,100.207,164.917
20191007-1159-FRANKFURT_1-01-409,Strecksprung,10.223,21.779,-3.224,13.505,0.202,86.789,1.64,28.606,-3.214,11.736,0.15,83.58,1.462,25.689
20191007-1159-FRANKFURT_1-01-415,Grätschwinkel,16.455,26.669,1.716,21.138,-5.79,137.113,0.263,31.228,1.682,17.596,-6.113,129.669,0.672,24.011
20191007-1159-FRANKFURT_1-01-416,Barani C,18.261,23.746,-29.805,54.22,-25.928,224.617,118.311,103.308,-29.71,52.611,-24.971,220.92,118.232,100.28
20191007-1159-FRANKFURT_1-01-417,Salto C,15.278,20.141,-0.343,23.876,208.772,250.314,7.006,38.5,-0.086,19.426,208.126,237.985,7.272,28.343
20191007-1159-FRANKFURT_1-01-418,3/4 Salto vw A,14.633,26.84,-1.457,15.717,-153.335,156.832,9.986,39.314,-1.716,12.605,-153.616,132.122,9.726,18.816
20191007-1159-FRANKFURT_1-01-419,Baby- Fliffis C,23.153,22.634,3.409,42.767,-69.581,314.485,116.336,170.849,3.083,33.488,-69.328,303.593,116.433,162.981
20191007-1159-FRANKFURT_1-01-429,Strecksprung,10.779,23.784,-2.699,12.295,-1.67,78.012,5.586,32.142,-2.694,10.373,-1.273,76.007,5.691,28.851
20191007-1159-FRANKFURT_1-01-431,Fliffis C,34.945,21.921,37.567,45.354,-250.213,441.003,111.546,194.737,37.26,41.913,-250.166,437.1,111.877,189.885
20191007-1159-FRANKFURT_1-01-432,Salto B,18.427,25.553,-21.882,27.248,206.124,72.581,-26.177,49.176,-21.61,22.03,206.785,56.782,-25.783,34.822
20191007-1159-FRANKFURT_1-01-433,Barani A,10.423,20.55,2.114,18.958,-7.376,105.801,25.04,50.431,2.123,16.796,-7.353,102.788,24.537,46.062
20191007-1159-FRANKFURT_1-01-439,Strecksprung,11.791,23.563,-3.845,17.949,-2.924,79.658,4.941,28.168,-3.952,15.95,-2.975,75.828,4.569,25.027
20191007-1159-FRANKFURT_1-01-442,Strecksprung,11.209,23.099,-1.478,17.518,-2.599,76.093,7.774,52.08,-1.296,15.731,-2.78,71.677,7.67,47.801
20191007-1159-FRANKFURT_1-01-448,Fliffis C,34.261,21.728,-7.349,66.938,-236.515,426.593,124.899,172.775,-7.487,61.825,-235.847,422.832,124.606,167.356
20191007-1159-FRANKFURT_1-01-449,Salto B,19.225,24.378,1.497,42.589,202.787,215.43,-18.95,50.117,1.575,39.352,202.158,205.373,-19.137,38.156
20191007-1159-FRANKFURT_1-01-450,Barani A,16.892,21.559,-0.066,48.003,45.726,207.089,121.437,147.131,-0.134,46.276,46.371,203.71,120.792,144.475
20191007-1524-FRANKFURT_1-01-2,Strecksprung,10.175,21.018,1.972,19.473,-1.778,69.045,3.499,28.979,1.857,15.03,-1.805,62.062,3.601,20.473
20191007-1524-FRANKFURT_1-01-5,Strecksprung,9.354,21.342,-0.075,16.876,13.726,47.719,7.736,24.998,0.01,13.683,13.622,43.572,7.791,20.101
20191007-1524-FRANKFURT_1-01-6,Strecksprung,12.815,25.867,1.518,14.825,-16.437,54.623,-2.718,33.447,1.528,12.535,-16.334,47.392,-2.576,29.138
20191007-1524-FRANKFURT_1-01-31,Strecksprung,10.091,22.155,-3.796,18.926,-0.076,64.017,5.003,34.797,-3.752,16.342,-0.191,59.589,5.264,27.205
20191007-1524-FRANKFURT_1-01-32,Strecksprung,12.707,26.677,6.552,30.531,9.756,71.511,6.577,58.501,6.291,26.765,9.302,62.307,6.301,46.587
20191007-1524-FRANKFURT_1-01-33,Barani A,15.883,21.979,-94.334,74.887,5.996,187.383,98.422,89.968,-94.328,70.537,6.204,178.829,99.631,70.199
20191007-1524-FRANKFURT_1-01-35,Barani A,17.001,24.002,-93.385,55.559,37.716,190.405,87.214,85.36,-93.269,53.265,37.796,184.131,87.949,71.149
20191007-1524-FRANKFURT_1-01-36,Strecksprung,8.974,21.58,-2.024,20.095,2.868,62.455,4.651,47.29,-1.865,14.665,2.913,59.602,3.364,33.567
20191007-1524-FRANKFURT_1-01-37,Barani A,16.157,23.726,-89.433,85.454,55.427,172.347,86.511,106.265,-89.178,80.472,54.1,164.678,88.647,80.515
20191007-1524-FRANKFURT_1-01-39,Barani A,16.058,21.816,-65.645,64.662,15.112,198.762,121.857,121.885,-65.275,60.934,15.365,191.657,123.707,98.827
20191007-1524-FRANKFURT_1-01-41,Barani A,18.749,26.296,-83.329,67.584,17.346,196.84,105.562,102.334,-83.145,64.186,17.137,189.921,106.432,86.325
20191007-1524-FRANKFURT_1-01-45,Strecksprung,10.996,20.376,-4.181,12.149,-2.174,86.841,3.359,29.41,-4.154,9.843,-1.971,81.728,3.635,24.31
20191007-1524-FRANKFURT_1-01-51,Barani A,18.087,24.942,-56.607,49.609,18.582,203.259,105.888,132.201,-56.026,45.064,17.607,195.714,107.464,112.596
20191007-1524-FRANKFURT_1-01-53,Barani A,17.812,24.905,-82.839,74.17,12.053,190.898,108.348,104.125,-82.034,72.293,11.264,183.37,109.59,84.677
20191007-1524-FRANKFURT_1-01-55,Barani A,18.274,26.235,-66.981,68.51,30.703,195.578,95.408,119.761,-66.914,66.087,31.23,188.252,98.361,87.634
20191007-1524-FRANKFURT_1-01-57,Barani A,18.369,26.135,-80.308,72.63,18.923,183.709,103.943,107.888,-80.334,70.542,19.282,176.954,105.93,84.539
20191007-1524-FRANKFURT_1-01-59,Barani A,20.449,27.843,-64.047,63.219,11.788,196.29,112.464,115.641,-64.11,59.067,11.986,189.502,112.388,99.529
20191007-1524-FRANKFURT_1-01-70,Strecksprung,10.698,23.846,0.582,23.808,-1.932,79.849,3.012,40.86,0.541,18.056,-1.984,72.801,2.951,34.41
20191007-1524-FRANKFURT_1-01-75,Fliffis- Rudi B,36.456,17.963,125.986,220.572,-200.895,443.094,333.781,358.476,125.296,213.316,-197.727,428.889,335.631,345.425
20191007-1524-FRANKFURT_1-01-76,Doppelsalto C,32.101,21.928,42.557,46.864,409.098,281.288,-42.82,65.068,43.016,39.26,407.245,259.785,-43.705,36.095
20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,44.294,19.648,131.627,247.943,-196.662,443.156,352.306,423.482,131.983,234.913,-197.623,417.436,352.776,401.204
20191007-1524-FRANKFURT_1-01-91,Fliffis- Rudi B,39.708,21.428,102.793,210.517,-194.539,449.325,343.198,358.152,102.17,200.556,-192.862,432.596,343.138,348.139
20191007-1524-FRANKFURT_1-01-92,Doppelsalto C,32.716,22.759,35.918,39.05,408.913,272.922,-49.045,84.553,36.874,31.623,409.955,242.784,-45.043,36.579
20191007-1524-FRANKFURT_1-01-93,Fliffis- Rudi C,41.695,17.344,130.331,232.12,-174.767,477.518,371.118,409.74,129.785,221.909,-179.413,453.816,368.791,394.59
20191007-1524-FRANKFURT_1-01-94,Salto B,19.847,24.281,9.092,35.295,216.915,191.571,-22.092,118.169,9.602,27.821,217.406,183.69,-23.434,74.276
20191007-1524-FRANKFURT_1-01-95,Fliffis B,34.074,17.068,0.436,92.913,-275.184,457.722,167.595,201.006,-1.262,81.24,-275.594,442.025,170.44,147.776
20191007-1524-FRANKFURT_1-01-96,Doppelsalto B,17.778,24.984,1.083,33.664,209.529,154.217,-16.984,106.646,2.224,27.688,210.849,126.254,-19.18,54.062
20191007-1524-FRANKFURT_1-01-97,Fliffis C,37.445,21.93,-51.086,77.101,-255.455,403.968,167.845,185.983,-50.962,68.999,-254.632,393.983,168.808,155.859
20191007-1524-FRANKFURT_1-01-98,Salto A,15.005,22.649,0.955,23.238,216.575,113.727,-25.245,56.995,0.956,17.128,215.571,92.545,-25.58,26.649
20191007-1524-FRANKFURT_1-01-104,Strecksprung,11.064,22.782,-0.604,18.393,2.5,89.994,2.958,41.679,-0.72,13.885,2.354,85.54,2.953,32.178
20191007-1524-FRANKFURT_1-01-109,Fliffis- Rudi B,34.171,16.219,101.63,206.991,-221.421,454.098,347.686,362.626,101.476,201.102,-222.378,437.817,348.76,351.835
20191007-1524-FRANKFURT_1-01-110,Doppelsalto C,32.801,22.897,44.413,46.396,399.165,265.283,-27.594,80.524,44.532,42.569,402.17,244.584,-26.913,41.556
20191007-1524-FRANKFURT_1-01-111,Fliffis- Rudi C,42.921,20.983,92.056,216.013,-191.378,443.49,357.038,403.562,91.964,205.558,-193.106,417.659,354.621,389.449
20191007-1524-FRANKFURT_1-01-112,Salto B,17.331,21.587,22.631,44.571,196.463,218.899,-28.17,93.823,22.76,39.398,197.368,203.57,-26.695,55.66
20191007-1524-FRANKFURT_1-01-113,Fliffis B,33.669,20.022,6.854,109.639,-227.727,447.526,145.486,197.412,5.955,101.211,-225.998,432.135,146.359,171.639
20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,16.599,22.46,18.867,38.335,204.751,152.241,-18.2,50.175,19.845,32.149,202.099,137.632,-19.184,29.626
20191007-1524-FRANKFURT_1-01-115,Fliffis C,34.121,19.811,-63.868,77.941,-233.464,406.76,165.536,187.347,-63.732,69.847,-235.068,394.772,167.485,141.097
20191007-1524-FRANKFURT_1-01-116,Salto A,17.064,24.809,19.385,32.686,211.235,114.768,-25.425,84.89,19.25,22.485,214.003,69.281,-27.279,45.633
20191007-1524-FRANKFURT_1-01-140,Fliffis- Rudi B,36.479,17.853,113.438,208.04,-217.783,441.155,346.455,363.728,112.796,199.721,-215.358,425.46,346.636,354.171
20191007-1524-FRANKFURT_1-01-141,Doppelsalto B,31.615,22.704,48.347,37.61,402.799,275.234,-37.579,58.284,48.999,30.883,402.469,255.679,-36.294,26.438
20191007-1524-FRANKFURT_1-01-142,Fliffis- Rudi C,43.285,20.878,101.517,201.33,-202.65,431.03,357.683,433.829,100.736,189.125,-201.804,407.843,358.626,414.3
20191007-1524-FRANKFURT_1-01-143,Salto B,18.314,21.562,15.057,33.374,213.096,225.824,-24.943,65.002,15.965,27.951,209.902,216.971,-27.375,35.054
20191007-1524-FRANKFURT_1-01-144,Fliffis B,34.655,20.204,18.379,88.845,-243.632,457.939,145.658,196.981,18.498,80.227,-240.517,447.747,145.977,177.252
20191007-1524-FRANKFURT_1-01-145,Salto C,30.183,17.53,60.491,64.636,438.833,289.575,-44.915,86.169,60.502,56.933,435.741,276.916,-43.883,48.945
